#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
           0       1.164537e-02       2.122855e-03       5.838817e-03       2.542076e-02       9.744792e-03       1.545581e-02
          10       2.530445e-02       3.162301e-03       1.080092e-02       6.451811e-02       1.776158e-02       3.651326e-02
          20       3.984714e-02       4.866585e-03       1.608385e-02       4.731491e-02       2.160346e-02       3.595655e-02
          30       6.525123e-02       5.977845e-03       2.315177e-02       1.420531e-01       2.990865e-02       6.903909e-02
          40       5.507811e-02       4.940372e-03       2.751912e-02       1.459445e-01       5.164158e-02       8.557050e-02
          50       7.836211e-02       4.429984e-03       3.960760e-02       1.470404e-01       5.521207e-02       9.226136e-02
          60       4.790600e-02       1.474688e-02       2.761445e-02       9.050660e-02       3.983898e-02       6.674934e-02
          70       4.940862e-02       9.036433e-03       2.460012e-02       7.994144e-02       3.186883e-02       6.093359e-02
          80       5.517359e-02       8.538871e-03       2.406633e-02       6.812487e-02       4.317224e-02       5.898466e-02
          90       4.112971e-02       1.304224e-02       2.341524e-02       7.101286e-02       3.238886e-02       5.692783e-02
         100       4.790869e-02       7.062051e-03       2.640855e-02       8.876003e-02       4.502576e-02       6.283876e-02
         110       5.455200e-02       4.086468e-03       2.903061e-02       9.680689e-02       4.447371e-02       6.504333e-02
         120       5.882431e-02       1.146442e-02       3.098767e-02       1.012891e-01       4.402073e-02       7.177166e-02
         130       5.971945e-02       5.813051e-03       3.103783e-02       9.248184e-02       4.439358e-02       7.002909e-02
         140       6.229766e-02       1.540058e-02       3.159230e-02       8.747718e-02       5.104810e-02       6.753509e-02
         150       6.500460e-02       9.588655e-03       3.390647e-02       1.023265e-01       5.175283e-02       7.008310e-02
         160       4.547644e-02       1.105290e-02       3.203555e-02       1.046133e-01       5.368736e-02       7.945788e-02
         170       6.702701e-02       9.766680e-03       3.414299e-02       1.081425e-01       4.078335e-02       7.616413e-02
         180       4.045872e-02       4.733113e-03       1.733686e-02       1.021578e-01       4.393288e-02       7.394910e-02
         190       3.731620e-02       4.692356e-03       1.772941e-02       8.449055e-02       4.005822e-02       6.359214e-02
         200       3.336434e-02       4.958916e-03       1.726748e-02       7.760231e-02       2.918260e-02       5.472787e-02
         210       4.517138e-02       1.440479e-02       2.331059e-02       1.002664e-01       2.675868e-02       5.664640e-02
         220       7.042500e-02       1.138232e-02       3.229620e-02       1.312846e-01       2.319360e-02       7.419174e-02
         230       6.888122e-02       1.262610e-02       3.716970e-02       9.937085e-02       5.573778e-02       8.102985e-02
         240       9.312372e-02       1.353442e-02       4.319710e-02       1.067959e-01       5.398452e-02       8.263904e-02
         250       8.609558e-02       6.842430e-03       3.761733e-02       9.911125e-02       5.183266e-02       7.163177e-02
         260       1.170544e-01       5.679799e-03       4.940840e-02       1.062494e-01       7.688817e-02       9.292204e-02
         270       8.566090e-02       6.240303e-03       3.731634e-02       9.456294e-02       4.947727e-02       6.986928e-02
         280       8.737915e-02       8.137637e-03       3.825742e-02       9.688471e-02       4.264598e-02       7.231122e-02
         290       6.560445e-02       4.817294e-03       2.839447e-02       8.113532e-02       3.551055e-02       5.549524e-02
         300       5.577845e-02       5.428532e-03       2.437409e-02       6.648192e-02       2.764630e-02       4.754512e-02
         310       6.840341e-02       5.390625e-03       2.827249e-02       7.439368e-02       2.962772e-02       5.310345e-02
         320       6.206244e-02       8.920444e-03       2.847942e-02       9.183614e-02       5.014200e-02       6.411295e-02
         330       5.971216e-02       7.656933e-03       3.104967e-02       1.224107e-01       5.181782e-02       7.114527e-02
         340       3.210476e-02       7.900292e-03       1.983438e-02       9.062098e-02       3.092058e-02       5.509665e-02
         350       1.998179e-02       3.697138e-03       1.418175e-02       6.737747e-02       3.290478e-02       5.058525e-02
         360       3.282384e-02       1.009466e-02       2.012152e-02       1.060825e-01       2.791700e-02       5.925408e-02
         370       2.643504e-02       7.883560e-03       1.744991e-02       8.986181e-02       2.425015e-02       5.082880e-02
         380       3.489866e-02       6.527973e-03       2.273089e-02       1.025536e-01       4.023649e-02       6.696971e-02
         390       3.015707e-02       1.695129e-02       2.326682e-02       8.868739e-02       4.407213e-02       6.962527e-02
         400       2.656845e-02       9.529274e-03       1.730177e-02       8.628882e-02       4.979253e-02       7.175491e-02
         410       3.485363e-02       7.129348e-03       1.840195e-02       1.205837e-01       3.537960e-02       7.374546e-02
         420       4.910806e-02       4.189397e-03       2.246670e-02       8.909345e-02       5.458512e-02       7.128145e-02
         430       4.750766e-02       4.007696e-03       2.468731e-02       1.075465e-01       4.209255e-02       7.600317e-02
         440       3.100558e-02       1.222395e-03       2.166229e-02       1.036265e-01       4.709139e-02       7.663373e-02
         450       3.112509e-02       6.343159e-03       2.055220e-02       9.448759e-02       4.879188e-02       6.619159e-02
         460       3.847303e-02       8.635721e-03       2.139357e-02       7.947524e-02       4.050132e-02       5.678636e-02
         470       5.086795e-02       1.853463e-02       3.010488e-02       9.797158e-02       3.453279e-02       6.558576e-02
         480       4.486464e-02       9.117431e-03       2.471557e-02       6.685512e-02       3.460024e-02       5.493322e-02
         490       4.091203e-02       6.139145e-03       2.267707e-02       6.328589e-02       3.572134e-02       5.083265e-02
         500       4.243198e-02       6.884815e-03       2.259679e-02       8.742952e-02       3.675186e-02       5.224557e-02
         510       4.794808e-02       6.146684e-03       2.384442e-02       7.035827e-02       4.581302e-02       5.643623e-02
         520       4.553455e-02       8.354373e-03       2.216503e-02       6.688454e-02       3.912084e-02       4.950849e-02
         530       3.716619e-02       6.421058e-03       2.124420e-02       6.105134e-02       3.251815e-02       4.612259e-02
         540       4.179541e-02       8.335183e-03       2.429026e-02       9.196091e-02       2.727045e-02       5.467585e-02
         550       3.882858e-02       1.013898e-02       2.330975e-02       9.395722e-02       2.275211e-02       5.071729e-02
         560       3.823349e-02       1.427511e-02       2.327450e-02       9.399547e-02       2.595248e-02       5.677616e-02
         570       5.498954e-02       1.293504e-02       3.369030e-02       1.082612e-01       3.768089e-02       7.129378e-02
         580       5.856644e-02       9.788429e-03       3.351764e-02       1.182336e-01       4.457662e-02       7.785772e-02
         590       4.818153e-02       7.857448e-03       2.735462e-02       7.565429e-02       4.717042e-02       6.382900e-02
         600       4.670027e-02       1.159301e-02       2.537416e-02       8.893147e-02       3.340967e-02       6.189249e-02
         610       4.466119e-02       1.325100e-02       2.854192e-02       9.598309e-02       4.602435e-02       6.346248e-02
         620       5.083768e-02       6.514708e-03       2.820542e-02       1.154660e-01       3.248025e-02       7.873305e-02
         630       5.106587e-02       6.170928e-03       2.585294e-02       1.079860e-01       5.538718e-02       7.757626e-02
         640       4.766631e-02       3.427712e-03       1.960594e-02       7.866213e-02       4.858763e-02       6.558101e-02
         650       2.702633e-02       7.938654e-03       1.474886e-02       8.594539e-02       4.523961e-02       6.581132e-02
         660       3.615235e-02       5.644547e-03       2.044199e-02       1.025268e-01       4.303280e-02       7.181735e-02
         670       5.063020e-02       8.629270e-03       2.512906e-02       8.982480e-02       5.204905e-02       6.646696e-02
         680       5.280385e-02       1.632621e-02       2.870250e-02       1.254556e-01       4.552705e-02       8.023217e-02
         690       5.029127e-02       1.464300e-02       2.656177e-02       1.320558e-01       4.500694e-02       7.976891e-02
         700       4.187205e-02       2.968922e-02       3.636169e-02       1.511288e-01       4.900347e-02       9.101572e-02
         710       4.956099e-02       3.060696e-02       3.515795e-02       1.418055e-01       4.837733e-02       8.421470e-02
         720       6.115312e-02       1.989507e-02       3.629726e-02       1.551322e-01       6.081815e-02       9.037321e-02
         730       4.870549e-02       1.889459e-02       3.316575e-02       1.550722e-01       5.633812e-02       9.709044e-02
         740       6.009619e-02       1.230497e-02       3.037128e-02       1.195538e-01       4.906129e-02       8.940924e-02
         750       4.353474e-02       8.745396e-03       2.196388e-02       1.044056e-01       4.954801e-02       7.709039e-02
         760       2.919122e-02       7.949829e-03       1.672239e-02       1.218254e-01       5.065916e-02       8.516963e-02
         770       3.882796e-02       4.877668e-03       1.705862e-02       1.144781e-01       6.839749e-02       8.934486e-02
         780       4.268272e-02       1.652382e-02       2.574093e-02       1.203403e-01       6.619453e-02       8.669028e-02
         790       4.993621e-02       1.108870e-02       3.428768e-02       1.078745e-01       4.643875e-02       8.390808e-02
         800       5.358403e-02       1.405957e-02       3.566252e-02       1.086768e-01       5.092985e-02       7.735533e-02
         810       5.780773e-02       1.103644e-02       3.413829e-02       8.717287e-02       5.798377e-02       7.339729e-02
         820       6.352529e-02       1.186977e-02       3.294494e-02       1.037124e-01       5.687082e-02       8.187832e-02
         830       6.992000e-02       1.989100e-02       3.484954e-02       1.059986e-01       5.488175e-02       8.617615e-02
         840       6.598830e-02       8.667431e-03       3.237040e-02       1.135851e-01       4.927338e-02       8.780754e-02
         850       6.671050e-02       8.160293e-03       3.229212e-02       1.354896e-01       4.088394e-02       8.526180e-02
         860       5.175398e-02       1.007206e-02       2.622478e-02       1.305941e-01       4.163452e-02       7.578641e-02
         870       3.347167e-02       5.297031e-03       1.948217e-02       1.159579e-01       3.947697e-02       6.756070e-02
         880       3.731379e-02       5.457478e-03       1.672816e-02       1.011086e-01       3.673196e-02       6.101561e-02
         890       2.524894e-02       5.176031e-03       1.312672e-02       1.030476e-01       2.628656e-02       5.744498e-02
         900       5.127650e-02       2.891315e-03       2.060614e-02       1.193779e-01       2.893043e-02       6.207310e-02
         910       5.051726e-02       3.857544e-03       2.373057e-02       9.113022e-02       4.001580e-02       6.295753e-02
         920       4.627065e-02       7.241001e-03       2.561012e-02       9.317339e-02       3.117210e-02       6.522205e-02
         930       2.932702e-02       4.170949e-03       2.100622e-02       7.308668e-02       2.813674e-02       5.239847e-02
         940       2.199883e-02       5.368628e-03       1.480925e-02       8.643348e-02       3.371963e-02       5.406875e-02
         950       2.794000e-02       6.256492e-03       1.848195e-02       1.063466e-01       3.143956e-02       6.176382e-02
         960       4.180482e-02       9.069171e-03       2.045492e-02       8.405900e-02       4.933617e-02       7.051668e-02
         970       3.873806e-02       4.051308e-03       2.222873e-02       1.096194e-01       5.328570e-02       7.528903e-02
         980       4.200589e-02       1.128513e-02       2.558681e-02       1.423223e-01       4.703856e-02       8.408488e-02
         990       4.927361e-02       6.133897e-03       2.516073e-02       1.312828e-01       3.061884e-02       7.958598e-02
        1000       5.994577e-02       9.754167e-03       3.006572e-02       1.036133e-01       3.928220e-02       7.457308e-02
        1010       8.417677e-02       9.562846e-03       3.472441e-02       1.265346e-01       3.140510e-02       8.265055e-02
        1020       6.862390e-02       7.957126e-03       2.990597e-02       1.023118e-01       6.524021e-02       8.424775e-02
        1030       7.852116e-02       1.129585e-02       3.201065e-02       1.038004e-01       5.196919e-02       7.600598e-02
        1040       8.475868e-02       8.307263e-03       3.448562e-02       1.140640e-01       3.965022e-02       7.414352e-02
        1050       4.381522e-02       5.623202e-03       2.520392e-02       1.092161e-01       4.731198e-02       7.198746e-02
        1060       5.488436e-02       5.241189e-03       3.061440e-02       1.096309e-01       3.194376e-02       7.635376e-02
        1070       6.908381e-02       5.971527e-03       3.607909e-02       1.188488e-01       3.983528e-02       8.382212e-02
        1080       7.726878e-02       8.752486e-03       4.355205e-02       1.197132e-01       2.856808e-02       9.186454e-02
        1090       8.301224e-02       1.039231e-02       4.114212e-02       1.232492e-01       6.896884e-02       9.695515e-02
        1100       8.124906e-02       1.593192e-02       4.105510e-02       1.429483e-01       6.398015e-02       1.013073e-01
        1110       6.243120e-02       1.109156e-02       3.305365e-02       1.129953e-01       4.409773e-02       7.138354e-02
        1120       4.637865e-02       1.379615e-02       2.660248e-02       1.081171e-01       3.757487e-02       7.058630e-02
        1130       5.314526e-02       1.198826e-02       3.071835e-02       1.138801e-01       3.798475e-02       7.435587e-02
        1140       8.225168e-02       7.521774e-03       4.173550e-02       1.160748e-01       6.306307e-02       8.669478e-02
        1150       7.019687e-02       8.312030e-03       3.241149e-02       1.204655e-01       4.029367e-02       7.730908e-02
        1160       6.055126e-02       1.238386e-02       3.058194e-02       1.611690e-01       6.267746e-02       8.737088e-02
        1170       7.268338e-02       8.500432e-03       3.849389e-02       1.517566e-01       5.949012e-02       1.056298e-01
        1180       7.921776e-02       1.264556e-02       4.108231e-02       1.466366e-01       6.786006e-02       1.045464e-01
        1190       7.264374e-02       1.502706e-02       3.524913e-02       1.156617e-01       6.224855e-02       8.668136e-02
        1200       1.001869e-01       2.431730e-02       4.659709e-02       1.368938e-01       5.637273e-02       9.520108e-02
        1210       1.040042e-01       1.855189e-02       4.259910e-02       1.131967e-01       5.373549e-02       8.253300e-02
        1220       8.874387e-02       2.353701e-02       4.083006e-02       1.350677e-01       4.225194e-02       8.000925e-02
        1230       5.990128e-02       1.024811e-02       2.808551e-02       7.223364e-02       5.056512e-02       6.408958e-02
        1240       6.494384e-02       1.969373e-02       3.321898e-02       8.160425e-02       4.495404e-02       6.407110e-02
        1250       6.398301e-02       2.437959e-02       3.671245e-02       1.082823e-01       4.228597e-02       7.393565e-02
        1260       5.453072e-02       1.631468e-02       3.330123e-02       8.402111e-02       3.982056e-02       6.268565e-02
        1270       5.253246e-02       4.548484e-03       2.975032e-02       8.690727e-02       4.410547e-02       6.645613e-02
        1280       5.725826e-02       1.472917e-02       3.216481e-02       1.067964e-01       4.029833e-02       7.373195e-02
        1290       5.564198e-02       1.005548e-02       2.968333e-02       8.311792e-02       4.387290e-02       6.874527e-02
        1300       5.710257e-02       8.980468e-03       2.832684e-02       9.873996e-02       2.973291e-02       7.053154e-02
        1310       5.907712e-02       1.058470e-02       3.207530e-02       1.108432e-01       4.049103e-02       6.985589e-02
        1320       8.303902e-02       1.540087e-02       4.125310e-02       1.251566e-01       5.260851e-02       7.988902e-02
        1330       5.610288e-02       2.405356e-02       3.918801e-02       1.153649e-01       5.456101e-02       8.056264e-02
        1340       7.281395e-02       1.952451e-02       4.771688e-02       1.246887e-01       5.729781e-02       9.522144e-02
        1350       5.935963e-02       1.707436e-02       4.073908e-02       1.266318e-01       5.073857e-02       8.832857e-02
        1360       5.654094e-02       2.723026e-02       4.031160e-02       1.199663e-01       5.425940e-02       8.568341e-02
        1370       5.387814e-02       2.464526e-02       3.885821e-02       1.313513e-01       5.093797e-02       8.700975e-02
        1380       6.176235e-02       2.813460e-02       4.209302e-02       1.243615e-01       6.252997e-02       8.803634e-02
        1390       5.646787e-02       1.994488e-02       4.005339e-02       1.210598e-01       3.909974e-02       8.577472e-02
        1400       6.231317e-02       1.747702e-02       3.415765e-02       1.210414e-01       3.986835e-02       8.460632e-02
        1410       6.271389e-02       1.665102e-02       4.075295e-02       1.100145e-01       4.470981e-02       8.455490e-02
        1420       6.521631e-02       1.780584e-02       2.991242e-02       9.756020e-02       4.505198e-02       6.310290e-02
        1430       5.339751e-02       1.035087e-02       2.411880e-02       8.680115e-02       2.774415e-02       6.358460e-02
        1440       4.581885e-02       8.001471e-03       2.724636e-02       1.352158e-01       2.887740e-02       7.490082e-02
        1450       4.058388e-02       1.843467e-02       2.780886e-02       1.323402e-01       2.882336e-02       7.648994e-02
        1460       4.078102e-02       1.687906e-02       2.850342e-02       1.098631e-01       2.873869e-02       6.617844e-02
        1470       5.078191e-02       1.383303e-02       3.503391e-02       1.233184e-01       3.209882e-02       7.428567e-02
        1480       7.969403e-02       1.360258e-02       4.311184e-02       1.238270e-01       4.000116e-02       7.571167e-02
        1490       8.010223e-02       8.030430e-03       3.799280e-02       1.387060e-01       4.429113e-02       8.326588e-02
        1500       7.234495e-02       5.802083e-03       3.558866e-02       1.376672e-01       5.287023e-02       8.585107e-02
        1510       5.634132e-02       9.021345e-03       2.984150e-02       1.408152e-01       4.083151e-02       8.059923e-02
        1520       5.222322e-02       9.496025e-03       2.869779e-02       9.360011e-02       3.479605e-02       6.370441e-02
        1530       3.738182e-02       7.322642e-03       2.316923e-02       8.311979e-02       2.615059e-02       5.136761e-02
        1540       6.703854e-02       6.888370e-03       3.176394e-02       1.144120e-01       3.333999e-02       7.345812e-02
        1550       6.444043e-02       7.043254e-03       3.001766e-02       9.884777e-02       3.092173e-02       6.527533e-02
        1560       7.712707e-02       9.033138e-03       3.796291e-02       1.328612e-01       3.783505e-02       8.924747e-02
        1570       6.668454e-02       1.415827e-02       3.355671e-02       1.234217e-01       2.255275e-02       7.889920e-02
        1580       6.314223e-02       1.268588e-02       2.948344e-02       1.099853e-01       4.655851e-02       7.649936e-02
        1590       4.803279e-02       1.413202e-02       2.791749e-02       1.082017e-01       4.628980e-02       8.119411e-02
        1600       5.346747e-02       1.472789e-02       2.872848e-02       1.117503e-01       3.232802e-02       7.125984e-02
        1610       6.010198e-02       1.960705e-02       3.213259e-02       1.369313e-01       4.455468e-02       8.181357e-02
        1620       6.493741e-02       1.280713e-02       3.224776e-02       1.348000e-01       4.091975e-02       8.332861e-02
        1630       7.808935e-02       5.871777e-03       3.486528e-02       1.381951e-01       2.115269e-02       8.039395e-02
        1640       7.382606e-02       6.654096e-03       3.638093e-02       1.541058e-01       3.789374e-02       8.926125e-02
        1650       7.029433e-02       7.595065e-03       3.391932e-02       1.252422e-01       3.730866e-02       7.986945e-02
        1660       6.380934e-02       2.994362e-03       3.298012e-02       1.354010e-01       3.394896e-02       8.059597e-02
        1670       4.777669e-02       5.764115e-03       2.583839e-02       1.008135e-01       1.158044e-02       6.636047e-02
        1680       5.071657e-02       1.677236e-02       3.482485e-02       1.268887e-01       6.871549e-02       9.694439e-02
        1690       4.643668e-02       1.349538e-02       2.917059e-02       1.166342e-01       4.107802e-02       7.712882e-02
        1700       5.326840e-02       1.501577e-02       3.136162e-02       1.276104e-01       4.553990e-02       7.886715e-02
        1710       5.088792e-02       1.473696e-02       3.047747e-02       1.114481e-01       4.802545e-02       7.967416e-02
        1720       5.544170e-02       7.993327e-03       2.704808e-02       1.065765e-01       3.439779e-02       6.236884e-02
        1730       5.086614e-02       1.312390e-02       2.432929e-02       1.045201e-01       4.594529e-02       6.942035e-02
        1740       3.952795e-02       3.122907e-03       2.385067e-02       9.651760e-02       2.663106e-02       5.590889e-02
        1750       5.571447e-02       3.916269e-03       3.363952e-02       1.309372e-01       4.327282e-02       7.116126e-02
        1760       4.525553e-02       1.670043e-02       3.142982e-02       9.598975e-02       3.204894e-02       6.116134e-02
        1770       4.546885e-02       1.242423e-02       3.115846e-02       1.437330e-01       2.248733e-02       8.024750e-02
        1780       4.136110e-02       1.073608e-02       2.684536e-02       1.272031e-01       2.578017e-02       7.220138e-02
        1790       3.728069e-02       1.380545e-02       2.662405e-02       1.209335e-01       3.951892e-02       7.317366e-02
        1800       7.088785e-02       1.384649e-02       3.634769e-02       1.125613e-01       4.097252e-02       6.856144e-02
        1810       4.890034e-02       2.096071e-02       3.201416e-02       1.481826e-01       4.340436e-02       6.994899e-02
        1820       4.944672e-02       1.942748e-02       3.048728e-02       1.261728e-01       4.776366e-02       6.962253e-02
        1830       5.180797e-02       2.008229e-02       3.143246e-02       1.259037e-01       5.103757e-02       8.279869e-02
        1840       3.623509e-02       4.112242e-03       2.150894e-02       1.247369e-01       2.067576e-02       6.397625e-02
        1850       3.771825e-02       6.374669e-03       2.179322e-02       1.319194e-01       4.388864e-02       7.249416e-02
        1860       3.724386e-02       1.234819e-02       2.167844e-02       1.160898e-01       4.848187e-02       7.081214e-02
        1870       3.758600e-02       9.679082e-03       1.893943e-02       1.152316e-01       3.924909e-02       6.651261e-02
        1880       2.012771e-02       8.928740e-03       1.343516e-02       1.147915e-01       1.217811e-02       5.754114e-02
        1890       4.612759e-02       1.152944e-02       2.233667e-02       1.256423e-01       5.071837e-02       9.113322e-02
        1900       1.807072e-02       8.048331e-03       1.234427e-02       1.479872e-01       5.620085e-02       8.642638e-02
        1910       1.898780e-02       8.998013e-03       1.228209e-02       1.311854e-01       4.869936e-02       7.771249e-02
        1920       2.259938e-02       6.766907e-03       1.666661e-02       1.697080e-01       4.720479e-02       8.157154e-02
        1930       3.466212e-02       1.912602e-02       2.824781e-02       8.459994e-02       5.069389e-02       6.128686e-02
        1940       4.622210e-02       2.144925e-02       3.588620e-02       8.234117e-02       3.460504e-02       5.648780e-02
        1950       4.233681e-02       1.722653e-02       3.114668e-02       9.923699e-02       4.600713e-02       7.297886e-02
        1960       5.658971e-02       2.170361e-02       3.837137e-02       1.063516e-01       4.717858e-02       6.766867e-02
        1970       5.288377e-02       2.601586e-02       4.068093e-02       1.138314e-01       3.736432e-02       6.543111e-02
        1980       6.550217e-02       2.378858e-02       4.226657e-02       1.499036e-01       4.521188e-02       7.442368e-02
        1990       6.202721e-02       2.591086e-02       4.267576e-02       1.612973e-01       3.559762e-02       7.231046e-02
        2000       7.027389e-02       2.146154e-02       4.008602e-02       1.303299e-01       2.938204e-02       6.869260e-02
        2010       8.565957e-02       1.670859e-02       3.913528e-02       1.334841e-01       3.296170e-02       8.262177e-02
        2020       3.911727e-02       7.805302e-03       1.686949e-02       1.377635e-01       2.580291e-02       7.463864e-02
        2030       2.573454e-02       1.262825e-02       1.819115e-02       1.335244e-01       3.945215e-02       6.348985e-02
        2040       3.758939e-02       8.591387e-03       1.976130e-02       1.240540e-01       1.356093e-02       5.704905e-02
        2050       2.430930e-02       5.287929e-03       1.428517e-02       1.158591e-01       3.095993e-02       6.260162e-02
        2060       2.922190e-02       1.037919e-02       1.663089e-02       1.182008e-01       3.879891e-02       6.551508e-02
        2070       3.966898e-02       1.351479e-02       2.269412e-02       1.297455e-01       5.439535e-02       7.867785e-02
        2080       3.558775e-02       1.066074e-02       2.122673e-02       1.308496e-01       3.947195e-02       6.863339e-02
        2090       3.405247e-02       9.632793e-03       2.067777e-02       1.416239e-01       4.405912e-02       7.221310e-02
        2100       6.045460e-02       9.319933e-03       2.524092e-02       1.356443e-01       3.637685e-02       7.343153e-02
        2110       5.803489e-02       9.160449e-03       2.700177e-02       8.415037e-02       2.698305e-02       5.203689e-02
        2120       6.955268e-02       1.158749e-02       3.407415e-02       1.035722e-01       2.171593e-02       5.831130e-02
        2130       8.563114e-02       2.117714e-02       4.111148e-02       1.117424e-01       2.926832e-02       7.181733e-02
        2140       5.924242e-02       1.215681e-02       3.296138e-02       1.202549e-01       3.578109e-02       6.535158e-02
        2150       6.111245e-02       9.722880e-03       3.631744e-02       1.116728e-01       3.521697e-02       5.920982e-02
        2160       6.303856e-02       9.554127e-03       3.850970e-02       1.066976e-01       2.913683e-02       7.470451e-02
        2170       6.871512e-02       1.613457e-02       4.115734e-02       1.143630e-01       4.230030e-02       6.441624e-02
        2180       8.048990e-02       1.458571e-02       4.174386e-02       1.125958e-01       3.945681e-02       6.492662e-02
        2190       8.099696e-02       1.353516e-02       4.395554e-02       1.294777e-01       4.163280e-02       8.431482e-02
        2200       5.315413e-02       7.388802e-03       3.324470e-02       1.355157e-01       4.972462e-02       8.452925e-02
        2210       5.335395e-02       1.415798e-02       3.145620e-02       1.084598e-01       5.173733e-02       7.717465e-02
        2220       4.563253e-02       1.258956e-02       2.379912e-02       1.035683e-01       6.374796e-02       8.132910e-02
        2230       3.082819e-02       1.729500e-02       2.413428e-02       1.129238e-01       5.672006e-02       8.476525e-02
        2240       4.160949e-02       9.908606e-03       2.524095e-02       9.656773e-02       6.794452e-02       8.434232e-02
        2250       3.512061e-02       1.168514e-02       2.303693e-02       8.632870e-02       3.559086e-02       6.899552e-02
        2260       3.753382e-02       1.093660e-02       2.963360e-02       9.016734e-02       1.975917e-02       6.218816e-02
        2270       3.720357e-02       1.796343e-02       2.557955e-02       8.356525e-02       3.214281e-02       5.579574e-02
        2280       3.730064e-02       1.796261e-02       2.785146e-02       8.023623e-02       3.801799e-02       6.265384e-02
        2290       3.594662e-02       1.018941e-02       2.523546e-02       9.593144e-02       2.967091e-02       5.593239e-02
        2300       3.645140e-02       1.619116e-02       2.444309e-02       1.029242e-01       2.799195e-02       6.866188e-02
        2310       4.676716e-02       2.771646e-03       1.973780e-02       1.192832e-01       3.228193e-02       7.598714e-02
        2320       2.073237e-02       3.365972e-03       1.241198e-02       7.668457e-02       2.412803e-02       4.816783e-02
        2330       3.156126e-02       7.284737e-03       1.536212e-02       7.973007e-02       2.237765e-02       5.255833e-02
        2340       3.775986e-02       5.336744e-03       1.812148e-02       8.754556e-02       2.583904e-02       5.665898e-02
        2350       4.605812e-02       8.164104e-03       2.682934e-02       9.242930e-02       2.180847e-02       5.896730e-02
        2360       5.637839e-02       1.266608e-02       2.967350e-02       7.688401e-02       5.091163e-02       6.344283e-02
        2370       3.601570e-02       3.476950e-03       2.417613e-02       7.496551e-02       5.539442e-02       6.291974e-02
        2380       5.971696e-02       8.072715e-03       2.947460e-02       1.169842e-01       3.286501e-02       8.246008e-02
        2390       5.064238e-02       1.418212e-02       2.760835e-02       8.226325e-02       2.181127e-02       5.634568e-02
