#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
           0       1.183806e-02       1.407907e-03       5.231544e-03       1.546846e-02       8.205018e-03       1.098472e-02
          10       1.266373e-02       1.569333e-03       5.673431e-03       2.529586e-02       8.414367e-03       1.509498e-02
          20       1.583995e-02       2.792614e-03       7.053488e-03       2.517634e-02       7.193923e-03       1.427798e-02
          30       2.083819e-02       1.674659e-03       8.443650e-03       2.179060e-02       1.152527e-02       1.696615e-02
          40       1.922806e-02       2.969390e-03       7.761775e-03       2.123006e-02       8.109577e-03       1.468073e-02
          50       1.950220e-02       1.004739e-03       7.897930e-03       1.795470e-02       1.029341e-02       1.335837e-02
          60       1.568839e-02       3.660161e-03       7.364123e-03       2.575722e-02       1.011460e-02       1.620498e-02
          70       1.007272e-02       2.515518e-03       7.157953e-03       2.262372e-02       1.459101e-02       1.795399e-02
          80       1.055648e-02       2.723057e-03       6.247688e-03       2.748401e-02       1.031878e-02       1.789758e-02
          90       1.908140e-02       2.347839e-03       7.989717e-03       2.022269e-02       8.362420e-03       1.477885e-02
         100       1.971163e-02       2.022095e-03       8.033216e-03       2.752101e-02       9.995016e-03       1.728256e-02
         110       2.493983e-02       3.406428e-03       1.156435e-02       4.389492e-02       1.178114e-02       2.464523e-02
         120       7.640312e-03       3.229305e-03       5.629304e-03       3.417060e-02       1.230932e-02       1.991183e-02
         130       1.141856e-02       4.446377e-03       6.800502e-03       2.556781e-02       9.108412e-03       1.514526e-02
         140       6.297873e-03       6.918442e-04       4.005726e-03       3.091147e-02       6.180527e-03       1.479232e-02
         150       1.144037e-02       2.414277e-03       5.670586e-03       4.469590e-02       4.572893e-03       1.931823e-02
         160       1.519817e-02       2.542626e-03       7.682796e-03       3.406991e-02       1.164050e-02       1.953525e-02
         170       8.515744e-03       2.926676e-03       5.271787e-03       2.660227e-02       1.009142e-02       1.721456e-02
         180       1.772748e-02       2.575844e-03       7.703116e-03       2.263355e-02       1.222309e-02       1.731445e-02
         190       1.314615e-02       9.614940e-04       7.418584e-03       2.603764e-02       5.557384e-03       2.024444e-02
         200       1.106750e-02       2.930892e-03       5.721946e-03       3.668735e-02       7.965719e-03       1.774426e-02
         210       1.385194e-02       2.240706e-03       5.948380e-03       3.156811e-02       8.672939e-03       1.648607e-02
         220       1.013199e-02       1.976707e-03       4.997921e-03       3.381829e-02       8.088523e-03       1.546269e-02
         230       6.026716e-03       2.462911e-03       4.160158e-03       2.558615e-02       5.869707e-03       1.415117e-02
         240       8.392642e-03       2.634539e-03       5.099590e-03       2.318930e-02       7.959846e-03       1.444721e-02
         250       7.310346e-03       2.137322e-03       3.903562e-03       2.351424e-02       6.323857e-03       1.566909e-02
         260       6.998656e-03       1.004114e-03       4.235599e-03       2.497939e-02       8.538675e-03       1.470073e-02
         270       9.575457e-03       2.858417e-03       5.185116e-03       2.030390e-02       9.519852e-03       1.381886e-02
         280       8.300640e-03       1.930082e-03       4.216302e-03       2.156822e-02       7.186545e-03       1.357438e-02
         290       1.056903e-02       1.857024e-03       6.024872e-03       2.264204e-02       1.423685e-02       1.851674e-02
         300       8.911072e-03       2.519706e-03       5.707022e-03       2.495041e-02       9.420254e-03       1.772950e-02
         310       1.544048e-02       3.637234e-03       7.237937e-03       3.687097e-02       1.085948e-02       1.881466e-02
         320       1.527978e-02       3.732755e-03       7.389970e-03       2.902807e-02       9.295674e-03       2.061147e-02
         330       1.040100e-02       3.297995e-03       5.747806e-03       2.847878e-02       1.038931e-02       1.793751e-02
         340       1.679827e-02       3.122493e-03       6.938769e-03       3.669170e-02       1.029013e-02       1.976341e-02
         350       7.567935e-03       2.243597e-03       4.389374e-03       1.996900e-02       8.861245e-03       1.478353e-02
         360       9.596007e-03       3.742260e-03       6.268421e-03       2.499179e-02       1.129342e-02       1.640179e-02
         370       6.504528e-03       2.923435e-03       4.294785e-03       1.905638e-02       7.034610e-03       1.312992e-02
         380       6.441811e-03       3.590347e-03       4.599189e-03       2.189549e-02       7.031378e-03       1.431116e-02
         390       6.997764e-03       3.679530e-03       5.213193e-03       2.266475e-02       7.143875e-03       1.403348e-02
         400       1.801541e-02       4.089972e-03       8.297618e-03       2.316250e-02       1.354708e-02       1.896644e-02
         410       1.323766e-02       5.264071e-03       9.344667e-03       4.836289e-02       1.513959e-02       2.848472e-02
         420       1.105848e-02       4.641846e-03       7.053380e-03       2.734218e-02       1.213805e-02       2.111489e-02
         430       9.239557e-03       1.946870e-03       3.945598e-03       2.134903e-02       8.991920e-03       1.411510e-02
         440       9.208220e-03       2.217659e-03       4.656495e-03       2.419850e-02       8.547881e-03       1.636522e-02
         450       7.597775e-03       1.537454e-03       4.040411e-03       1.950358e-02       6.969285e-03       1.354267e-02
         460       5.613496e-03       1.714924e-03       3.236104e-03       2.005047e-02       8.008542e-03       1.177379e-02
         470       7.274826e-03       1.713830e-03       4.018342e-03       1.889131e-02       3.806913e-03       1.289562e-02
         480       8.777048e-03       1.224066e-03       4.928350e-03       2.971024e-02       1.947118e-03       1.426678e-02
         490       9.312913e-03       2.206659e-03       6.126936e-03       3.008633e-02       5.357306e-03       1.705087e-02
         500       9.357465e-03       6.469902e-04       4.823081e-03       1.393371e-02       6.662174e-03       1.045379e-02
         510       7.154027e-03       1.105156e-03       3.374152e-03       1.152555e-02       5.572644e-03       8.514131e-03
         520       8.295742e-03       9.333448e-04       4.596245e-03       1.781893e-02       2.938779e-03       1.299027e-02
         530       9.359499e-03       1.012859e-03       4.340296e-03       1.932105e-02       1.002088e-02       1.341142e-02
         540       8.470362e-03       1.197817e-03       4.197953e-03       1.945998e-02       1.018711e-02       1.426763e-02
         550       3.605043e-03       9.904378e-04       2.773663e-03       1.478866e-02       4.579324e-03       1.074116e-02
         560       5.428548e-03       9.708595e-04       3.445401e-03       1.538269e-02       5.417721e-03       1.096630e-02
         570       1.185976e-02       1.422011e-03       5.701629e-03       2.773182e-02       4.205747e-03       1.337502e-02
         580       3.066052e-03       3.597324e-04       1.930292e-03       1.418240e-02       4.729773e-03       9.561737e-03
         590       1.086806e-02       1.792189e-03       5.269734e-03       2.066173e-02       6.388444e-03       1.325717e-02
         600       5.932719e-03       1.259399e-03       3.601691e-03       1.127986e-02       7.832150e-03       9.491088e-03
         610       6.803961e-03       5.730369e-04       4.375411e-03       2.202756e-02       6.084586e-03       1.392817e-02
         620       9.350675e-03       2.086797e-03       5.590148e-03       2.584014e-02       1.203786e-02       1.941914e-02
         630       7.892710e-03       2.999049e-03       4.604194e-03       2.943296e-02       9.767028e-03       1.640969e-02
         640       6.825087e-03       8.400294e-04       3.526017e-03       1.959179e-02       6.562253e-03       1.150232e-02
         650       9.120362e-03       1.719886e-03       4.079348e-03       2.790746e-02       6.141979e-03       1.242675e-02
         660       6.487137e-03       6.871479e-04       4.000053e-03       2.071848e-02       4.534434e-03       1.280003e-02
         670       6.403593e-03       6.792994e-04       3.497800e-03       1.484722e-02       4.021162e-03       1.112777e-02
         680       5.933976e-03       1.496715e-03       3.700646e-03       1.237432e-02       3.933501e-03       9.124820e-03
         690       5.374061e-03       3.097860e-03       4.393403e-03       2.444276e-02       9.076377e-03       1.517842e-02
         700       9.395477e-03       2.344296e-03       5.210580e-03       2.617308e-02       7.116535e-03       1.770166e-02
         710       8.805949e-03       1.683747e-03       4.655973e-03       2.921216e-02       6.676723e-03       1.958094e-02
         720       1.230473e-02       1.612035e-03       6.048294e-03       2.347148e-02       7.249821e-03       1.512048e-02
         730       1.337136e-02       2.072210e-03       6.162612e-03       3.173979e-02       6.809641e-03       1.706094e-02
         740       1.149046e-02       1.115411e-03       5.374557e-03       1.311470e-02       7.293998e-03       1.079296e-02
         750       5.326133e-03       1.272808e-03       3.485455e-03       1.411962e-02       7.707332e-03       1.013824e-02
         760       1.599564e-02       1.268163e-03       6.885535e-03       3.418303e-02       6.135408e-03       1.780756e-02
         770       9.159438e-03       1.505383e-03       5.201442e-03       2.419533e-02       6.338128e-03       1.474093e-02
         780       1.056060e-02       1.481927e-03       4.991538e-03       2.354770e-02       6.194254e-03       1.449694e-02
         790       1.086116e-02       2.384770e-03       4.877747e-03       1.790812e-02       1.006722e-02       1.353157e-02
         800       1.184179e-02       1.905107e-03       6.614369e-03       2.154753e-02       1.250071e-02       1.707633e-02
         810       8.289071e-03       3.356433e-03       5.073864e-03       2.180329e-02       9.071247e-03       1.424713e-02
         820       4.322662e-03       9.355934e-04       2.356083e-03       1.670852e-02       7.543782e-03       1.141737e-02
         830       1.029591e-02       4.915549e-04       5.527914e-03       2.029343e-02       7.209004e-03       1.453958e-02
         840       1.237987e-02       3.319716e-03       6.877410e-03       2.247662e-02       6.533638e-03       1.653355e-02
         850       1.385668e-02       1.865664e-03       7.073059e-03       2.754637e-02       7.842364e-03       1.747916e-02
