#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
  29500      2.24e+00      5.53e-02      8.16e-02    7.5e-04
  29600      1.90e+00      3.93e-02      6.93e-02    7.5e-04
  29700      9.27e-01      2.36e-02      3.38e-02    7.5e-04
  29800      1.16e+00      1.34e-02      4.23e-02    7.5e-04
  29900      1.69e+00      1.88e-02      6.18e-02    7.5e-04
  30000      1.22e+00      2.73e-02      4.59e-02    7.1e-04
  30100      1.30e+00      2.56e-02      4.88e-02    7.1e-04
  30200      1.04e+00      2.02e-02      3.92e-02    7.1e-04
  30300      1.65e+00      3.02e-02      6.20e-02    7.1e-04
  30400      1.25e+00      1.25e-02      4.68e-02    7.1e-04
  30500      1.27e+00      1.28e-02      4.78e-02    7.1e-04
  30600      1.51e+00      2.46e-02      5.67e-02    7.1e-04
  30700      1.36e+00      2.47e-02      5.11e-02    7.1e-04
  30800      1.32e+00      6.44e-02      4.95e-02    7.1e-04
  30900      1.02e+00      1.62e-02      3.84e-02    7.1e-04
  31000      1.13e+00      4.83e-02      4.23e-02    7.1e-04
  31100      1.05e+00      2.63e-02      3.95e-02    7.1e-04
  31200      1.02e+00      2.22e-02      3.84e-02    7.1e-04
  31300      2.25e+00      3.83e-02      8.43e-02    7.1e-04
  31400      1.69e+00      1.78e-02      6.35e-02    7.1e-04
  31500      1.18e+00      1.10e-02      4.43e-02    7.1e-04
  31600      1.09e+00      1.80e-02      4.11e-02    7.1e-04
  31700      1.74e+00      3.23e-02      6.52e-02    7.1e-04
  31800      2.52e+00      1.85e-02      9.47e-02    7.1e-04
  31900      1.10e+00      1.48e-02      4.13e-02    7.1e-04
  32000      1.41e+00      3.21e-02      5.31e-02    7.1e-04
  32100      1.57e+00      4.64e-02      5.88e-02    7.1e-04
  32200      1.82e+00      2.26e-02      6.84e-02    7.1e-04
  32300      1.75e+00      1.24e-02      6.57e-02    7.1e-04
  32400      1.18e+00      2.29e-02      4.44e-02    7.1e-04
  32500      1.93e+00      2.22e-02      7.26e-02    7.1e-04
  32600      1.24e+00      9.26e-03      4.66e-02    7.1e-04
  32700      1.04e+00      2.69e-02      3.89e-02    7.1e-04
  32800      1.17e+00      2.03e-02      4.39e-02    7.1e-04
  32900      1.37e+00      1.71e-02      5.14e-02    7.1e-04
  33000      9.82e-01      1.48e-02      3.69e-02    7.1e-04
  33100      1.53e+00      1.38e-02      5.77e-02    7.1e-04
  33200      1.81e+00      3.04e-02      6.81e-02    7.1e-04
  33300      1.05e+00      5.74e-03      3.96e-02    7.1e-04
  33400      1.59e+00      6.22e-02      5.95e-02    7.1e-04
  33500      1.41e+00      1.16e-02      5.31e-02    7.1e-04
  33600      1.05e+00      3.31e-02      3.95e-02    7.1e-04
  33700      1.88e+00      2.03e-02      7.07e-02    7.1e-04
  33800      1.75e+00      2.46e-02      6.56e-02    7.1e-04
  33900      1.10e+00      1.73e-02      4.12e-02    7.1e-04
  34000      1.03e+00      5.28e-02      3.85e-02    7.1e-04
  34100      1.19e+00      3.67e-02      4.47e-02    7.1e-04
  34200      1.01e+00      1.71e-02      3.78e-02    7.1e-04
  34300      1.16e+00      2.53e-02      4.35e-02    7.1e-04
  34400      9.80e-01      3.79e-03      3.68e-02    7.1e-04
  34500      2.04e+00      4.21e-02      7.67e-02    7.1e-04
  34600      1.46e+00      2.02e-02      5.47e-02    7.1e-04
  34700      1.46e+00      4.18e-02      5.50e-02    7.1e-04
  34800      1.07e+00      2.19e-02      4.01e-02    7.1e-04
  34900      1.05e+00      1.84e-02      3.94e-02    7.1e-04
  35000      1.06e+00      1.14e-02      4.09e-02    6.7e-04
  35100      1.77e+00      3.94e-02      6.85e-02    6.7e-04
  35200      1.06e+00      1.20e-02      4.10e-02    6.7e-04
  35300      1.61e+00      2.52e-02      6.22e-02    6.7e-04
  35400      1.27e+00      9.66e-03      4.92e-02    6.7e-04
  35500      1.04e+00      1.19e-02      4.01e-02    6.7e-04
  35600      1.11e+00      1.61e-02      4.30e-02    6.7e-04
  35700      1.13e+00      8.88e-03      4.38e-02    6.7e-04
  35800      1.88e+00      2.69e-02      7.28e-02    6.7e-04
  35900      1.52e+00      2.71e-02      5.86e-02    6.7e-04
  36000      8.82e-01      7.31e-03      3.41e-02    6.7e-04
  36100      1.26e+00      5.10e-02      4.86e-02    6.7e-04
  36200      1.31e+00      2.52e-02      5.06e-02    6.7e-04
  36300      2.12e+00      3.66e-02      8.20e-02    6.7e-04
  36400      1.57e+00      1.90e-02      6.09e-02    6.7e-04
  36500      1.50e+00      4.07e-02      5.81e-02    6.7e-04
  36600      1.91e+00      2.02e-02      7.37e-02    6.7e-04
  36700      9.20e-01      1.11e-02      3.56e-02    6.7e-04
  36800      1.03e+00      1.78e-02      3.97e-02    6.7e-04
  36900      1.92e+00      3.92e-02      7.44e-02    6.7e-04
  37000      1.12e+00      8.63e-03      4.34e-02    6.7e-04
  37100      1.67e+00      4.51e-02      6.46e-02    6.7e-04
  37200      9.45e-01      2.77e-03      3.65e-02    6.7e-04
  37300      9.67e-01      1.42e-02      3.74e-02    6.7e-04
  37400      2.08e+00      3.06e-02      8.04e-02    6.7e-04
  37500      1.62e+00      2.48e-02      6.25e-02    6.7e-04
  37600      8.83e-01      3.01e-02      3.41e-02    6.7e-04
  37700      1.02e+00      1.11e-02      3.96e-02    6.7e-04
  37800      9.88e-01      2.13e-02      3.82e-02    6.7e-04
  37900      1.24e+00      2.48e-02      4.79e-02    6.7e-04
  38000      1.96e+00      1.45e-02      7.60e-02    6.7e-04
  38100      1.32e+00      6.08e-03      5.12e-02    6.7e-04
  38200      1.23e+00      2.22e-02      4.76e-02    6.7e-04
  38300      9.80e-01      2.33e-02      3.79e-02    6.7e-04
  38400      1.76e+00      1.97e-02      6.81e-02    6.7e-04
  38500      1.61e+00      2.06e-02      6.22e-02    6.7e-04
  38600      1.12e+00      2.45e-02      4.34e-02    6.7e-04
  38700      1.03e+00      1.08e-02      3.98e-02    6.7e-04
  38800      1.97e+00      3.39e-02      7.60e-02    6.7e-04
  38900      1.15e+00      1.47e-02      4.43e-02    6.7e-04
  39000      9.83e-01      4.18e-02      3.79e-02    6.7e-04
  39100      1.37e+00      1.70e-02      5.28e-02    6.7e-04
  39200      1.16e+00      2.36e-02      4.49e-02    6.7e-04
  39300      9.35e-01      1.22e-02      3.61e-02    6.7e-04
  39400      1.44e+00      1.69e-02      5.55e-02    6.7e-04
  39500      1.14e+00      2.01e-02      4.40e-02    6.7e-04
  39600      1.04e+00      1.38e-02      4.01e-02    6.7e-04
  39700      1.50e+00      1.57e-02      5.80e-02    6.7e-04
  39800      1.30e+00      1.46e-02      5.04e-02    6.7e-04
  39900      1.15e+00      1.46e-02      4.45e-02    6.7e-04
  40000      1.26e+00      1.56e-02      5.02e-02    6.3e-04
  40100      1.25e+00      1.61e-02      4.96e-02    6.3e-04
  40200      1.57e+00      3.32e-02      6.23e-02    6.3e-04
  40300      9.22e-01      3.07e-02      3.66e-02    6.3e-04
  40400      1.11e+00      1.78e-02      4.40e-02    6.3e-04
  40500      1.87e+00      1.65e-02      7.46e-02    6.3e-04
  40600      1.08e+00      7.53e-03      4.29e-02    6.3e-04
  40700      9.60e-01      1.69e-02      3.82e-02    6.3e-04
  40800      1.70e+00      5.56e-02      6.74e-02    6.3e-04
  40900      1.26e+00      3.29e-02      5.00e-02    6.3e-04
  41000      1.60e+00      1.12e-02      6.38e-02    6.3e-04
  41100      1.28e+00      1.67e-02      5.10e-02    6.3e-04
  41200      8.70e-01      2.50e-02      3.46e-02    6.3e-04
  41300      1.70e+00      1.70e-02      6.76e-02    6.3e-04
  41400      1.38e+00      2.40e-02      5.50e-02    6.3e-04
  41500      1.09e+00      1.95e-02      4.34e-02    6.3e-04
  41600      1.52e+00      2.75e-02      6.07e-02    6.3e-04
  41700      1.46e+00      1.24e-02      5.82e-02    6.3e-04
  41800      1.97e+00      3.73e-02      7.82e-02    6.3e-04
  41900      1.14e+00      2.94e-02      4.54e-02    6.3e-04
  42000      1.01e+00      2.51e-02      4.01e-02    6.3e-04
  42100      1.17e+00      1.27e-02      4.65e-02    6.3e-04
  42200      1.26e+00      1.23e-02      5.03e-02    6.3e-04
  42300      1.00e+00      1.76e-02      3.98e-02    6.3e-04
  42400      1.04e+00      3.05e-02      4.14e-02    6.3e-04
  42500      7.43e-01      1.59e-02      2.96e-02    6.3e-04
  42600      9.17e-01      1.26e-02      3.65e-02    6.3e-04
  42700      1.19e+00      5.76e-02      4.71e-02    6.3e-04
  42800      1.05e+00      2.63e-02      4.18e-02    6.3e-04
  42900      1.13e+00      2.55e-02      4.51e-02    6.3e-04
  43000      9.20e-01      2.61e-02      3.66e-02    6.3e-04
  43100      8.79e-01      4.57e-02      3.48e-02    6.3e-04
  43200      1.07e+00      1.19e-02      4.26e-02    6.3e-04
  43300      1.89e+00      3.57e-02      7.52e-02    6.3e-04
  43400      1.20e+00      1.50e-02      4.78e-02    6.3e-04
