#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
      0      2.90e+01      5.55e-01      9.16e-01    1.0e-03
    100      3.27e+00      1.55e-01      1.03e-01    1.0e-03
    200      3.50e+00      9.09e-02      1.11e-01    1.0e-03
    300      2.76e+00      6.82e-02      8.72e-02    1.0e-03
    400      2.07e+00      6.90e-02      6.54e-02    1.0e-03
    500      3.10e+00      6.42e-02      9.81e-02    1.0e-03
    600      2.39e+00      4.30e-02      7.57e-02    1.0e-03
    700      1.89e+00      1.91e-02      5.98e-02    1.0e-03
    800      2.85e+00      2.78e-02      9.02e-02    1.0e-03
    900      1.67e+00      2.10e-02      5.28e-02    1.0e-03
   1000      1.74e+00      1.06e-02      5.49e-02    1.0e-03
   1100      1.69e+00      2.11e-02      5.34e-02    1.0e-03
   1200      3.75e+00      8.52e-02      1.19e-01    1.0e-03
   1300      2.26e+00      6.71e-02      7.13e-02    1.0e-03
   1400      3.53e+00      3.87e-02      1.12e-01    1.0e-03
   1500      1.70e+00      3.31e-02      5.36e-02    1.0e-03
   1600      1.95e+00      1.72e-02      6.18e-02    1.0e-03
   1700      1.50e+00      1.70e-02      4.76e-02    1.0e-03
   1800      1.99e+00      1.91e-02      6.29e-02    1.0e-03
   1900      2.06e+00      3.84e-02      6.52e-02    1.0e-03
   2000      2.93e+00      5.54e-02      9.26e-02    1.0e-03
   2100      1.59e+00      2.26e-02      5.04e-02    1.0e-03
   2200      1.57e+00      1.45e-02      4.96e-02    1.0e-03
   2300      1.75e+00      3.24e-02      5.55e-02    1.0e-03
   2400      1.48e+00      2.59e-02      4.68e-02    1.0e-03
   2500      1.64e+00      2.65e-02      5.20e-02    1.0e-03
   2600      1.71e+00      1.58e-02      5.40e-02    1.0e-03
   2700      1.84e+00      1.98e-02      5.81e-02    1.0e-03
   2800      1.95e+00      3.95e-02      6.17e-02    1.0e-03
   2900      1.64e+00      2.50e-02      5.19e-02    1.0e-03
   3000      1.72e+00      6.83e-02      5.42e-02    1.0e-03
   3100      1.95e+00      1.81e-02      6.17e-02    1.0e-03
   3200      1.60e+00      1.81e-02      5.07e-02    1.0e-03
   3300      1.58e+00      2.71e-02      5.00e-02    1.0e-03
   3400      2.09e+00      3.89e-02      6.59e-02    1.0e-03
   3500      2.10e+00      3.24e-02      6.65e-02    1.0e-03
   3600      2.55e+00      5.58e-02      8.08e-02    1.0e-03
   3700      2.16e+00      1.92e-02      6.82e-02    1.0e-03
   3800      1.89e+00      2.47e-02      5.97e-02    1.0e-03
   3900      1.66e+00      1.61e-02      5.25e-02    1.0e-03
   4000      1.38e+00      1.27e-02      4.37e-02    1.0e-03
   4100      3.38e+00      3.06e-02      1.07e-01    1.0e-03
   4200      2.16e+00      5.30e-02      6.82e-02    1.0e-03
   4300      1.73e+00      3.81e-02      5.48e-02    1.0e-03
   4400      2.11e+00      2.83e-02      6.66e-02    1.0e-03
   4500      2.44e+00      2.06e-02      7.71e-02    1.0e-03
   4600      2.28e+00      2.54e-02      7.22e-02    1.0e-03
   4700      1.45e+00      1.76e-02      4.58e-02    1.0e-03
   4800      2.88e+00      3.11e-02      9.12e-02    1.0e-03
   4900      1.97e+00      1.68e-02      6.22e-02    1.0e-03
   5000      1.52e+00      1.13e-02      4.96e-02    9.4e-04
   5100      1.46e+00      1.64e-02      4.75e-02    9.4e-04
   5200      1.93e+00      3.91e-02      6.27e-02    9.4e-04
   5300      1.97e+00      7.78e-02      6.42e-02    9.4e-04
   5400      1.72e+00      4.32e-02      5.61e-02    9.4e-04
   5500      1.61e+00      1.41e-02      5.23e-02    9.4e-04
   5600      2.25e+00      2.66e-02      7.33e-02    9.4e-04
   5700      2.18e+00      2.72e-02      7.08e-02    9.4e-04
   5800      2.21e+00      2.93e-02      7.20e-02    9.4e-04
   5900      1.70e+00      3.30e-02      5.52e-02    9.4e-04
   6000      1.92e+00      4.64e-02      6.25e-02    9.4e-04
   6100      1.88e+00      2.14e-02      6.13e-02    9.4e-04
   6200      1.57e+00      2.40e-02      5.09e-02    9.4e-04
   6300      1.44e+00      3.89e-02      4.68e-02    9.4e-04
   6400      1.36e+00      1.73e-02      4.42e-02    9.4e-04
   6500      1.31e+00      3.01e-02      4.26e-02    9.4e-04
   6600      1.56e+00      1.58e-02      5.08e-02    9.4e-04
   6700      2.80e+00      1.69e-02      9.10e-02    9.4e-04
   6800      2.01e+00      2.46e-02      6.55e-02    9.4e-04
   6900      1.79e+00      1.68e-02      5.84e-02    9.4e-04
   7000      1.59e+00      2.20e-02      5.18e-02    9.4e-04
   7100      1.57e+00      3.07e-02      5.12e-02    9.4e-04
   7200      1.05e+00      1.25e-02      3.43e-02    9.4e-04
   7300      2.36e+00      4.82e-02      7.67e-02    9.4e-04
   7400      2.89e+00      5.68e-02      9.41e-02    9.4e-04
   7500      1.53e+00      2.21e-02      4.99e-02    9.4e-04
   7600      1.49e+00      1.79e-02      4.84e-02    9.4e-04
   7700      1.37e+00      1.55e-02      4.47e-02    9.4e-04
   7800      2.68e+00      4.67e-02      8.72e-02    9.4e-04
   7900      2.52e+00      3.06e-02      8.19e-02    9.4e-04
   8000      1.31e+00      3.83e-02      4.27e-02    9.4e-04
   8100      1.40e+00      2.60e-02      4.55e-02    9.4e-04
   8200      1.37e+00      5.14e-02      4.44e-02    9.4e-04
   8300      1.50e+00      3.95e-02      4.89e-02    9.4e-04
   8400      1.15e+00      4.48e-02      3.75e-02    9.4e-04
   8500      1.25e+00      1.25e-02      4.07e-02    9.4e-04
   8600      2.01e+00      6.41e-02      6.53e-02    9.4e-04
   8700      1.51e+00      2.40e-02      4.92e-02    9.4e-04
   8800      1.35e+00      6.45e-02      4.38e-02    9.4e-04
   8900      2.62e+00      3.20e-02      8.54e-02    9.4e-04
   9000      1.46e+00      2.54e-02      4.75e-02    9.4e-04
   9100      1.38e+00      3.09e-02      4.50e-02    9.4e-04
   9200      2.01e+00      3.06e-02      6.53e-02    9.4e-04
   9300      1.57e+00      3.34e-02      5.10e-02    9.4e-04
   9400      1.97e+00      8.91e-02      6.41e-02    9.4e-04
   9500      1.33e+00      6.02e-03      4.33e-02    9.4e-04
   9600      1.20e+00      3.30e-02      3.89e-02    9.4e-04
   9700      1.44e+00      9.89e-02      4.67e-02    9.4e-04
   9800      1.77e+00      2.45e-02      5.76e-02    9.4e-04
   9900      1.61e+00      2.40e-02      5.25e-02    9.4e-04
  10000      1.38e+00      1.89e-02      4.63e-02    8.9e-04
  10100      1.71e+00      2.73e-02      5.72e-02    8.9e-04
  10200      2.42e+00      2.62e-02      8.12e-02    8.9e-04
  10300      1.59e+00      6.17e-02      5.31e-02    8.9e-04
  10400      2.30e+00      3.04e-02      7.72e-02    8.9e-04
  10500      1.18e+00      1.62e-02      3.94e-02    8.9e-04
  10600      1.74e+00      2.33e-02      5.82e-02    8.9e-04
  10700      1.56e+00      3.76e-02      5.22e-02    8.9e-04
  10800      1.00e+00      2.46e-02      3.36e-02    8.9e-04
  10900      1.33e+00      2.71e-02      4.46e-02    8.9e-04
  11000      2.03e+00      8.87e-02      6.80e-02    8.9e-04
  11100      2.33e+00      5.02e-02      7.80e-02    8.9e-04
  11200      1.68e+00      1.63e-02      5.62e-02    8.9e-04
  11300      1.38e+00      6.29e-02      4.63e-02    8.9e-04
  11400      1.63e+00      4.68e-02      5.46e-02    8.9e-04
  11500      1.38e+00      1.54e-02      4.61e-02    8.9e-04
  11600      1.65e+00      1.47e-02      5.54e-02    8.9e-04
  11700      1.42e+00      5.51e-02      4.74e-02    8.9e-04
  11800      1.39e+00      1.66e-02      4.66e-02    8.9e-04
  11900      1.73e+00      2.24e-02      5.79e-02    8.9e-04
  12000      1.52e+00      5.86e-02      5.08e-02    8.9e-04
  12100      1.63e+00      6.24e-02      5.45e-02    8.9e-04
  12200      1.43e+00      1.58e-02      4.80e-02    8.9e-04
  12300      2.08e+00      7.12e-02      6.98e-02    8.9e-04
  12400      2.32e+00      7.10e-02      7.78e-02    8.9e-04
  12500      2.23e+00      9.24e-02      7.45e-02    8.9e-04
  12600      1.48e+00      1.37e-02      4.95e-02    8.9e-04
  12700      2.48e+00      8.27e-02      8.31e-02    8.9e-04
  12800      1.64e+00      1.55e-02      5.49e-02    8.9e-04
  12900      9.51e-01      2.30e-02      3.18e-02    8.9e-04
  13000      1.12e+00      3.29e-02      3.73e-02    8.9e-04
  13100      1.20e+00      1.19e-02      4.01e-02    8.9e-04
  13200      1.06e+00      5.14e-02      3.54e-02    8.9e-04
  13300      1.70e+00      4.52e-02      5.68e-02    8.9e-04
  13400      1.36e+00      2.35e-02      4.54e-02    8.9e-04
  13500      1.45e+00      4.43e-02      4.84e-02    8.9e-04
  13600      1.76e+00      2.10e-02      5.88e-02    8.9e-04
  13700      1.79e+00      3.00e-02      5.98e-02    8.9e-04
  13800      1.28e+00      4.45e-02      4.29e-02    8.9e-04
  13900      1.69e+00      4.03e-02      5.66e-02    8.9e-04
  14000      2.18e+00      4.35e-02      7.29e-02    8.9e-04
  14100      2.39e+00      3.98e-02      8.01e-02    8.9e-04
  14200      1.35e+00      6.28e-02      4.52e-02    8.9e-04
  14300      2.36e+00      1.94e-02      7.89e-02    8.9e-04
  14400      2.36e+00      9.15e-02      7.89e-02    8.9e-04
  14500      1.37e+00      4.42e-02      4.59e-02    8.9e-04
  14600      1.47e+00      5.43e-02      4.91e-02    8.9e-04
  14700      1.53e+00      2.95e-02      5.13e-02    8.9e-04
  14800      1.59e+00      1.63e-02      5.32e-02    8.9e-04
  14900      2.35e+00      6.80e-02      7.87e-02    8.9e-04
  15000      3.09e+00      1.93e-01      1.06e-01    8.4e-04
  15100      1.44e+00      2.58e-02      4.97e-02    8.4e-04
  15200      2.67e+00      5.37e-02      9.20e-02    8.4e-04
  15300      1.32e+00      1.05e-01      4.53e-02    8.4e-04
  15400      2.57e+00      2.88e-02      8.87e-02    8.4e-04
  15500      1.19e+00      4.47e-02      4.12e-02    8.4e-04
  15600      1.54e+00      1.47e-02      5.30e-02    8.4e-04
  15700      1.77e+00      4.83e-02      6.10e-02    8.4e-04
  15800      1.23e+00      3.71e-02      4.23e-02    8.4e-04
  15900      2.47e+00      7.65e-02      8.49e-02    8.4e-04
  16000      1.33e+00      7.49e-02      4.58e-02    8.4e-04
  16100      1.69e+00      4.27e-02      5.83e-02    8.4e-04
  16200      1.60e+00      1.85e-02      5.51e-02    8.4e-04
  16300      1.29e+00      1.94e-02      4.45e-02    8.4e-04
  16400      1.71e+00      2.24e-02      5.90e-02    8.4e-04
  16500      2.07e+00      3.80e-02      7.14e-02    8.4e-04
  16600      1.62e+00      7.20e-02      5.58e-02    8.4e-04
  16700      1.19e+00      2.09e-02      4.09e-02    8.4e-04
  16800      1.67e+00      2.03e-02      5.75e-02    8.4e-04
  16900      1.59e+00      1.88e-02      5.48e-02    8.4e-04
  17000      1.35e+00      3.91e-02      4.67e-02    8.4e-04
  17100      1.13e+00      5.92e-02      3.90e-02    8.4e-04
  17200      1.32e+00      2.08e-02      4.55e-02    8.4e-04
  17300      2.87e+00      4.34e-02      9.89e-02    8.4e-04
  17400      1.19e+00      1.24e-02      4.11e-02    8.4e-04
  17500      1.09e+00      1.76e-02      3.74e-02    8.4e-04
  17600      1.19e+00      7.95e-02      4.10e-02    8.4e-04
  17700      1.48e+00      1.63e-02      5.11e-02    8.4e-04
  17800      2.15e+00      1.67e-02      7.40e-02    8.4e-04
  17900      1.81e+00      9.66e-02      6.23e-02    8.4e-04
  18000      1.63e+00      3.91e-02      5.61e-02    8.4e-04
  18100      1.14e+00      4.83e-02      3.92e-02    8.4e-04
  18200      1.31e+00      1.16e-02      4.51e-02    8.4e-04
  18300      2.55e+00      1.24e-02      8.78e-02    8.4e-04
  18400      1.60e+00      7.00e-02      5.50e-02    8.4e-04
  18500      1.43e+00      3.68e-02      4.92e-02    8.4e-04
  18600      1.31e+00      3.20e-02      4.51e-02    8.4e-04
  18700      1.31e+00      9.32e-02      4.50e-02    8.4e-04
  18800      1.72e+00      1.24e-01      5.91e-02    8.4e-04
  18900      2.52e+00      3.70e-02      8.69e-02    8.4e-04
  19000      1.46e+00      3.15e-02      5.04e-02    8.4e-04
  19100      2.02e+00      2.93e-02      6.96e-02    8.4e-04
  19200      2.71e+00      1.05e-01      9.33e-02    8.4e-04
  19300      1.26e+00      1.71e-02      4.34e-02    8.4e-04
  19400      1.80e+00      7.30e-02      6.21e-02    8.4e-04
  19500      2.13e+00      7.49e-02      7.32e-02    8.4e-04
  19600      2.22e+00      4.57e-02      7.67e-02    8.4e-04
  19700      1.15e+00      3.33e-02      3.96e-02    8.4e-04
  19800      1.81e+00      2.61e-02      6.25e-02    8.4e-04
  19900      1.20e+00      2.87e-02      4.12e-02    8.4e-04
  20000      1.43e+00      6.72e-02      5.06e-02    7.9e-04
  20100      2.19e+00      6.32e-02      7.76e-02    7.9e-04
  20200      1.18e+00      9.82e-02      4.15e-02    7.9e-04
  20300      1.37e+00      1.37e-02      4.84e-02    7.9e-04
  20400      8.69e-01      4.10e-02      3.08e-02    7.9e-04
  20500      2.54e+00      3.18e-02      9.02e-02    7.9e-04
  20600      2.39e+00      4.08e-02      8.49e-02    7.9e-04
  20700      1.17e+00      1.40e-02      4.14e-02    7.9e-04
  20800      1.80e+00      8.66e-02      6.37e-02    7.9e-04
  20900      1.83e+00      5.92e-02      6.47e-02    7.9e-04
  21000      1.14e+00      2.69e-02      4.03e-02    7.9e-04
  21100      1.25e+00      5.08e-02      4.41e-02    7.9e-04
  21200      1.19e+00      9.79e-02      4.18e-02    7.9e-04
  21300      1.68e+00      6.30e-02      5.94e-02    7.9e-04
  21400      2.11e+00      3.94e-02      7.47e-02    7.9e-04
  21500      1.35e+00      2.48e-02      4.78e-02    7.9e-04
  21600      1.47e+00      1.65e-02      5.22e-02    7.9e-04
  21700      1.28e+00      3.94e-02      4.55e-02    7.9e-04
  21800      2.11e+00      4.41e-02      7.47e-02    7.9e-04
  21900      1.70e+00      6.14e-02      6.01e-02    7.9e-04
  22000      2.44e+00      6.85e-02      8.65e-02    7.9e-04
  22100      1.39e+00      2.67e-02      4.92e-02    7.9e-04
  22200      2.02e+00      3.07e-02      7.17e-02    7.9e-04
  22300      1.29e+00      1.93e-02      4.56e-02    7.9e-04
  22400      1.23e+00      6.79e-02      4.35e-02    7.9e-04
  22500      1.93e+00      3.52e-02      6.86e-02    7.9e-04
  22600      1.27e+00      3.37e-02      4.51e-02    7.9e-04
  22700      1.76e+00      3.41e-02      6.24e-02    7.9e-04
  22800      1.28e+00      1.92e-02      4.53e-02    7.9e-04
  22900      1.08e+00      5.91e-02      3.81e-02    7.9e-04
  23000      1.59e+00      1.38e-02      5.64e-02    7.9e-04
  23100      9.08e-01      4.99e-02      3.21e-02    7.9e-04
  23200      1.91e+00      4.99e-02      6.79e-02    7.9e-04
  23300      1.56e+00      1.08e-01      5.52e-02    7.9e-04
  23400      1.62e+00      1.91e-02      5.75e-02    7.9e-04
  23500      1.07e+00      4.36e-02      3.79e-02    7.9e-04
  23600      1.23e+00      3.97e-02      4.37e-02    7.9e-04
  23700      1.51e+00      1.22e-02      5.35e-02    7.9e-04
  23800      1.02e+00      3.41e-02      3.62e-02    7.9e-04
  23900      1.92e+00      4.01e-02      6.82e-02    7.9e-04
  24000      1.58e+00      3.35e-02      5.61e-02    7.9e-04
  24100      1.66e+00      1.35e-02      5.89e-02    7.9e-04
  24200      1.58e+00      7.07e-02      5.59e-02    7.9e-04
  24300      1.47e+00      3.96e-02      5.21e-02    7.9e-04
  24400      1.18e+00      6.97e-02      4.19e-02    7.9e-04
  24500      1.65e+00      1.20e-02      5.86e-02    7.9e-04
  24600      1.24e+00      6.12e-03      4.42e-02    7.9e-04
  24700      1.27e+00      3.74e-02      4.49e-02    7.9e-04
  24800      1.63e+00      9.32e-02      5.78e-02    7.9e-04
  24900      1.31e+00      2.21e-02      4.65e-02    7.9e-04
  25000      1.16e+00      3.10e-02      4.23e-02    7.5e-04
  25100      1.79e+00      1.15e-02      6.54e-02    7.5e-04
  25200      1.12e+00      1.23e-01      4.03e-02    7.5e-04
  25300      2.26e+00      1.52e-02      8.24e-02    7.5e-04
  25400      1.91e+00      2.40e-02      6.97e-02    7.5e-04
  25500      1.17e+00      1.31e-02      4.27e-02    7.5e-04
  25600      1.15e+00      5.16e-02      4.20e-02    7.5e-04
  25700      1.26e+00      3.40e-02      4.62e-02    7.5e-04
  25800      2.01e+00      2.13e-02      7.32e-02    7.5e-04
  25900      1.15e+00      3.66e-02      4.20e-02    7.5e-04
  26000      1.14e+00      1.74e-02      4.17e-02    7.5e-04
  26100      1.08e+00      5.45e-03      3.94e-02    7.5e-04
  26200      1.93e+00      5.60e-02      7.03e-02    7.5e-04
  26300      2.64e+00      4.49e-02      9.62e-02    7.5e-04
  26400      1.16e+00      2.35e-02      4.25e-02    7.5e-04
  26500      1.30e+00      1.13e-02      4.76e-02    7.5e-04
  26600      1.37e+00      1.81e-01      4.93e-02    7.5e-04
  26700      1.12e+00      5.60e-02      4.09e-02    7.5e-04
  26800      1.67e+00      3.24e-02      6.11e-02    7.5e-04
  26900      9.97e-01      1.83e-02      3.64e-02    7.5e-04
  27000      1.87e+00      3.27e-02      6.81e-02    7.5e-04
  27100      1.18e+00      1.47e-02      4.31e-02    7.5e-04
  27200      1.18e+00      1.19e-02      4.32e-02    7.5e-04
  27300      1.94e+00      3.93e-02      7.07e-02    7.5e-04
  27400      1.02e+00      3.90e-02      3.70e-02    7.5e-04
  27500      1.37e+00      1.31e-02      4.99e-02    7.5e-04
  27600      1.59e+00      2.02e-02      5.81e-02    7.5e-04
  27700      1.07e+00      1.00e-02      3.92e-02    7.5e-04
  27800      1.44e+00      4.73e-02      5.24e-02    7.5e-04
  27900      2.08e+00      1.98e-02      7.59e-02    7.5e-04
  28000      1.81e+00      4.27e-02      6.60e-02    7.5e-04
  28100      1.71e+00      4.72e-02      6.22e-02    7.5e-04
  28200      1.51e+00      3.06e-02      5.52e-02    7.5e-04
  28300      1.36e+00      3.96e-02      4.95e-02    7.5e-04
  28400      1.30e+00      6.57e-02      4.72e-02    7.5e-04
  28500      1.19e+00      6.08e-02      4.32e-02    7.5e-04
  28600      9.93e-01      2.69e-02      3.62e-02    7.5e-04
  28700      1.38e+00      1.89e-02      5.05e-02    7.5e-04
  28800      1.22e+00      2.15e-02      4.46e-02    7.5e-04
  28900      1.62e+00      2.74e-02      5.90e-02    7.5e-04
  29000      1.26e+00      3.13e-02      4.60e-02    7.5e-04
  29100      2.12e+00      3.25e-02      7.75e-02    7.5e-04
  29200      1.84e+00      1.51e-02      6.72e-02    7.5e-04
  29300      1.04e+00      5.02e-02      3.80e-02    7.5e-04
  29400      1.94e+00      2.88e-02      7.09e-02    7.5e-04
