#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
           0       2.101416e-02       2.827680e-03       9.248932e-03       3.803323e-02       1.185063e-02       2.371706e-02
          10       3.807932e-02       2.894793e-03       1.776392e-02       7.413265e-02       1.164944e-02       4.016776e-02
          20       7.061033e-02       7.529335e-03       3.291312e-02       1.384022e-01       2.470915e-02       7.863577e-02
          30       7.856301e-02       6.536317e-03       3.609343e-02       1.192155e-01       5.364783e-02       9.092073e-02
          40       1.065325e-01       1.059564e-02       5.012879e-02       1.832549e-01       5.960489e-02       1.052181e-01
          50       1.128614e-01       1.364582e-02       5.284296e-02       1.822224e-01       9.272038e-02       1.270564e-01
          60       7.083224e-02       1.389232e-02       3.591290e-02       1.667510e-01       1.007965e-01       1.339872e-01
          70       4.575121e-02       1.795824e-02       3.345603e-02       1.783519e-01       3.309436e-02       1.030702e-01
          80       8.703928e-02       1.239895e-02       4.910955e-02       2.263724e-01       4.806682e-02       1.156755e-01
          90       6.191152e-02       1.263280e-02       3.610929e-02       2.209584e-01       4.840264e-02       1.041528e-01
         100       4.010590e-02       4.933870e-03       2.745678e-02       1.569200e-01       4.004324e-02       8.260709e-02
         110       4.587452e-02       1.283200e-02       2.340237e-02       1.808431e-01       4.096116e-02       9.251915e-02
         120       8.587367e-02       1.478129e-02       4.655394e-02       2.057344e-01       9.494862e-02       1.366634e-01
         130       1.001495e-01       2.088832e-02       5.209148e-02       1.908610e-01       1.092949e-01       1.463464e-01
         140       8.203246e-02       1.722171e-02       3.720277e-02       1.656960e-01       5.887683e-02       1.219253e-01
         150       5.003267e-02       1.203447e-02       2.564344e-02       1.268536e-01       4.959136e-02       8.875330e-02
         160       6.432392e-02       1.312596e-02       3.438247e-02       2.202137e-01       3.478458e-02       1.146611e-01
         170       7.297515e-02       2.352110e-02       4.477262e-02       2.268397e-01       2.966585e-02       1.380019e-01
         180       1.184328e-01       6.996537e-03       5.315045e-02       1.971597e-01       5.384436e-02       1.323095e-01
         190       1.101119e-01       1.086510e-02       4.597374e-02       2.052168e-01       4.262899e-02       1.259116e-01
         200       1.254562e-01       1.494626e-02       4.672565e-02       2.189418e-01       3.818097e-02       1.263215e-01
         210       1.056854e-01       1.502304e-02       4.400965e-02       1.982494e-01       3.171643e-02       1.135134e-01
         220       5.004072e-02       1.188774e-02       2.669111e-02       1.217188e-01       4.685895e-02       8.898904e-02
         230       5.954665e-02       1.176299e-02       2.980696e-02       1.189262e-01       2.492072e-02       7.962897e-02
         240       9.446808e-02       8.481928e-03       4.022019e-02       1.582382e-01       3.411118e-02       9.721390e-02
         250       1.072058e-01       9.365190e-03       4.221277e-02       1.858009e-01       3.897125e-02       1.075778e-01
         260       9.646896e-02       1.052720e-02       3.895474e-02       2.119826e-01       4.502275e-02       1.297220e-01
         270       1.527929e-01       1.693751e-02       5.915866e-02       2.686501e-01       6.084631e-02       1.565983e-01
         280       1.737041e-01       1.282992e-02       6.718556e-02       2.253440e-01       7.962296e-02       1.819187e-01
         290       1.660996e-01       8.348154e-03       6.569902e-02       2.354018e-01       1.115552e-01       1.625441e-01
         300       1.825206e-01       7.723555e-03       6.976654e-02       3.508776e-01       1.040099e-01       2.174221e-01
         310       1.336592e-01       1.434947e-02       6.302393e-02       5.891487e-01       1.242740e-01       2.660931e-01
         320       7.876093e-02       1.208130e-02       4.121917e-02       3.033278e-01       4.187404e-02       1.602032e-01
         330       4.766600e-02       6.271771e-03       3.239627e-02       1.494926e-01       1.827568e-02       9.554419e-02
         340       4.621582e-02       1.211937e-02       3.304816e-02       1.530145e-01       3.171255e-02       9.197756e-02
         350       8.051920e-02       1.346548e-02       4.389118e-02       1.697053e-01       6.794205e-02       1.078082e-01
         360       1.670330e-01       1.946574e-02       6.884751e-02       1.930469e-01       7.164413e-02       1.486050e-01
         370       1.395434e-01       3.885858e-02       6.446799e-02       1.547704e-01       7.634653e-02       1.253789e-01
         380       1.099235e-01       1.024084e-02       5.055675e-02       1.804288e-01       6.865369e-02       1.276686e-01
         390       8.618901e-02       1.471161e-02       4.280295e-02       1.591935e-01       3.982732e-02       1.086021e-01
         400       8.566526e-02       2.275931e-02       4.627333e-02       1.582449e-01       3.188081e-02       1.166015e-01
         410       8.378829e-02       1.115827e-02       4.419743e-02       1.679143e-01       4.236962e-02       1.170734e-01
         420       8.062035e-02       1.682222e-02       4.876101e-02       1.850635e-01       5.894403e-02       1.223969e-01
         430       9.049495e-02       3.561275e-02       6.189748e-02       1.928687e-01       9.879815e-02       1.446172e-01
         440       7.790910e-02       5.442245e-02       6.449034e-02       2.375071e-01       1.076670e-01       1.541680e-01
         450       8.646139e-02       5.028428e-02       6.501701e-02       3.206097e-01       1.093728e-01       1.789567e-01
         460       6.463354e-02       1.686953e-02       4.684359e-02       2.958886e-01       5.243633e-02       1.533847e-01
         470       5.672357e-02       2.752080e-02       3.938370e-02       2.925929e-01       3.640671e-02       1.578645e-01
         480       6.446139e-02       2.724690e-02       4.307530e-02       2.961737e-01       4.071281e-02       1.611759e-01
         490       1.292683e-01       2.637121e-02       7.354214e-02       3.788734e-01       4.653587e-02       2.086296e-01
         500       1.688606e-01       3.486726e-02       8.314336e-02       4.491040e-01       1.012709e-01       2.489482e-01
         510       2.042336e-01       3.809627e-02       1.015748e-01       5.110792e-01       1.367921e-01       3.066776e-01
         520       1.185147e-01       3.602732e-02       6.283346e-02       3.769146e-01       9.595540e-02       2.285722e-01
         530       7.935681e-02       1.421333e-02       4.548774e-02       3.133576e-01       6.671504e-02       1.737140e-01
         540       5.917566e-02       1.216604e-02       3.570703e-02       2.178639e-01       5.000555e-02       1.162968e-01
         550       3.442810e-02       1.516225e-02       2.200452e-02       1.431562e-01       4.627465e-02       8.577510e-02
         560       9.368362e-02       2.928275e-02       5.021129e-02       3.081248e-01       6.611546e-02       1.526024e-01
         570       1.984740e-01       2.285222e-02       1.021475e-01       3.056266e-01       1.264303e-01       2.147178e-01
         580       2.094928e-01       7.763961e-03       1.118690e-01       2.956823e-01       1.311606e-01       2.045115e-01
         590       2.042558e-01       2.308444e-02       9.829835e-02       2.452124e-01       3.948894e-02       1.688563e-01
         600       1.682459e-01       6.589270e-03       6.951317e-02       3.111912e-01       9.998668e-02       1.549454e-01
         610       1.187193e-01       1.657061e-02       5.298490e-02       2.451107e-01       8.344325e-02       1.464960e-01
         620       9.668870e-02       2.183030e-02       4.810772e-02       2.400603e-01       3.941899e-02       1.270906e-01
         630       8.324465e-02       1.792661e-02       4.655830e-02       1.673269e-01       2.779087e-02       1.018665e-01
         640       1.101728e-01       7.098946e-03       5.121486e-02       1.723593e-01       2.366517e-02       1.087740e-01
         650       1.461416e-01       1.306131e-02       7.013356e-02       1.792660e-01       4.087339e-02       1.320981e-01
         660       1.664460e-01       1.479817e-02       8.874424e-02       2.125762e-01       8.236838e-02       1.584131e-01
         670       2.533357e-01       3.464093e-02       1.319438e-01       3.139711e-01       1.560096e-01       2.358313e-01
         680       1.925466e-01       3.400632e-02       1.067240e-01       3.293707e-01       1.061190e-01       1.928621e-01
         690       1.677673e-01       4.255573e-02       9.689506e-02       3.223007e-01       1.026784e-01       1.837410e-01
         700       1.454637e-01       2.874060e-02       9.390349e-02       3.296949e-01       3.373133e-02       1.891436e-01
         710       1.107629e-01       5.782072e-03       6.952433e-02       2.558362e-01       5.474448e-02       1.763872e-01
         720       9.804435e-02       1.022485e-02       7.308114e-02       2.882875e-01       5.639354e-02       1.705796e-01
         730       8.583110e-02       1.203104e-02       6.527221e-02       2.373461e-01       3.885884e-02       1.409779e-01
         740       9.883053e-02       1.108025e-02       6.133783e-02       2.647779e-01       1.020629e-01       1.569897e-01
         750       1.079287e-01       2.030274e-02       6.414049e-02       1.935160e-01       6.519726e-02       1.421365e-01
         760       9.630822e-02       1.464360e-02       5.156431e-02       1.492823e-01       5.516272e-02       1.090048e-01
         770       8.973451e-02       2.045872e-02       4.707827e-02       1.464795e-01       3.385385e-02       9.650514e-02
         780       7.655476e-02       1.722840e-02       4.310600e-02       2.088145e-01       4.474565e-02       1.085677e-01
         790       1.209025e-01       1.301775e-02       5.920620e-02       2.706367e-01       6.132115e-02       1.461296e-01
         800       1.117322e-01       1.918662e-02       5.910494e-02       2.792770e-01       6.804328e-02       1.697215e-01
         810       1.135310e-01       2.195651e-02       6.303625e-02       3.070928e-01       5.597273e-02       1.815671e-01
         820       1.129741e-01       3.083948e-02       6.155443e-02       2.158915e-01       3.995202e-02       1.414652e-01
         830       1.441658e-01       3.014081e-02       6.984365e-02       2.321310e-01       5.019668e-02       1.450753e-01
         840       1.928478e-01       1.918068e-02       8.525965e-02       2.065293e-01       6.298530e-02       1.565655e-01
         850       1.188817e-01       9.062084e-03       6.100985e-02       1.678388e-01       5.067218e-02       1.222328e-01
         860       6.264690e-02       7.253076e-03       3.342740e-02       1.734164e-01       6.087488e-02       1.197899e-01
         870       6.319378e-02       8.167374e-03       3.923457e-02       2.198501e-01       7.081819e-02       1.237054e-01
         880       7.811193e-02       1.491204e-02       3.838944e-02       2.201949e-01       7.011729e-02       1.314379e-01
         890       1.271711e-01       1.716576e-02       6.933110e-02       2.448798e-01       5.836192e-02       1.818529e-01
