#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
      0      4.78e+00      7.68e-01      1.51e-01    1.0e-03
    100      1.74e+00      4.56e-01      5.46e-02    1.0e-03
    200      4.09e+00      2.98e-01      1.29e-01    1.0e-03
    300      1.94e+00      1.52e-01      6.13e-02    1.0e-03
    400      2.05e+00      1.14e-01      6.49e-02    1.0e-03
    500      1.84e+00      1.53e-02      5.82e-02    1.0e-03
    600      2.19e+00      2.57e-02      6.94e-02    1.0e-03
    700      2.26e+00      7.69e-02      7.15e-02    1.0e-03
    800      1.99e+00      6.76e-02      6.28e-02    1.0e-03
    900      1.77e+00      6.04e-02      5.61e-02    1.0e-03
   1000      3.24e+00      5.42e-02      1.03e-01    1.0e-03
   1100      1.98e+00      4.62e-02      6.27e-02    1.0e-03
   1200      1.71e+00      1.49e-02      5.41e-02    1.0e-03
   1300      3.28e+00      4.98e-02      1.04e-01    1.0e-03
   1400      2.75e+00      4.78e-02      8.70e-02    1.0e-03
   1500      1.83e+00      1.55e-02      5.79e-02    1.0e-03
   1600      1.98e+00      2.01e-02      6.25e-02    1.0e-03
   1700      1.71e+00      2.92e-02      5.40e-02    1.0e-03
   1800      2.13e+00      3.60e-02      6.73e-02    1.0e-03
   1900      2.99e+00      6.34e-02      9.46e-02    1.0e-03
   2000      3.05e+00      5.13e-02      9.64e-02    1.0e-03
   2100      2.95e+00      3.20e-02      9.34e-02    1.0e-03
   2200      2.00e+00      2.03e-02      6.33e-02    1.0e-03
   2300      2.42e+00      2.44e-02      7.64e-02    1.0e-03
   2400      3.32e+00      1.28e-01      1.05e-01    1.0e-03
   2500      1.70e+00      4.65e-02      5.38e-02    1.0e-03
   2600      1.21e+00      1.80e-02      3.81e-02    1.0e-03
   2700      2.55e+00      3.31e-02      8.06e-02    1.0e-03
   2800      1.18e+00      1.55e-02      3.72e-02    1.0e-03
   2900      1.68e+00      2.26e-02      5.32e-02    1.0e-03
   3000      5.02e+00      7.96e-02      1.59e-01    1.0e-03
   3100      1.56e+00      1.98e-02      4.94e-02    1.0e-03
   3200      1.63e+00      1.84e-02      5.17e-02    1.0e-03
   3300      2.39e+00      2.20e-02      7.55e-02    1.0e-03
   3400      1.33e+00      1.40e-02      4.20e-02    1.0e-03
   3500      1.50e+00      1.15e-02      4.74e-02    1.0e-03
   3600      1.31e+00      3.03e-02      4.14e-02    1.0e-03
   3700      1.85e+00      2.84e-02      5.84e-02    1.0e-03
   3800      2.11e+00      4.61e-02      6.67e-02    1.0e-03
   3900      2.72e+00      2.27e-02      8.60e-02    1.0e-03
   4000      2.29e+00      2.11e-02      7.25e-02    1.0e-03
   4100      1.67e+00      2.35e-02      5.28e-02    1.0e-03
   4200      1.33e+00      3.23e-02      4.19e-02    1.0e-03
   4300      3.25e+00      1.02e-01      1.03e-01    1.0e-03
   4400      2.94e+00      3.73e-02      9.30e-02    1.0e-03
   4500      1.68e+00      2.68e-02      5.31e-02    1.0e-03
   4600      1.60e+00      8.19e-02      5.05e-02    1.0e-03
   4700      3.47e+00      1.90e-01      1.10e-01    1.0e-03
   4800      1.95e+00      4.59e-02      6.17e-02    1.0e-03
   4900      2.02e+00      1.86e-02      6.38e-02    1.0e-03
   5000      1.51e+00      3.50e-02      4.90e-02    9.4e-04
   5100      1.17e+00      3.07e-02      3.81e-02    9.4e-04
   5200      1.78e+00      1.83e-02      5.81e-02    9.4e-04
   5300      1.15e+00      1.47e-02      3.73e-02    9.4e-04
   5400      1.41e+00      2.73e-02      4.59e-02    9.4e-04
   5500      2.12e+00      5.51e-02      6.88e-02    9.4e-04
   5600      1.24e+00      1.41e-02      4.05e-02    9.4e-04
   5700      1.20e+00      1.00e-02      3.90e-02    9.4e-04
