#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
           0       5.171574e-03       1.417749e-03       3.175713e-03       1.791719e-02       6.617016e-03       1.028086e-02
          10       4.614257e-03       2.041237e-03       3.567139e-03       1.668516e-02       5.424184e-03       1.195153e-02
          20       4.867141e-03       9.323750e-04       3.867400e-03       1.326618e-02       7.892095e-03       1.053696e-02
          30       1.286371e-02       3.219444e-03       6.556954e-03       2.209254e-02       8.273635e-03       1.459401e-02
          40       5.970543e-03       1.882679e-03       3.860307e-03       1.725028e-02       2.910914e-03       8.910118e-03
          50       6.066768e-03       9.387076e-04       3.475504e-03       1.468517e-02       5.044896e-03       1.033204e-02
          60       7.092466e-03       2.406992e-03       4.275594e-03       2.491193e-02       5.105945e-03       1.358946e-02
          70       1.007645e-02       2.432735e-03       5.923924e-03       2.416632e-02       3.053162e-03       1.327102e-02
          80       7.216539e-03       2.090803e-03       4.868341e-03       1.964651e-02       4.015361e-03       1.209125e-02
          90       5.062102e-03       2.516416e-03       3.887079e-03       1.469304e-02       5.086186e-03       1.030523e-02
         100       8.876838e-03       1.671991e-03       5.537016e-03       2.891561e-02       3.835176e-03       1.557458e-02
         110       1.799549e-02       1.752029e-03       7.207478e-03       3.662661e-02       6.096819e-03       1.662624e-02
         120       8.826911e-03       2.954135e-03       4.712250e-03       1.893592e-02       8.627168e-03       1.384205e-02
         130       6.525242e-03       1.635922e-03       3.377135e-03       2.308305e-02       8.609345e-03       1.233036e-02
         140       5.832368e-03       1.555397e-03       3.659227e-03       1.759043e-02       5.304939e-03       1.258521e-02
         150       9.240560e-03       3.701557e-03       5.561668e-03       2.814861e-02       9.764811e-03       1.795440e-02
         160       9.634609e-03       2.635908e-03       4.804749e-03       1.830906e-02       6.482546e-03       1.226487e-02
         170       9.805214e-03       1.052490e-03       4.724899e-03       3.052122e-02       6.322236e-03       1.534837e-02
         180       1.749361e-02       7.545615e-04       7.680796e-03       3.635454e-02       6.564637e-03       2.059840e-02
         190       1.435419e-02       1.186559e-03       5.944496e-03       4.616099e-02       8.094535e-03       2.273371e-02
         200       1.137958e-02       9.868428e-04       4.484625e-03       2.966971e-02       3.344270e-03       1.518057e-02
