#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
      0      1.15e+01      1.57e+00      3.62e-01    1.0e-03
    100      3.49e+00      1.11e+00      1.09e-01    1.0e-03
    200      2.78e+00      8.52e-01      8.73e-02    1.0e-03
    300      2.48e+00      6.32e-01      7.81e-02    1.0e-03
    400      1.53e+00      4.51e-01      4.80e-02    1.0e-03
    500      1.48e+00      3.56e-01      4.65e-02    1.0e-03
    600      4.78e+00      8.48e-02      1.51e-01    1.0e-03
    700      1.96e+00      3.07e-01      6.18e-02    1.0e-03
    800      2.37e+00      2.31e-01      7.48e-02    1.0e-03
    900      2.65e+00      1.27e-01      8.37e-02    1.0e-03
   1000      1.94e+00      1.53e-01      6.14e-02    1.0e-03
   1100      2.06e+00      8.50e-02      6.50e-02    1.0e-03
   1200      2.30e+00      1.44e-02      7.27e-02    1.0e-03
   1300      1.61e+00      8.50e-03      5.09e-02    1.0e-03
   1400      2.06e+00      4.05e-02      6.53e-02    1.0e-03
   1500      2.01e+00      2.20e-02      6.36e-02    1.0e-03
   1600      1.95e+00      6.54e-02      6.18e-02    1.0e-03
   1700      2.23e+00      1.47e-02      7.07e-02    1.0e-03
   1800      2.07e+00      2.80e-02      6.53e-02    1.0e-03
   1900      1.83e+00      1.70e-02      5.79e-02    1.0e-03
   2000      1.53e+00      1.65e-02      4.85e-02    1.0e-03
   2100      1.35e+00      1.37e-02      4.28e-02    1.0e-03
   2200      1.17e+00      3.64e-03      3.70e-02    1.0e-03
   2300      1.94e+00      1.23e-01      6.12e-02    1.0e-03
   2400      2.42e+00      4.75e-02      7.66e-02    1.0e-03
   2500      3.35e+00      4.33e-02      1.06e-01    1.0e-03
   2600      2.84e+00      4.44e-02      8.99e-02    1.0e-03
   2700      1.80e+00      2.43e-02      5.68e-02    1.0e-03
   2800      2.21e+00      3.80e-02      6.98e-02    1.0e-03
   2900      1.09e+00      3.47e-02      3.45e-02    1.0e-03
   3000      2.09e+00      7.20e-02      6.61e-02    1.0e-03
   3100      1.71e+00      2.06e-02      5.39e-02    1.0e-03
   3200      2.28e+00      1.79e-02      7.21e-02    1.0e-03
   3300      2.94e+00      2.24e-02      9.29e-02    1.0e-03
   3400      1.70e+00      3.10e-02      5.37e-02    1.0e-03
   3500      1.68e+00      1.97e-02      5.31e-02    1.0e-03
   3600      2.79e+00      8.38e-02      8.81e-02    1.0e-03
   3700      1.85e+00      1.84e-02      5.86e-02    1.0e-03
   3800      1.87e+00      6.14e-02      5.93e-02    1.0e-03
   3900      1.06e+00      1.83e-02      3.34e-02    1.0e-03
   4000      1.78e+00      4.27e-02      5.63e-02    1.0e-03
   4100      1.98e+00      1.07e-02      6.26e-02    1.0e-03
   4200      2.74e+00      3.07e-02      8.67e-02    1.0e-03
   4300      2.37e+00      1.05e-01      7.49e-02    1.0e-03
   4400      1.88e+00      4.97e-02      5.95e-02    1.0e-03
   4500      1.84e+00      1.03e-01      5.81e-02    1.0e-03
   4600      1.76e+00      1.06e-02      5.57e-02    1.0e-03
   4700      1.92e+00      2.91e-02      6.08e-02    1.0e-03
   4800      1.76e+00      1.43e-02      5.57e-02    1.0e-03
   4900      2.36e+00      2.80e-02      7.45e-02    1.0e-03
   5000      1.86e+00      6.27e-02      6.05e-02    9.4e-04
   5100      1.66e+00      1.56e-02      5.39e-02    9.4e-04
   5200      2.50e+00      2.89e-02      8.12e-02    9.4e-04
   5300      1.57e+00      2.61e-02      5.11e-02    9.4e-04
   5400      1.62e+00      1.49e-02      5.26e-02    9.4e-04
   5500      1.38e+00      2.19e-02      4.49e-02    9.4e-04
   5600      1.65e+00      1.50e-02      5.38e-02    9.4e-04
   5700      2.16e+00      2.18e-02      7.02e-02    9.4e-04
   5800      2.18e+00      3.58e-02      7.10e-02    9.4e-04
   5900      2.15e+00      3.37e-02      7.00e-02    9.4e-04
   6000      1.73e+00      1.28e-02      5.64e-02    9.4e-04
   6100      2.15e+00      4.36e-02      7.00e-02    9.4e-04
   6200      2.37e+00      1.16e-01      7.72e-02    9.4e-04
   6300      1.86e+00      3.82e-02      6.07e-02    9.4e-04
   6400      1.13e+00      3.68e-02      3.69e-02    9.4e-04
