#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
      0      5.82e+00      2.58e-01      1.84e-01    1.0e-03
    100      2.86e+00      6.08e-01      9.02e-02    1.0e-03
    200      2.88e+00      4.88e-01      9.08e-02    1.0e-03
    300      1.87e+00      3.41e-01      5.91e-02    1.0e-03
    400      2.06e+00      2.54e-01      6.49e-02    1.0e-03
    500      6.13e+00      4.48e-02      1.94e-01    1.0e-03
    600      5.57e+00      1.52e-01      1.76e-01    1.0e-03
    700      4.88e+00      9.60e-02      1.54e-01    1.0e-03
    800      1.94e+00      7.08e-02      6.13e-02    1.0e-03
    900      3.53e+00      6.84e-02      1.12e-01    1.0e-03
   1000      5.75e+00      7.55e-02      1.82e-01    1.0e-03
   1100      4.41e+00      4.01e-01      1.39e-01    1.0e-03
   1200      2.81e+00      1.45e-01      8.88e-02    1.0e-03
   1300      2.67e+00      3.27e-02      8.44e-02    1.0e-03
   1400      2.45e+00      4.58e-02      7.76e-02    1.0e-03
   1500      3.07e+00      5.96e-02      9.70e-02    1.0e-03
   1600      1.89e+00      3.83e-02      5.96e-02    1.0e-03
   1700      3.04e+00      5.89e-02      9.63e-02    1.0e-03
   1800      2.19e+00      3.46e-02      6.92e-02    1.0e-03
   1900      2.62e+00      1.59e-02      8.27e-02    1.0e-03
   2000      2.62e+00      7.66e-02      8.30e-02    1.0e-03
   2100      3.08e+00      2.35e-02      9.75e-02    1.0e-03
   2200      1.62e+00      4.90e-02      5.12e-02    1.0e-03
   2300      2.43e+00      7.75e-02      7.70e-02    1.0e-03
   2400      1.79e+00      2.68e-02      5.65e-02    1.0e-03
   2500      1.47e+00      2.38e-02      4.66e-02    1.0e-03
   2600      1.47e+00      1.71e-02      4.64e-02    1.0e-03
   2700      3.02e+00      6.28e-02      9.55e-02    1.0e-03
   2800      1.39e+00      1.24e-02      4.39e-02    1.0e-03
   2900      2.66e+00      3.12e-02      8.42e-02    1.0e-03
   3000      3.30e+00      6.63e-02      1.04e-01    1.0e-03
   3100      2.75e+00      5.57e-02      8.71e-02    1.0e-03
   3200      1.12e+00      3.47e-02      3.53e-02    1.0e-03
   3300      3.30e+00      8.66e-02      1.05e-01    1.0e-03
   3400      1.80e+00      1.53e-02      5.68e-02    1.0e-03
   3500      2.99e+00      8.87e-02      9.46e-02    1.0e-03
   3600      2.11e+00      1.34e-01      6.66e-02    1.0e-03
   3700      2.46e+00      3.58e-02      7.77e-02    1.0e-03
   3800      1.68e+00      3.08e-02      5.32e-02    1.0e-03
   3900      1.24e+00      1.29e-02      3.93e-02    1.0e-03
   4000      1.75e+00      3.02e-02      5.54e-02    1.0e-03
   4100      1.63e+00      1.71e-02      5.15e-02    1.0e-03
   4200      1.39e+00      2.98e-02      4.41e-02    1.0e-03
   4300      2.49e+00      3.42e-02      7.87e-02    1.0e-03
   4400      2.15e+00      1.56e-02      6.81e-02    1.0e-03
   4500      3.49e+00      2.11e-01      1.10e-01    1.0e-03
   4600      1.48e+00      5.66e-02      4.68e-02    1.0e-03
   4700      2.64e+00      3.28e-02      8.34e-02    1.0e-03
   4800      1.44e+00      1.26e-02      4.55e-02    1.0e-03
   4900      2.60e+00      4.12e-02      8.23e-02    1.0e-03
   5000      3.14e+00      1.87e-02      1.02e-01    9.4e-04
   5100      1.40e+00      2.61e-02      4.55e-02    9.4e-04
   5200      1.14e+00      1.23e-02      3.72e-02    9.4e-04
   5300      1.22e+00      1.02e-02      3.96e-02    9.4e-04
   5400      2.18e+00      1.77e-02      7.10e-02    9.4e-04
   5500      1.93e+00      3.89e-02      6.27e-02    9.4e-04
   5600      2.23e+00      6.29e-02      7.27e-02    9.4e-04
   5700      1.92e+00      2.57e-02      6.24e-02    9.4e-04
   5800      1.23e+00      1.94e-02      4.01e-02    9.4e-04
   5900      2.08e+00      6.71e-02      6.77e-02    9.4e-04
   6000      2.03e+00      2.22e-02      6.61e-02    9.4e-04
   6100      1.54e+00      3.01e-02      5.00e-02    9.4e-04
   6200      2.19e+00      1.91e-02      7.14e-02    9.4e-04
   6300      2.21e+00      2.77e-02      7.18e-02    9.4e-04
   6400      1.76e+00      1.04e-02      5.72e-02    9.4e-04
   6500      1.59e+00      8.98e-02      5.17e-02    9.4e-04
   6600      1.06e+00      1.23e-02      3.46e-02    9.4e-04
   6700      1.65e+00      1.94e-02      5.38e-02    9.4e-04
   6800      1.56e+00      7.26e-02      5.09e-02    9.4e-04
   6900      1.17e+00      1.25e-02      3.80e-02    9.4e-04
   7000      1.98e+00      6.79e-02      6.45e-02    9.4e-04
   7100      1.48e+00      2.48e-02      4.81e-02    9.4e-04
   7200      2.11e+00      5.24e-02      6.87e-02    9.4e-04
   7300      3.58e+00      2.12e-01      1.16e-01    9.4e-04
   7400      1.71e+00      4.91e-02      5.55e-02    9.4e-04
   7500      3.01e+00      6.47e-02      9.78e-02    9.4e-04
   7600      2.78e+00      4.12e-02      9.04e-02    9.4e-04
   7700      1.49e+00      3.99e-02      4.85e-02    9.4e-04
   7800      2.11e+00      3.68e-02      6.88e-02    9.4e-04
   7900      1.77e+00      2.08e-02      5.76e-02    9.4e-04
   8000      2.43e+00      4.60e-02      7.89e-02    9.4e-04
   8100      1.74e+00      3.21e-02      5.67e-02    9.4e-04
   8200      1.59e+00      6.94e-02      5.16e-02    9.4e-04
   8300      1.24e+00      6.40e-02      4.04e-02    9.4e-04
   8400      1.29e+00      8.42e-02      4.20e-02    9.4e-04
   8500      1.89e+00      2.41e-02      6.17e-02    9.4e-04
   8600      2.46e+00      8.80e-02      8.01e-02    9.4e-04
   8700      1.41e+00      2.72e-02      4.60e-02    9.4e-04
   8800      1.15e+00      1.19e-02      3.74e-02    9.4e-04
   8900      1.26e+00      4.43e-02      4.11e-02    9.4e-04
   9000      1.74e+00      2.17e-02      5.66e-02    9.4e-04
   9100      1.17e+00      1.15e-02      3.82e-02    9.4e-04
   9200      1.36e+00      2.20e-02      4.44e-02    9.4e-04
   9300      1.42e+00      1.93e-02      4.62e-02    9.4e-04
   9400      2.32e+00      2.09e-02      7.56e-02    9.4e-04
   9500      1.72e+00      7.33e-02      5.59e-02    9.4e-04
   9600      1.72e+00      1.30e-01      5.58e-02    9.4e-04
   9700      1.87e+00      2.08e-02      6.07e-02    9.4e-04
   9800      1.78e+00      4.40e-02      5.80e-02    9.4e-04
   9900      1.59e+00      5.02e-02      5.17e-02    9.4e-04
  10000      1.18e+00      1.41e-01      3.92e-02    8.9e-04
  10100      1.46e+00      5.05e-02      4.88e-02    8.9e-04
  10200      1.51e+00      3.79e-02      5.04e-02    8.9e-04
  10300      2.13e+00      2.61e-02      7.13e-02    8.9e-04
  10400      1.60e+00      5.48e-02      5.35e-02    8.9e-04
  10500      1.51e+00      7.07e-02      5.04e-02    8.9e-04
  10600      2.43e+00      4.10e-02      8.12e-02    8.9e-04
  10700      8.53e-01      2.99e-02      2.86e-02    8.9e-04
  10800      1.46e+00      1.81e-02      4.90e-02    8.9e-04
  10900      1.66e+00      1.64e-02      5.56e-02    8.9e-04
  11000      2.06e+00      2.13e-02      6.90e-02    8.9e-04
  11100      1.12e+00      7.89e-02      3.73e-02    8.9e-04
  11200      1.14e+00      3.85e-02      3.81e-02    8.9e-04
  11300      2.28e+00      1.00e-01      7.64e-02    8.9e-04
  11400      2.34e+00      3.62e-02      7.85e-02    8.9e-04
  11500      2.20e+00      8.53e-02      7.35e-02    8.9e-04
  11600      1.63e+00      8.20e-02      5.46e-02    8.9e-04
  11700      1.18e+00      8.66e-02      3.94e-02    8.9e-04
  11800      1.53e+00      6.08e-02      5.11e-02    8.9e-04
  11900      1.35e+00      9.60e-02      4.52e-02    8.9e-04
  12000      1.39e+00      1.87e-02      4.66e-02    8.9e-04
  12100      1.18e+00      1.05e-02      3.96e-02    8.9e-04
  12200      1.57e+00      2.36e-02      5.27e-02    8.9e-04
  12300      1.41e+00      2.54e-02      4.72e-02    8.9e-04
  12400      2.33e+00      4.32e-02      7.79e-02    8.9e-04
  12500      2.35e+00      1.26e-01      7.87e-02    8.9e-04
  12600      2.00e+00      2.98e-02      6.70e-02    8.9e-04
  12700      1.71e+00      3.58e-02      5.73e-02    8.9e-04
  12800      1.24e+00      1.30e-02      4.17e-02    8.9e-04
  12900      1.17e+00      1.31e-01      3.90e-02    8.9e-04
  13000      1.80e+00      2.81e-02      6.04e-02    8.9e-04
  13100      2.13e+00      3.37e-02      7.13e-02    8.9e-04
  13200      1.13e+00      2.40e-02      3.79e-02    8.9e-04
  13300      1.43e+00      9.60e-02      4.77e-02    8.9e-04
  13400      4.18e+00      1.08e-01      1.40e-01    8.9e-04
  13500      1.50e+00      2.34e-02      5.03e-02    8.9e-04
  13600      9.44e-01      3.80e-02      3.16e-02    8.9e-04
  13700      1.84e+00      4.02e-02      6.17e-02    8.9e-04
  13800      1.41e+00      3.73e-02      4.72e-02    8.9e-04
  13900      1.57e+00      8.65e-03      5.27e-02    8.9e-04
  14000      2.00e+00      1.93e-01      6.69e-02    8.9e-04
  14100      1.41e+00      8.45e-03      4.72e-02    8.9e-04
  14200      1.92e+00      2.12e-02      6.43e-02    8.9e-04
  14300      1.22e+00      4.63e-02      4.10e-02    8.9e-04
  14400      1.09e+00      4.03e-02      3.64e-02    8.9e-04
  14500      1.49e+00      2.76e-02      4.97e-02    8.9e-04
  14600      1.20e+00      4.93e-02      4.03e-02    8.9e-04
  14700      2.03e+00      2.11e-02      6.81e-02    8.9e-04
  14800      1.23e+00      7.98e-03      4.13e-02    8.9e-04
  14900      1.42e+00      6.14e-02      4.76e-02    8.9e-04
  15000      2.36e+00      3.03e-02      8.15e-02    8.4e-04
  15100      1.40e+00      1.69e-02      4.81e-02    8.4e-04
  15200      9.33e-01      3.94e-02      3.21e-02    8.4e-04
