#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
           0       1.520021e-02       2.611678e-03       8.952759e-03       3.875009e-02       1.100220e-02       2.578150e-02
          10       1.916659e-02       2.680172e-03       9.440557e-03       3.621767e-02       2.118257e-02       2.776127e-02
          20       7.919380e-03       1.099708e-03       5.137118e-03       2.663035e-02       6.955462e-03       1.939597e-02
          30       6.932021e-03       1.185905e-03       4.259400e-03       2.386783e-02       4.863270e-03       1.467945e-02
          40       9.738134e-03       8.806569e-04       4.543374e-03       2.665708e-02       5.816282e-03       1.706326e-02
          50       4.806653e-03       1.811937e-03       3.416926e-03       1.831441e-02       5.259523e-03       1.269642e-02
          60       1.215348e-02       1.735449e-03       5.761676e-03       1.842834e-02       6.887865e-03       1.293600e-02
          70       1.446534e-02       9.013199e-04       6.973406e-03       2.673708e-02       9.341382e-03       1.665310e-02
          80       1.113320e-02       1.993015e-03       5.718760e-03       2.530759e-02       1.054205e-02       1.640903e-02
          90       7.518704e-03       2.137632e-03       5.167545e-03       2.851543e-02       1.159242e-02       1.687688e-02
         100       8.359784e-03       1.862440e-03       4.544285e-03       1.540730e-02       7.404895e-03       1.169656e-02
         110       1.414586e-02       2.288139e-03       6.278785e-03       3.325291e-02       5.615979e-03       1.729051e-02
         120       5.740341e-03       1.745698e-03       3.690070e-03       2.207822e-02       9.306806e-03       1.508066e-02
         130       1.415327e-02       3.438894e-03       6.852647e-03       4.009121e-02       1.471914e-02       2.319287e-02
         140       7.721082e-03       1.359729e-03       4.835351e-03       2.769697e-02       1.030127e-02       1.902231e-02
         150       1.556636e-02       2.037539e-03       6.721614e-03       2.212405e-02       8.833306e-03       1.697285e-02
         160       1.056724e-02       3.600483e-03       6.988648e-03       2.717587e-02       1.080700e-02       1.923176e-02
         170       1.281110e-02       1.326403e-03       7.135855e-03       2.264024e-02       1.546505e-02       1.849977e-02
         180       9.817612e-03       3.089607e-03       5.061052e-03       2.308465e-02       9.499900e-03       1.457629e-02
         190       1.253546e-02       1.499904e-03       5.788697e-03       3.413339e-02       1.340162e-02       1.888505e-02
         200       1.180326e-02       1.869326e-03       6.667323e-03       2.549378e-02       8.974319e-03       1.600623e-02
         210       8.572117e-03       1.347182e-03       4.145299e-03       2.357282e-02       7.912490e-03       1.697386e-02
         220       1.749222e-02       2.432005e-03       7.908453e-03       2.653683e-02       9.611664e-03       1.902737e-02
