#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
      0      1.40e+01      1.21e+00      4.42e-01    1.0e-03
    100      4.10e+00      7.07e-01      1.29e-01    1.0e-03
    200      4.56e+00      4.70e-01      1.44e-01    1.0e-03
    300      2.46e+00      3.99e-01      7.78e-02    1.0e-03
    400      2.87e+00      4.62e-01      9.06e-02    1.0e-03
    500      2.19e+00      3.32e-01      6.93e-02    1.0e-03
    600      1.94e+00      3.09e-01      6.14e-02    1.0e-03
    700      2.98e+00      2.04e-01      9.41e-02    1.0e-03
    800      2.64e+00      2.16e-01      8.35e-02    1.0e-03
    900      2.13e+00      1.13e-01      6.74e-02    1.0e-03
   1000      2.40e+00      9.86e-02      7.58e-02    1.0e-03
   1100      2.05e+00      8.58e-02      6.47e-02    1.0e-03
   1200      2.13e+00      8.95e-02      6.72e-02    1.0e-03
   1300      2.50e+00      5.78e-02      7.91e-02    1.0e-03
   1400      2.25e+00      6.43e-02      7.10e-02    1.0e-03
   1500      5.41e+00      1.32e-01      1.71e-01    1.0e-03
   1600      3.12e+00      4.68e-02      9.88e-02    1.0e-03
   1700      3.08e+00      6.27e-02      9.74e-02    1.0e-03
   1800      2.11e+00      1.31e-01      6.68e-02    1.0e-03
   1900      2.49e+00      1.65e-01      7.88e-02    1.0e-03
   2000      2.29e+00      1.08e-01      7.25e-02    1.0e-03
   2100      2.02e+00      8.21e-02      6.40e-02    1.0e-03
   2200      1.91e+00      4.68e-02      6.03e-02    1.0e-03
   2300      2.29e+00      3.85e-02      7.25e-02    1.0e-03
   2400      2.03e+00      4.83e-02      6.43e-02    1.0e-03
   2500      2.16e+00      1.71e-02      6.82e-02    1.0e-03
   2600      2.45e+00      1.46e-02      7.75e-02    1.0e-03
   2700      2.72e+00      2.17e-02      8.60e-02    1.0e-03
   2800      2.54e+00      5.64e-02      8.04e-02    1.0e-03
   2900      2.13e+00      2.69e-02      6.72e-02    1.0e-03
   3000      2.51e+00      4.13e-02      7.95e-02    1.0e-03
   3100      2.36e+00      4.28e-02      7.45e-02    1.0e-03
   3200      3.39e+00      3.30e-02      1.07e-01    1.0e-03
   3300      3.02e+00      5.59e-02      9.54e-02    1.0e-03
   3400      1.80e+00      2.04e-02      5.68e-02    1.0e-03
   3500      4.07e+00      5.29e-02      1.29e-01    1.0e-03
