#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
      0      1.26e+01      2.41e+00      3.97e-01    1.0e-03
    100      3.24e+00      1.92e+00      9.98e-02    1.0e-03
    200      3.39e+00      1.36e+00      1.06e-01    1.0e-03
    300      2.87e+00      9.29e-01      9.01e-02    1.0e-03
    400      3.03e+00      6.51e-01      9.57e-02    1.0e-03
    500      2.67e+00      4.17e-01      8.42e-02    1.0e-03
    600      3.02e+00      2.94e-01      9.54e-02    1.0e-03
    700      2.74e+00      2.42e-01      8.68e-02    1.0e-03
    800      3.29e+00      1.44e-01      1.04e-01    1.0e-03
    900      2.30e+00      1.39e-01      7.26e-02    1.0e-03
   1000      2.07e+00      8.12e-02      6.54e-02    1.0e-03
   1100      3.30e+00      2.36e-01      1.04e-01    1.0e-03
   1200      2.86e+00      1.38e-01      9.04e-02    1.0e-03
   1300      4.34e+00      2.12e-01      1.37e-01    1.0e-03
   1400      2.11e+00      1.66e-01      6.67e-02    1.0e-03
   1500      3.38e+00      3.88e-02      1.07e-01    1.0e-03
   1600      2.57e+00      4.63e-02      8.13e-02    1.0e-03
   1700      2.67e+00      7.66e-02      8.45e-02    1.0e-03
   1800      2.45e+00      3.71e-02      7.73e-02    1.0e-03
   1900      3.45e+00      5.89e-02      1.09e-01    1.0e-03
   2000      1.62e+00      4.09e-02      5.12e-02    1.0e-03
   2100      2.46e+00      1.02e-01      7.77e-02    1.0e-03
   2200      2.73e+00      3.60e-02      8.65e-02    1.0e-03
   2300      2.19e+00      7.11e-02      6.92e-02    1.0e-03
   2400      1.94e+00      5.08e-02      6.14e-02    1.0e-03
   2500      2.57e+00      1.00e-01      8.13e-02    1.0e-03
   2600      2.72e+00      4.95e-02      8.60e-02    1.0e-03
   2700      1.74e+00      3.81e-02      5.52e-02    1.0e-03
   2800      2.34e+00      4.09e-02      7.39e-02    1.0e-03
   2900      2.30e+00      4.55e-02      7.28e-02    1.0e-03
   3000      2.06e+00      2.03e-02      6.51e-02    1.0e-03
   3100      3.11e+00      8.96e-02      9.84e-02    1.0e-03
   3200      1.81e+00      3.70e-02      5.71e-02    1.0e-03
   3300      2.21e+00      3.72e-02      6.97e-02    1.0e-03
   3400      2.42e+00      8.10e-02      7.65e-02    1.0e-03
   3500      2.62e+00      4.12e-02      8.27e-02    1.0e-03
   3600      2.47e+00      3.57e-02      7.80e-02    1.0e-03
   3700      1.78e+00      4.76e-02      5.62e-02    1.0e-03
   3800      2.35e+00      1.61e-02      7.45e-02    1.0e-03
   3900      2.05e+00      5.82e-02      6.48e-02    1.0e-03
   4000      1.71e+00      4.01e-02      5.39e-02    1.0e-03
   4100      1.81e+00      5.86e-02      5.73e-02    1.0e-03
   4200      2.32e+00      5.05e-02      7.35e-02    1.0e-03
   4300      2.42e+00      3.45e-02      7.67e-02    1.0e-03
