#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
           0       1.731363e-02       5.604423e-04       7.723675e-03       2.162960e-02       1.001350e-02       1.746714e-02
          10       2.528288e-02       4.550086e-04       9.817134e-03       3.206734e-02       9.413330e-03       2.089193e-02
          20       1.452509e-02       2.109300e-03       6.910083e-03       1.832270e-02       8.048813e-03       1.451479e-02
          30       1.140048e-02       1.947688e-03       6.277112e-03       2.729456e-02       8.334945e-03       1.734454e-02
          40       9.673264e-03       6.086837e-04       4.163463e-03       1.754830e-02       6.838323e-03       1.022221e-02
          50       1.001638e-02       1.180364e-03       3.915283e-03       1.264557e-02       2.424744e-03       8.899931e-03
          60       6.652310e-03       6.741988e-04       3.418458e-03       1.008890e-02       3.302878e-03       7.103003e-03
          70       6.088832e-03       6.259920e-04       2.840388e-03       1.787966e-02       5.853842e-03       1.160958e-02
          80       9.688208e-03       1.998598e-03       4.981714e-03       2.225698e-02       4.439018e-03       1.206009e-02
          90       7.039928e-03       2.339902e-03       3.866432e-03       2.230221e-02       4.873843e-03       1.297279e-02
         100       6.804245e-03       2.046380e-03       3.546746e-03       2.432405e-02       4.572656e-03       1.411381e-02
         110       5.391573e-03       9.106283e-04       2.816481e-03       1.731603e-02       3.697515e-03       1.001305e-02
         120       9.462834e-03       2.523072e-03       4.498489e-03       1.795187e-02       5.531590e-03       1.201024e-02
         130       9.990631e-03       4.635739e-04       4.349366e-03       1.645436e-02       9.045973e-03       1.201709e-02
         140       3.737209e-03       1.851917e-03       2.458908e-03       1.230084e-02       5.218876e-03       9.380064e-03
         150       1.075314e-02       8.524170e-04       4.462957e-03       2.186364e-02       9.412208e-03       1.561519e-02
         160       1.175331e-02       9.643342e-04       5.132178e-03       2.620451e-02       1.149080e-02       1.822897e-02
         170       1.723370e-02       1.148040e-03       7.915394e-03       3.218766e-02       8.550220e-03       2.157970e-02
         180       1.800028e-02       7.721596e-04       8.598592e-03       3.269156e-02       4.351426e-03       1.743042e-02
         190       1.230048e-02       2.335070e-03       6.418494e-03       2.253471e-02       4.752048e-03       1.335996e-02
         200       1.706871e-02       8.120864e-04       6.717034e-03       2.763465e-02       6.771338e-03       1.275056e-02
         210       8.726030e-03       1.478184e-03       4.862134e-03       2.690011e-02       6.778648e-03       1.349784e-02
         220       1.227475e-02       9.350501e-04       6.112954e-03       2.250580e-02       5.265517e-03       1.189908e-02
         230       5.070336e-03       1.039998e-03       2.872696e-03       1.489407e-02       6.495009e-03       9.751959e-03
         240       5.768318e-03       1.295094e-03       3.026289e-03       1.124731e-02       4.526778e-03       9.319409e-03
         250       7.598148e-03       4.569039e-04       4.660262e-03       1.778996e-02       7.262218e-03       1.278738e-02
         260       7.586824e-03       9.571738e-04       4.431431e-03       1.408589e-02       5.726950e-03       8.880075e-03
         270       1.009363e-02       1.148446e-03       5.084069e-03       1.714079e-02       3.716245e-03       1.024157e-02
         280       8.208993e-03       1.403927e-03       4.240792e-03       1.222027e-02       5.937981e-03       8.390475e-03
         290       8.549687e-03       1.378417e-03       4.403081e-03       1.467359e-02       6.101727e-03       1.173800e-02
         300       8.460312e-03       1.940492e-03       4.583204e-03       1.717288e-02       1.154087e-02       1.328849e-02
         310       9.601036e-03       1.311577e-03       5.046346e-03       1.611375e-02       6.469734e-03       1.304244e-02
         320       1.088945e-02       2.916101e-04       6.063145e-03       1.704302e-02       4.431495e-03       1.103030e-02
         330       1.093050e-02       1.776899e-03       5.743506e-03       2.495312e-02       3.232494e-03       1.255012e-02
         340       1.141771e-02       1.789716e-03       5.480716e-03       2.560889e-02       4.531764e-03       1.438256e-02
         350       4.573169e-03       1.629682e-03       3.073154e-03       1.310695e-02       5.533719e-03       9.518496e-03
         360       9.295881e-03       7.289421e-04       4.423665e-03       2.113531e-02       3.995104e-03       1.186918e-02
         370       6.663228e-03       1.734514e-03       3.336005e-03       1.101419e-02       8.130204e-03       9.429659e-03
         380       8.852189e-03       1.116060e-03       3.920393e-03       1.847140e-02       2.422781e-03       1.011341e-02
         390       1.167066e-02       2.706409e-03       5.632118e-03       2.840005e-02       7.345878e-03       1.872770e-02
         400       1.082141e-02       1.493218e-03       5.333031e-03       2.494097e-02       8.457546e-03       1.543840e-02
         410       1.048995e-02       1.393500e-03       4.549354e-03       2.307355e-02       8.794122e-03       1.544627e-02
         420       1.044188e-02       1.488600e-03       4.626996e-03       2.366937e-02       5.829381e-03       1.365724e-02
         430       5.069268e-03       3.247842e-03       3.971456e-03       1.995527e-02       6.925784e-03       1.252729e-02
         440       6.861943e-03       2.332589e-03       4.917813e-03       2.470598e-02       5.499906e-03       1.402025e-02
         450       6.828445e-03       2.373278e-03       4.456076e-03       2.220502e-02       5.473418e-03       1.375638e-02
         460       4.948192e-03       2.290259e-03       3.719056e-03       1.521444e-02       4.413512e-03       1.105159e-02
         470       9.058902e-03       2.144870e-03       4.992415e-03       2.265095e-02       6.807214e-03       1.574847e-02
         480       8.355425e-03       1.891966e-03       4.991014e-03       2.570994e-02       5.611608e-03       1.584660e-02
         490       1.129651e-02       3.480016e-03       5.701604e-03       2.958998e-02       5.705613e-03       1.534831e-02
         500       8.214625e-03       1.398739e-03       4.176603e-03       2.096796e-02       4.068713e-03       1.150283e-02
         510       1.237946e-02       3.594422e-04       4.938147e-03       2.914885e-02       3.519458e-03       1.348571e-02
         520       9.866824e-03       1.985380e-03       4.827983e-03       2.123148e-02       6.603046e-03       1.425105e-02
         530       9.823379e-03       1.664435e-03       5.289155e-03       1.905976e-02       5.313512e-03       1.271657e-02
         540       6.551978e-03       1.570652e-03       4.044257e-03       1.483618e-02       4.737550e-03       1.018872e-02
         550       4.758759e-03       1.033230e-03       3.430738e-03       1.926411e-02       3.790554e-03       9.967288e-03
         560       5.649542e-03       1.204806e-03       3.492782e-03       1.534007e-02       3.184053e-03       8.713535e-03
         570       9.266280e-03       1.910987e-03       5.363187e-03       2.887360e-02       4.021611e-03       1.349950e-02
         580       1.088238e-02       3.382046e-03       6.809489e-03       2.375695e-02       5.854832e-03       1.623024e-02
         590       1.076360e-02       3.474673e-03       8.198273e-03       2.567385e-02       1.626841e-02       2.095048e-02
         600       7.915414e-03       1.767042e-03       3.818107e-03       2.067318e-02       6.129257e-03       1.282624e-02
         610       9.189254e-03       1.631871e-03       4.265353e-03       2.622781e-02       6.539668e-03       1.573346e-02
         620       1.019556e-02       1.905864e-03       5.005508e-03       2.165588e-02       1.172469e-02       1.570018e-02
         630       1.005484e-02       1.542107e-03       5.492484e-03       2.331170e-02       2.637106e-03       1.542739e-02
         640       1.855067e-02       1.373032e-03       7.196941e-03       2.396102e-02       5.087601e-03       1.537610e-02
         650       6.116798e-03       3.806966e-04       3.403132e-03       2.141442e-02       4.399476e-03       1.159170e-02
         660       6.782558e-03       1.451368e-03       3.844609e-03       2.147239e-02       4.305658e-03       1.069045e-02
         670       1.554923e-02       1.568318e-03       7.267835e-03       2.663785e-02       4.929334e-03       1.412183e-02
         680       9.449254e-03       1.654965e-03       4.406105e-03       1.877779e-02       7.164286e-03       1.187596e-02
         690       1.360151e-02       8.858853e-04       6.021522e-03       2.612379e-02       7.147068e-03       1.835799e-02
         700       4.899227e-03       2.890584e-03       3.558904e-03       2.175417e-02       7.010911e-03       1.212717e-02
         710       5.412550e-03       1.699582e-03       3.631033e-03       1.716517e-02       7.541165e-03       1.262626e-02
         720       5.442276e-03       1.915387e-03       3.290721e-03       1.928038e-02       3.168242e-03       9.988269e-03
         730       8.581695e-03       1.005777e-03       4.587957e-03       2.125550e-02       6.350940e-03       1.362501e-02
         740       3.361210e-03       1.032010e-03       2.571736e-03       1.802034e-02       5.342799e-03       9.130075e-03
         750       7.109239e-03       5.079815e-04       4.971199e-03       3.465846e-02       4.538904e-03       1.403738e-02
         760       5.452576e-03       2.049558e-03       3.099398e-03       1.330894e-02       4.770826e-03       8.814382e-03
         770       4.401110e-03       1.143278e-03       2.661587e-03       1.257227e-02       2.469009e-03       7.976212e-03
         780       5.213916e-03       1.574373e-03       2.908597e-03       1.194939e-02       5.104173e-03       9.227197e-03
         790       3.966422e-03       5.922794e-04       2.484938e-03       1.266537e-02       3.498415e-03       7.072751e-03
         800       7.557666e-03       2.237719e-03       3.787843e-03       9.691527e-03       5.463349e-03       7.708742e-03
         810       1.677548e-02       7.066842e-04       6.762085e-03       2.010714e-02       7.844268e-03       1.195548e-02
         820       1.067390e-02       2.930658e-03       5.403786e-03       1.887058e-02       4.880394e-03       1.238152e-02
         830       9.788539e-03       2.435322e-03       5.740384e-03       1.752071e-02       5.905391e-03       1.349112e-02
         840       1.440522e-02       3.317929e-03       7.148938e-03       2.761256e-02       9.227411e-03       1.910048e-02
         850       1.151415e-02       2.057514e-03       6.106087e-03       2.880998e-02       6.903164e-03       1.585937e-02
         860       4.670925e-03       1.441331e-03       3.066666e-03       1.798260e-02       6.396246e-03       1.348300e-02
         870       3.044091e-03       1.728839e-03       2.481980e-03       1.760968e-02       4.091909e-03       1.067501e-02
         880       1.709361e-02       4.170228e-03       9.345302e-03       4.229704e-02       5.393072e-03       2.179495e-02
         890       1.296081e-02       2.330617e-03       7.802554e-03       3.456102e-02       4.228236e-03       1.896551e-02
         900       7.971715e-03       2.363875e-03       3.981552e-03       2.029991e-02       5.443715e-03       1.058360e-02
         910       9.175549e-03       1.291452e-03       4.666690e-03       2.143803e-02       6.719725e-03       1.201143e-02
         920       8.376439e-03       2.288867e-03       4.247169e-03       2.741119e-02       4.301476e-03       1.288873e-02
         930       5.735482e-03       1.140144e-03       3.287130e-03       1.676511e-02       5.306639e-03       1.190024e-02
         940       9.346972e-03       2.354548e-03       5.247489e-03       2.081458e-02       6.694368e-03       1.388992e-02
         950       1.159329e-02       1.176971e-03       4.855413e-03       2.201877e-02       6.862023e-03       1.242854e-02
         960       5.126350e-03       9.143567e-04       2.796601e-03       1.577747e-02       6.508073e-03       1.093317e-02
         970       8.508159e-03       1.901008e-03       5.189727e-03       2.288335e-02       7.910914e-03       1.301668e-02
         980       9.088616e-03       5.273716e-04       4.028243e-03       1.656354e-02       6.150074e-03       1.055203e-02
         990       1.444152e-02       2.067899e-03       6.459794e-03       2.851200e-02       7.250696e-03       1.576526e-02
        1000       1.456412e-02       2.274576e-03       7.487845e-03       2.773381e-02       1.054806e-02       1.753314e-02
