#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
      0      4.61e+00      1.12e+00      1.45e-01    1.0e-03
    100      2.83e+00      9.27e-01      8.88e-02    1.0e-03
    200      3.36e+00      7.81e-01      1.06e-01    1.0e-03
    300      2.41e+00      6.31e-01      7.58e-02    1.0e-03
    400      2.47e+00      4.87e-01      7.79e-02    1.0e-03
    500      2.04e+00      3.92e-01      6.44e-02    1.0e-03
    600      2.86e+00      2.04e-01      9.03e-02    1.0e-03
    700      3.57e+00      2.49e-01      1.13e-01    1.0e-03
    800      2.40e+00      2.11e-01      7.58e-02    1.0e-03
    900      2.40e+00      1.94e-01      7.57e-02    1.0e-03
   1000      2.44e+00      1.42e-01      7.72e-02    1.0e-03
   1100      2.20e+00      4.49e-02      6.95e-02    1.0e-03
   1200      2.09e+00      1.45e-02      6.60e-02    1.0e-03
   1300      2.87e+00      6.22e-02      9.08e-02    1.0e-03
   1400      2.13e+00      5.63e-02      6.74e-02    1.0e-03
   1500      1.83e+00      3.48e-02      5.80e-02    1.0e-03
   1600      2.91e+00      3.24e-02      9.20e-02    1.0e-03
   1700      2.51e+00      1.18e-01      7.95e-02    1.0e-03
   1800      2.15e+00      2.40e-01      6.79e-02    1.0e-03
   1900      3.05e+00      7.76e-02      9.64e-02    1.0e-03
   2000      1.73e+00      5.66e-02      5.46e-02    1.0e-03
   2100      2.73e+00      4.44e-02      8.63e-02    1.0e-03
   2200      2.43e+00      8.95e-02      7.68e-02    1.0e-03
   2300      2.53e+00      2.77e-02      8.01e-02    1.0e-03
   2400      1.81e+00      3.24e-02      5.73e-02    1.0e-03
   2500      1.75e+00      2.12e-02      5.53e-02    1.0e-03
   2600      2.63e+00      9.80e-02      8.30e-02    1.0e-03
   2700      1.73e+00      1.98e-02      5.48e-02    1.0e-03
   2800      1.61e+00      2.07e-02      5.08e-02    1.0e-03
   2900      2.89e+00      4.49e-02      9.15e-02    1.0e-03
   3000      1.81e+00      1.54e-02      5.71e-02    1.0e-03
   3100      1.84e+00      4.19e-02      5.80e-02    1.0e-03
   3200      1.46e+00      1.31e-02      4.61e-02    1.0e-03
   3300      1.29e+00      5.07e-02      4.08e-02    1.0e-03
   3400      2.24e+00      3.10e-02      7.07e-02    1.0e-03
   3500      2.77e+00      1.45e-01      8.74e-02    1.0e-03
   3600      2.04e+00      7.63e-02      6.46e-02    1.0e-03
   3700      1.88e+00      1.38e-02      5.95e-02    1.0e-03
   3800      2.53e+00      4.44e-02      8.00e-02    1.0e-03
   3900      2.52e+00      5.31e-02      7.97e-02    1.0e-03
   4000      2.34e+00      1.91e-02      7.41e-02    1.0e-03
   4100      2.64e+00      2.78e-02      8.33e-02    1.0e-03
   4200      2.63e+00      4.06e-02      8.30e-02    1.0e-03
   4300      2.76e+00      7.63e-02      8.71e-02    1.0e-03
   4400      2.39e+00      3.89e-02      7.55e-02    1.0e-03
   4500      2.56e+00      2.24e-02      8.11e-02    1.0e-03
   4600      2.86e+00      1.52e-02      9.05e-02    1.0e-03
   4700      2.27e+00      7.97e-02      7.17e-02    1.0e-03
   4800      1.66e+00      2.23e-02      5.26e-02    1.0e-03
   4900      2.04e+00      5.76e-02      6.45e-02    1.0e-03
   5000      2.42e+00      4.25e-02      7.87e-02    9.4e-04
   5100      1.98e+00      1.43e-02      6.44e-02    9.4e-04
   5200      1.85e+00      9.34e-02      6.03e-02    9.4e-04
   5300      1.80e+00      2.45e-02      5.86e-02    9.4e-04
   5400      1.91e+00      5.72e-02      6.20e-02    9.4e-04
   5500      1.45e+00      1.53e-02      4.72e-02    9.4e-04
   5600      2.23e+00      2.01e-02      7.27e-02    9.4e-04
   5700      1.69e+00      1.33e-02      5.49e-02    9.4e-04
   5800      1.37e+00      4.24e-02      4.46e-02    9.4e-04
   5900      2.93e+00      8.29e-02      9.55e-02    9.4e-04
   6000      1.88e+00      8.49e-02      6.10e-02    9.4e-04
   6100      1.74e+00      1.99e-02      5.66e-02    9.4e-04
   6200      1.64e+00      5.12e-02      5.35e-02    9.4e-04
   6300      1.59e+00      1.43e-02      5.17e-02    9.4e-04
   6400      1.26e+00      1.06e-02      4.12e-02    9.4e-04
   6500      3.18e+00      5.79e-02      1.03e-01    9.4e-04
   6600      1.57e+00      1.57e-02      5.12e-02    9.4e-04
   6700      1.62e+00      1.97e-02      5.28e-02    9.4e-04
   6800      1.46e+00      2.20e-02      4.75e-02    9.4e-04
   6900      2.14e+00      3.10e-02      6.97e-02    9.4e-04
   7000      2.14e+00      2.09e-02      6.97e-02    9.4e-04
   7100      1.38e+00      6.69e-03      4.51e-02    9.4e-04
   7200      1.98e+00      3.77e-02      6.44e-02    9.4e-04
   7300      1.70e+00      1.88e-02      5.54e-02    9.4e-04
   7400      1.43e+00      7.51e-03      4.66e-02    9.4e-04
   7500      2.47e+00      2.97e-02      8.03e-02    9.4e-04
   7600      1.80e+00      2.12e-02      5.87e-02    9.4e-04
   7700      1.68e+00      1.97e-02      5.46e-02    9.4e-04
   7800      1.35e+00      1.43e-02      4.38e-02    9.4e-04
   7900      1.75e+00      5.49e-02      5.71e-02    9.4e-04
   8000      3.08e+00      1.18e-01      1.00e-01    9.4e-04
   8100      1.94e+00      1.62e-02      6.30e-02    9.4e-04
   8200      2.95e+00      4.58e-02      9.61e-02    9.4e-04
   8300      1.56e+00      5.60e-02      5.07e-02    9.4e-04
   8400      1.91e+00      1.44e-01      6.21e-02    9.4e-04
   8500      1.77e+00      1.12e-02      5.76e-02    9.4e-04
   8600      2.27e+00      4.15e-02      7.39e-02    9.4e-04
   8700      2.01e+00      2.49e-02      6.55e-02    9.4e-04
   8800      1.68e+00      1.38e-02      5.46e-02    9.4e-04
   8900      1.53e+00      8.69e-02      4.97e-02    9.4e-04
   9000      2.05e+00      3.20e-02      6.68e-02    9.4e-04
   9100      2.26e+00      6.32e-02      7.35e-02    9.4e-04
   9200      1.83e+00      4.38e-02      5.96e-02    9.4e-04
   9300      1.53e+00      6.32e-02      4.97e-02    9.4e-04
   9400      1.87e+00      8.77e-02      6.08e-02    9.4e-04
   9500      2.02e+00      3.38e-02      6.59e-02    9.4e-04
   9600      2.09e+00      1.10e-01      6.81e-02    9.4e-04
   9700      1.75e+00      4.53e-02      5.70e-02    9.4e-04
   9800      1.29e+00      3.36e-02      4.21e-02    9.4e-04
   9900      2.17e+00      4.01e-02      7.05e-02    9.4e-04
  10000      2.15e+00      2.35e-02      7.20e-02    8.9e-04
  10100      2.40e+00      2.67e-02      8.04e-02    8.9e-04
  10200      1.75e+00      6.18e-02      5.86e-02    8.9e-04
  10300      1.78e+00      2.58e-02      5.95e-02    8.9e-04
  10400      1.56e+00      1.05e-02      5.23e-02    8.9e-04
  10500      1.41e+00      2.03e-02      4.71e-02    8.9e-04
  10600      1.45e+00      1.64e-02      4.87e-02    8.9e-04
  10700      1.78e+00      8.45e-02      5.97e-02    8.9e-04
  10800      2.28e+00      1.78e-01      7.62e-02    8.9e-04
  10900      1.58e+00      4.57e-02      5.28e-02    8.9e-04
  11000      2.19e+00      8.79e-02      7.32e-02    8.9e-04
  11100      1.32e+00      2.88e-02      4.42e-02    8.9e-04
  11200      1.44e+00      3.18e-02      4.82e-02    8.9e-04
  11300      2.00e+00      5.64e-02      6.71e-02    8.9e-04
  11400      1.88e+00      2.63e-02      6.31e-02    8.9e-04
  11500      9.91e-01      7.40e-02      3.31e-02    8.9e-04
  11600      2.17e+00      2.72e-02      7.27e-02    8.9e-04
  11700      1.40e+00      3.61e-02      4.67e-02    8.9e-04
  11800      1.90e+00      4.35e-02      6.35e-02    8.9e-04
