#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
      0      3.66e+00      5.19e-01      1.15e-01    1.0e-03
    100      3.23e+00      4.49e-01      1.02e-01    1.0e-03
    200      2.14e+00      2.17e-01      6.75e-02    1.0e-03
    300      2.05e+00      8.08e-02      6.50e-02    1.0e-03
    400      2.84e+00      5.14e-02      8.99e-02    1.0e-03
    500      2.49e+00      3.07e-02      7.88e-02    1.0e-03
    600      4.94e+00      1.23e-01      1.56e-01    1.0e-03
    700      2.04e+00      4.26e-02      6.44e-02    1.0e-03
    800      1.92e+00      6.18e-02      6.08e-02    1.0e-03
    900      3.28e+00      7.97e-02      1.04e-01    1.0e-03
   1000      2.16e+00      6.67e-02      6.82e-02    1.0e-03
   1100      2.19e+00      5.95e-02      6.93e-02    1.0e-03
   1200      2.04e+00      4.24e-02      6.45e-02    1.0e-03
   1300      2.63e+00      3.30e-02      8.31e-02    1.0e-03
   1400      3.65e+00      2.26e-01      1.15e-01    1.0e-03
   1500      2.92e+00      4.91e-02      9.24e-02    1.0e-03
   1600      2.05e+00      8.78e-02      6.49e-02    1.0e-03
   1700      2.34e+00      4.27e-02      7.39e-02    1.0e-03
   1800      2.59e+00      6.89e-02      8.20e-02    1.0e-03
   1900      3.57e+00      3.56e-02      1.13e-01    1.0e-03
   2000      2.23e+00      1.98e-02      7.05e-02    1.0e-03
   2100      2.94e+00      1.35e-02      9.30e-02    1.0e-03
   2200      1.36e+00      2.72e-02      4.31e-02    1.0e-03
   2300      1.51e+00      4.46e-02      4.78e-02    1.0e-03
   2400      1.75e+00      1.13e-02      5.52e-02    1.0e-03
   2500      2.22e+00      2.58e-02      7.02e-02    1.0e-03
   2600      1.78e+00      3.95e-02      5.61e-02    1.0e-03
   2700      2.53e+00      2.75e-02      7.99e-02    1.0e-03
   2800      2.16e+00      2.93e-02      6.84e-02    1.0e-03
   2900      2.79e+00      5.71e-02      8.81e-02    1.0e-03
   3000      1.92e+00      2.85e-02      6.06e-02    1.0e-03
   3100      3.18e+00      4.04e-02      1.01e-01    1.0e-03
   3200      1.90e+00      1.81e-02      6.02e-02    1.0e-03
   3300      2.25e+00      6.73e-02      7.11e-02    1.0e-03
   3400      2.65e+00      1.35e-01      8.38e-02    1.0e-03
   3500      3.31e+00      5.13e-02      1.05e-01    1.0e-03
   3600      2.30e+00      1.51e-01      7.28e-02    1.0e-03
   3700      4.36e+00      5.54e-02      1.38e-01    1.0e-03
   3800      2.15e+00      8.93e-02      6.80e-02    1.0e-03
   3900      1.86e+00      2.28e-02      5.89e-02    1.0e-03
   4000      1.97e+00      4.47e-02      6.23e-02    1.0e-03
   4100      2.05e+00      8.87e-02      6.50e-02    1.0e-03
   4200      2.09e+00      2.66e-02      6.62e-02    1.0e-03
   4300      1.43e+00      3.67e-02      4.53e-02    1.0e-03
   4400      2.36e+00      2.22e-02      7.45e-02    1.0e-03
   4500      1.91e+00      2.73e-02      6.03e-02    1.0e-03
   4600      2.28e+00      8.90e-02      7.22e-02    1.0e-03
   4700      1.72e+00      1.09e-02      5.43e-02    1.0e-03
   4800      1.95e+00      1.89e-02      6.17e-02    1.0e-03
   4900      1.62e+00      2.12e-02      5.13e-02    1.0e-03
   5000      1.55e+00      2.38e-02      5.04e-02    9.4e-04
   5100      1.92e+00      2.24e-02      6.25e-02    9.4e-04
   5200      2.48e+00      3.71e-02      8.08e-02    9.4e-04
   5300      2.22e+00      3.33e-02      7.22e-02    9.4e-04
   5400      2.72e+00      4.35e-02      8.86e-02    9.4e-04
   5500      1.52e+00      4.20e-02      4.96e-02    9.4e-04
   5600      2.16e+00      2.01e-02      7.02e-02    9.4e-04
   5700      1.95e+00      4.13e-02      6.36e-02    9.4e-04
   5800      3.06e+00      1.09e-01      9.96e-02    9.4e-04
   5900      2.43e+00      9.45e-02      7.92e-02    9.4e-04
   6000      2.30e+00      1.99e-02      7.49e-02    9.4e-04
   6100      2.13e+00      2.30e-02      6.95e-02    9.4e-04
   6200      1.73e+00      2.40e-02      5.63e-02    9.4e-04
   6300      2.87e+00      3.29e-02      9.34e-02    9.4e-04
   6400      2.18e+00      3.41e-02      7.11e-02    9.4e-04
   6500      1.56e+00      2.09e-02      5.09e-02    9.4e-04
   6600      1.61e+00      1.37e-02      5.25e-02    9.4e-04
   6700      1.38e+00      1.41e-02      4.50e-02    9.4e-04
   6800      2.66e+00      3.80e-02      8.65e-02    9.4e-04
   6900      2.09e+00      1.37e-02      6.80e-02    9.4e-04
   7000      1.81e+00      1.01e-02      5.91e-02    9.4e-04
   7100      1.17e+00      3.57e-02      3.82e-02    9.4e-04
   7200      2.11e+00      5.37e-02      6.85e-02    9.4e-04
   7300      1.83e+00      2.92e-02      5.97e-02    9.4e-04
   7400      2.01e+00      4.88e-02      6.55e-02    9.4e-04
   7500      1.91e+00      1.14e-02      6.23e-02    9.4e-04
   7600      1.78e+00      1.57e-02      5.78e-02    9.4e-04
   7700      2.20e+00      3.23e-02      7.15e-02    9.4e-04
   7800      1.45e+00      1.78e-02      4.70e-02    9.4e-04
   7900      2.21e+00      9.83e-02      7.20e-02    9.4e-04
   8000      1.74e+00      2.67e-02      5.66e-02    9.4e-04
   8100      2.07e+00      2.59e-02      6.74e-02    9.4e-04
   8200      1.38e+00      1.07e-01      4.49e-02    9.4e-04
   8300      1.62e+00      2.23e-02      5.27e-02    9.4e-04
   8400      1.12e+00      1.07e-02      3.64e-02    9.4e-04
   8500      2.64e+00      8.18e-02      8.58e-02    9.4e-04
   8600      1.97e+00      2.93e-02      6.42e-02    9.4e-04
   8700      1.90e+00      2.95e-02      6.20e-02    9.4e-04
   8800      1.33e+00      8.03e-02      4.32e-02    9.4e-04
   8900      1.54e+00      3.07e-02      5.00e-02    9.4e-04
   9000      1.39e+00      2.60e-02      4.52e-02    9.4e-04
   9100      2.40e+00      7.13e-02      7.82e-02    9.4e-04
   9200      1.21e+00      4.70e-02      3.94e-02    9.4e-04
   9300      1.78e+00      1.85e-02      5.79e-02    9.4e-04
   9400      1.51e+00      6.48e-02      4.91e-02    9.4e-04
   9500      1.33e+00      5.09e-02      4.34e-02    9.4e-04
   9600      2.09e+00      4.36e-02      6.80e-02    9.4e-04
   9700      2.98e+00      1.42e-01      9.70e-02    9.4e-04
   9800      2.11e+00      1.53e-01      6.85e-02    9.4e-04
   9900      2.00e+00      7.20e-02      6.49e-02    9.4e-04
  10000      1.34e+00      1.65e-02      4.49e-02    8.9e-04
  10100      1.21e+00      4.28e-02      4.07e-02    8.9e-04
  10200      1.38e+00      4.34e-02      4.62e-02    8.9e-04
  10300      1.66e+00      3.19e-02      5.55e-02    8.9e-04
  10400      2.17e+00      3.50e-02      7.28e-02    8.9e-04
  10500      1.56e+00      9.06e-03      5.24e-02    8.9e-04
  10600      1.07e+00      1.50e-02      3.57e-02    8.9e-04
  10700      1.19e+00      1.33e-02      3.97e-02    8.9e-04
  10800      2.08e+00      5.59e-02      6.98e-02    8.9e-04
  10900      1.60e+00      3.96e-02      5.36e-02    8.9e-04
  11000      1.65e+00      1.44e-02      5.53e-02    8.9e-04
  11100      1.24e+00      1.78e-02      4.17e-02    8.9e-04
  11200      1.72e+00      1.51e-02      5.77e-02    8.9e-04
  11300      1.73e+00      5.49e-02      5.80e-02    8.9e-04
  11400      1.63e+00      1.20e-01      5.44e-02    8.9e-04
  11500      1.23e+00      3.69e-02      4.11e-02    8.9e-04
  11600      1.50e+00      2.02e-02      5.01e-02    8.9e-04
  11700      1.91e+00      2.27e-02      6.40e-02    8.9e-04
  11800      1.79e+00      1.27e-02      6.01e-02    8.9e-04
  11900      1.31e+00      1.69e-02      4.39e-02    8.9e-04
  12000      1.74e+00      9.39e-03      5.82e-02    8.9e-04
  12100      2.01e+00      3.36e-02      6.74e-02    8.9e-04
  12200      1.90e+00      2.38e-01      6.32e-02    8.9e-04
  12300      1.52e+00      2.95e-02      5.09e-02    8.9e-04
  12400      1.16e+00      2.92e-02      3.90e-02    8.9e-04
  12500      1.31e+00      1.63e-02      4.39e-02    8.9e-04
  12600      1.60e+00      1.66e-01      5.34e-02    8.9e-04
  12700      2.13e+00      4.20e-02      7.12e-02    8.9e-04
  12800      1.57e+00      3.20e-02      5.24e-02    8.9e-04
  12900      2.35e+00      2.15e-02      7.87e-02    8.9e-04
  13000      1.60e+00      6.05e-02      5.36e-02    8.9e-04
  13100      2.15e+00      4.24e-02      7.20e-02    8.9e-04
  13200      1.56e+00      1.28e-01      5.21e-02    8.9e-04
  13300      1.97e+00      9.55e-02      6.60e-02    8.9e-04
  13400      2.55e+00      2.67e-01      8.51e-02    8.9e-04
  13500      1.53e+00      3.08e-02      5.14e-02    8.9e-04
  13600      2.23e+00      2.47e-01      7.42e-02    8.9e-04
  13700      1.87e+00      2.64e-02      6.28e-02    8.9e-04
  13800      1.47e+00      5.00e-02      4.93e-02    8.9e-04
  13900      2.48e+00      4.67e-02      8.31e-02    8.9e-04
  14000      1.47e+00      5.69e-02      4.93e-02    8.9e-04
  14100      1.09e+00      5.47e-02      3.66e-02    8.9e-04
  14200      1.59e+00      2.60e-02      5.33e-02    8.9e-04
  14300      1.64e+00      5.34e-02      5.50e-02    8.9e-04
  14400      1.42e+00      5.05e-02      4.75e-02    8.9e-04
  14500      1.17e+00      1.61e-01      3.89e-02    8.9e-04
  14600      2.58e+00      5.75e-02      8.65e-02    8.9e-04
  14700      1.45e+00      9.02e-02      4.86e-02    8.9e-04
  14800      1.31e+00      3.94e-02      4.39e-02    8.9e-04
  14900      1.70e+00      8.05e-02      5.70e-02    8.9e-04
  15000      2.10e+00      1.12e-01      7.21e-02    8.4e-04
  15100      1.43e+00      2.38e-02      4.93e-02    8.4e-04
  15200      1.76e+00      4.19e-02      6.05e-02    8.4e-04
  15300      9.90e-01      1.36e-02      3.41e-02    8.4e-04
  15400      1.95e+00      5.41e-02      6.73e-02    8.4e-04
  15500      1.60e+00      8.96e-03      5.51e-02    8.4e-04
  15600      1.61e+00      1.72e-02      5.55e-02    8.4e-04
  15700      1.83e+00      6.26e-02      6.29e-02    8.4e-04
  15800      2.20e+00      3.67e-02      7.58e-02    8.4e-04
  15900      7.62e-01      2.35e-02      2.63e-02    8.4e-04
  16000      1.74e+00      1.79e-02      6.00e-02    8.4e-04
