#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
      0      5.55e+00      1.33e+00      1.75e-01    1.0e-03
    100      2.49e+00      1.38e+00      7.69e-02    1.0e-03
    200      3.82e+00      9.86e-01      1.20e-01    1.0e-03
    300      2.07e+00      7.54e-01      6.49e-02    1.0e-03
    400      9.82e+00      5.61e-01      3.11e-01    1.0e-03
    500      2.47e+00      3.65e-01      7.79e-02    1.0e-03
    600      3.19e+00      3.37e-01      1.01e-01    1.0e-03
    700      4.06e+00      2.15e-01      1.28e-01    1.0e-03
    800      1.60e+00      3.59e-02      5.06e-02    1.0e-03
    900      2.13e+00      5.93e-02      6.72e-02    1.0e-03
   1000      1.84e+00      4.22e-02      5.83e-02    1.0e-03
   1100      2.05e+00      5.45e-02      6.49e-02    1.0e-03
   1200      4.42e+00      5.31e-02      1.40e-01    1.0e-03
   1300      2.25e+00      3.62e-02      7.11e-02    1.0e-03
   1400      2.51e+00      5.06e-02      7.93e-02    1.0e-03
   1500      2.01e+00      2.66e-02      6.35e-02    1.0e-03
   1600      2.33e+00      2.47e-02      7.36e-02    1.0e-03
   1700      1.90e+00      4.28e-02      6.00e-02    1.0e-03
   1800      2.16e+00      1.85e-02      6.82e-02    1.0e-03
   1900      1.64e+00      2.64e-02      5.19e-02    1.0e-03
   2000      2.28e+00      5.27e-02      7.21e-02    1.0e-03
   2100      3.31e+00      5.57e-02      1.05e-01    1.0e-03
   2200      1.70e+00      5.40e-02      5.36e-02    1.0e-03
   2300      2.79e+00      2.40e-02      8.82e-02    1.0e-03
   2400      3.06e+00      5.06e-02      9.69e-02    1.0e-03
   2500      2.71e+00      1.54e-02      8.56e-02    1.0e-03
   2600      1.67e+00      4.10e-02      5.27e-02    1.0e-03
   2700      1.94e+00      1.10e-02      6.14e-02    1.0e-03
   2800      3.97e+00      6.06e-02      1.26e-01    1.0e-03
   2900      3.42e+00      1.21e-01      1.08e-01    1.0e-03
   3000      1.89e+00      1.19e-02      5.98e-02    1.0e-03
   3100      2.45e+00      2.16e-02      7.75e-02    1.0e-03
   3200      1.57e+00      4.56e-02      4.98e-02    1.0e-03
   3300      2.77e+00      5.41e-02      8.75e-02    1.0e-03
   3400      2.90e+00      5.66e-02      9.18e-02    1.0e-03
   3500      2.17e+00      4.15e-02      6.85e-02    1.0e-03
   3600      2.10e+00      3.84e-02      6.63e-02    1.0e-03
   3700      1.51e+00      2.31e-02      4.77e-02    1.0e-03
   3800      1.32e+00      7.15e-02      4.16e-02    1.0e-03
   3900      2.37e+00      9.70e-03      7.48e-02    1.0e-03
   4000      2.92e+00      4.69e-02      9.22e-02    1.0e-03
   4100      2.43e+00      6.30e-02      7.70e-02    1.0e-03
   4200      1.51e+00      7.08e-02      4.77e-02    1.0e-03
   4300      2.67e+00      3.62e-02      8.44e-02    1.0e-03
   4400      2.84e+00      1.62e-01      8.97e-02    1.0e-03
   4500      2.27e+00      1.04e-02      7.18e-02    1.0e-03
   4600      2.20e+00      2.09e-02      6.96e-02    1.0e-03
   4700      2.67e+00      1.38e-01      8.43e-02    1.0e-03
   4800      2.84e+00      5.34e-02      8.98e-02    1.0e-03
   4900      1.81e+00      5.53e-02      5.73e-02    1.0e-03
   5000      1.61e+00      3.44e-02      5.24e-02    9.4e-04
   5100      1.90e+00      2.57e-02      6.20e-02    9.4e-04
   5200      1.64e+00      3.00e-02      5.35e-02    9.4e-04
   5300      3.18e+00      6.37e-02      1.04e-01    9.4e-04
   5400      1.45e+00      1.63e-02      4.71e-02    9.4e-04
   5500      1.99e+00      2.33e-01      6.45e-02    9.4e-04
   5600      1.88e+00      8.31e-02      6.11e-02    9.4e-04
   5700      1.27e+00      9.13e-03      4.14e-02    9.4e-04
   5800      1.93e+00      4.25e-02      6.30e-02    9.4e-04
   5900      2.09e+00      2.77e-02      6.79e-02    9.4e-04
   6000      1.85e+00      2.52e-02      6.01e-02    9.4e-04
   6100      2.01e+00      3.00e-02      6.55e-02    9.4e-04
   6200      2.31e+00      2.17e-02      7.51e-02    9.4e-04
   6300      2.17e+00      2.84e-02      7.06e-02    9.4e-04
   6400      1.37e+00      2.18e-02      4.45e-02    9.4e-04
   6500      1.63e+00      2.11e-02      5.30e-02    9.4e-04
   6600      1.67e+00      8.35e-03      5.44e-02    9.4e-04
   6700      3.50e+00      1.76e-01      1.14e-01    9.4e-04
   6800      1.67e+00      3.08e-02      5.45e-02    9.4e-04
   6900      2.48e+00      3.79e-02      8.06e-02    9.4e-04
   7000      1.61e+00      1.94e-02      5.24e-02    9.4e-04
   7100      1.09e+00      1.40e-02      3.56e-02    9.4e-04
   7200      1.77e+00      9.25e-02      5.77e-02    9.4e-04
   7300      2.10e+00      3.71e-02      6.83e-02    9.4e-04
   7400      1.95e+00      5.43e-02      6.33e-02    9.4e-04
   7500      1.69e+00      1.50e-02      5.51e-02    9.4e-04
   7600      1.50e+00      5.96e-02      4.89e-02    9.4e-04
   7700      1.95e+00      1.94e-02      6.33e-02    9.4e-04
   7800      1.99e+00      3.94e-02      6.48e-02    9.4e-04
   7900      3.47e+00      2.53e-02      1.13e-01    9.4e-04
   8000      1.71e+00      1.76e-02      5.56e-02    9.4e-04
   8100      1.98e+00      8.48e-02      6.45e-02    9.4e-04
   8200      1.86e+00      1.24e-01      6.06e-02    9.4e-04
   8300      1.59e+00      1.42e-02      5.19e-02    9.4e-04
   8400      1.78e+00      1.72e-02      5.79e-02    9.4e-04
   8500      2.26e+00      2.43e-02      7.35e-02    9.4e-04
   8600      1.80e+00      5.22e-02      5.86e-02    9.4e-04
   8700      2.32e+00      2.26e-02      7.55e-02    9.4e-04
   8800      1.80e+00      4.04e-02      5.84e-02    9.4e-04
   8900      1.80e+00      4.59e-02      5.87e-02    9.4e-04
   9000      2.25e+00      5.62e-02      7.34e-02    9.4e-04
   9100      1.43e+00      2.62e-02      4.66e-02    9.4e-04
   9200      2.04e+00      1.93e-02      6.65e-02    9.4e-04
   9300      1.78e+00      9.94e-02      5.80e-02    9.4e-04
   9400      1.94e+00      1.12e-01      6.30e-02    9.4e-04
   9500      2.33e+00      4.02e-02      7.57e-02    9.4e-04
   9600      2.21e+00      1.30e-01      7.19e-02    9.4e-04
   9700      1.75e+00      5.46e-02      5.69e-02    9.4e-04
   9800      1.41e+00      1.70e-02      4.58e-02    9.4e-04
   9900      5.02e+00      1.32e-01      1.63e-01    9.4e-04
  10000      1.40e+00      3.19e-02      4.67e-02    8.9e-04
  10100      1.15e+00      4.66e-03      3.85e-02    8.9e-04
  10200      1.62e+00      8.14e-02      5.41e-02    8.9e-04
  10300      2.20e+00      2.59e-02      7.36e-02    8.9e-04
  10400      2.11e+00      5.69e-02      7.08e-02    8.9e-04
  10500      1.69e+00      4.26e-02      5.65e-02    8.9e-04
  10600      2.08e+00      3.98e-02      6.97e-02    8.9e-04
  10700      1.22e+00      2.55e-02      4.10e-02    8.9e-04
  10800      1.84e+00      2.38e-02      6.18e-02    8.9e-04
  10900      2.26e+00      5.99e-02      7.58e-02    8.9e-04
  11000      1.71e+00      3.40e-02      5.73e-02    8.9e-04
  11100      2.00e+00      2.55e-02      6.70e-02    8.9e-04
  11200      2.37e+00      2.85e-02      7.92e-02    8.9e-04
  11300      2.32e+00      9.57e-03      7.76e-02    8.9e-04
  11400      1.60e+00      1.27e-01      5.34e-02    8.9e-04
  11500      2.35e+00      3.77e-02      7.87e-02    8.9e-04
  11600      1.39e+00      4.85e-02      4.64e-02    8.9e-04
  11700      2.45e+00      2.57e-02      8.22e-02    8.9e-04
  11800      2.34e+00      3.13e-02      7.85e-02    8.9e-04
  11900      2.01e+00      1.91e-02      6.72e-02    8.9e-04
  12000      1.97e+00      1.39e-01      6.60e-02    8.9e-04
  12100      1.95e+00      3.48e-02      6.52e-02    8.9e-04
  12200      2.01e+00      6.21e-02      6.72e-02    8.9e-04
  12300      2.25e+00      2.24e-02      7.54e-02    8.9e-04
  12400      1.62e+00      3.86e-02      5.44e-02    8.9e-04
  12500      2.03e+00      3.02e-02      6.80e-02    8.9e-04
  12600      1.42e+00      3.52e-02      4.76e-02    8.9e-04
  12700      1.88e+00      3.89e-02      6.30e-02    8.9e-04
  12800      1.70e+00      2.42e-02      5.71e-02    8.9e-04
  12900      1.88e+00      6.26e-02      6.28e-02    8.9e-04
  13000      2.24e+00      2.09e-01      7.49e-02    8.9e-04
  13100      1.82e+00      1.33e-01      6.10e-02    8.9e-04
  13200      1.32e+00      6.76e-02      4.41e-02    8.9e-04
  13300      2.83e+00      3.21e-02      9.48e-02    8.9e-04
  13400      1.33e+00      3.23e-02      4.46e-02    8.9e-04
  13500      1.18e+00      1.64e-02      3.95e-02    8.9e-04
  13600      1.81e+00      1.57e-02      6.08e-02    8.9e-04
  13700      2.44e+00      2.42e-02      8.19e-02    8.9e-04
  13800      1.95e+00      2.94e-01      6.48e-02    8.9e-04
  13900      1.75e+00      1.52e-01      5.85e-02    8.9e-04
  14000      2.93e+00      1.37e-01      9.80e-02    8.9e-04
  14100      1.96e+00      4.07e-02      6.57e-02    8.9e-04
  14200      2.48e+00      6.51e-02      8.29e-02    8.9e-04
  14300      1.28e+00      1.59e-01      4.27e-02    8.9e-04
  14400      1.70e+00      9.26e-02      5.67e-02    8.9e-04
  14500      1.04e+00      6.44e-02      3.48e-02    8.9e-04
  14600      8.15e-01      2.04e-02      2.73e-02    8.9e-04
  14700      1.63e+00      1.77e-02      5.47e-02    8.9e-04
  14800      2.38e+00      1.79e-01      7.94e-02    8.9e-04
  14900      2.38e+00      5.53e-02      7.96e-02    8.9e-04
  15000      1.50e+00      6.69e-02      5.16e-02    8.4e-04
  15100      1.53e+00      2.79e-02      5.26e-02    8.4e-04
  15200      2.04e+00      8.07e-02      7.03e-02    8.4e-04
  15300      1.10e+00      7.14e-03      3.79e-02    8.4e-04
  15400      1.02e+00      4.26e-02      3.52e-02    8.4e-04
  15500      1.40e+00      1.54e-02      4.81e-02    8.4e-04
  15600      1.65e+00      4.07e-02      5.67e-02    8.4e-04
  15700      1.99e+00      5.91e-02      6.84e-02    8.4e-04
  15800      1.89e+00      3.96e-02      6.52e-02    8.4e-04
  15900      2.10e+00      1.98e-02      7.23e-02    8.4e-04
  16000      1.31e+00      2.05e-01      4.43e-02    8.4e-04
  16100      1.71e+00      1.18e-02      5.91e-02    8.4e-04
  16200      1.14e+00      6.40e-02      3.94e-02    8.4e-04
  16300      2.02e+00      4.48e-02      6.96e-02    8.4e-04
  16400      1.64e+00      6.07e-02      5.66e-02    8.4e-04
  16500      2.12e+00      4.26e-02      7.32e-02    8.4e-04
  16600      1.64e+00      3.73e-02      5.64e-02    8.4e-04
  16700      1.32e+00      1.90e-02      4.55e-02    8.4e-04
  16800      1.53e+00      1.62e-02      5.27e-02    8.4e-04
  16900      1.79e+00      1.87e-02      6.16e-02    8.4e-04
  17000      1.51e+00      2.43e-02      5.20e-02    8.4e-04
  17100      1.49e+00      9.44e-02      5.12e-02    8.4e-04
  17200      2.60e+00      4.33e-02      8.96e-02    8.4e-04
  17300      1.60e+00      1.92e-02      5.53e-02    8.4e-04
  17400      2.44e+00      6.91e-02      8.40e-02    8.4e-04
  17500      1.48e+00      4.01e-02      5.08e-02    8.4e-04
  17600      1.02e+00      2.46e-02      3.51e-02    8.4e-04
  17700      2.90e+00      3.63e-02      9.99e-02    8.4e-04
  17800      1.74e+00      2.30e-02      5.99e-02    8.4e-04
  17900      1.33e+00      1.71e-02      4.57e-02    8.4e-04
  18000      1.65e+00      2.53e-02      5.67e-02    8.4e-04
  18100      1.53e+00      1.51e-02      5.27e-02    8.4e-04
  18200      2.04e+00      4.87e-02      7.03e-02    8.4e-04
  18300      2.28e+00      3.91e-02      7.87e-02    8.4e-04
  18400      1.82e+00      3.25e-02      6.27e-02    8.4e-04
  18500      1.37e+00      7.57e-03      4.72e-02    8.4e-04
  18600      1.82e+00      1.11e-01      6.27e-02    8.4e-04
  18700      1.29e+00      1.36e-02      4.43e-02    8.4e-04
  18800      1.77e+00      2.55e-02      6.09e-02    8.4e-04
  18900      1.76e+00      3.65e-02      6.05e-02    8.4e-04
  19000      1.23e+00      2.40e-02      4.25e-02    8.4e-04
  19100      1.53e+00      2.11e-02      5.28e-02    8.4e-04
  19200      1.36e+00      6.46e-02      4.68e-02    8.4e-04
  19300      1.48e+00      2.40e-02      5.11e-02    8.4e-04
  19400      1.70e+00      1.35e-01      5.82e-02    8.4e-04
  19500      1.91e+00      3.55e-02      6.57e-02    8.4e-04
  19600      1.89e+00      4.91e-02      6.50e-02    8.4e-04
  19700      1.54e+00      1.62e-02      5.31e-02    8.4e-04
  19800      1.13e+00      7.36e-02      3.89e-02    8.4e-04
  19900      1.83e+00      1.79e-02      6.29e-02    8.4e-04
  20000      1.50e+00      7.48e-02      5.33e-02    7.9e-04
  20100      1.82e+00      3.58e-02      6.45e-02    7.9e-04
  20200      1.36e+00      1.72e-02      4.84e-02    7.9e-04
  20300      1.22e+00      4.26e-02      4.32e-02    7.9e-04
  20400      1.63e+00      1.34e-02      5.80e-02    7.9e-04
  20500      2.12e+00      1.32e-01      7.51e-02    7.9e-04
  20600      1.86e+00      4.22e-02      6.59e-02    7.9e-04
  20700      1.63e+00      8.56e-02      5.78e-02    7.9e-04
  20800      1.46e+00      6.04e-02      5.17e-02    7.9e-04
  20900      2.26e+00      6.13e-02      8.00e-02    7.9e-04
