#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
           0       7.457109e-03       4.851396e-04       4.085744e-03       2.046658e-02       7.494780e-03       1.424619e-02
          10       7.243353e-03       3.283589e-03       4.190690e-03       2.423658e-02       7.163151e-03       1.481353e-02
          20       8.592757e-03       2.056489e-03       4.382067e-03       2.330460e-02       9.119096e-03       1.539437e-02
          30       1.518794e-02       4.471192e-03       8.435160e-03       3.126036e-02       1.205995e-02       1.983146e-02
          40       9.063977e-03       4.880415e-04       4.709008e-03       2.125599e-02       6.286774e-03       1.275588e-02
          50       7.187095e-03       7.385783e-04       4.716937e-03       2.016551e-02       6.319566e-03       1.147714e-02
          60       5.437798e-03       1.642565e-03       3.927456e-03       1.881846e-02       5.387691e-03       1.119263e-02
          70       6.969455e-03       3.004848e-03       4.878517e-03       2.008918e-02       8.043836e-03       1.208988e-02
          80       8.446707e-03       2.425626e-03       5.023592e-03       2.463587e-02       9.680036e-03       1.547856e-02
          90       1.021818e-02       2.305369e-03       5.908994e-03       2.450876e-02       1.120530e-02       1.592052e-02
         100       9.231618e-03       2.244660e-03       5.295602e-03       1.906104e-02       9.675860e-03       1.394489e-02
         110       1.181009e-02       3.657416e-03       6.168202e-03       3.009413e-02       7.872226e-03       1.900706e-02
         120       1.354585e-02       4.331203e-03       7.516681e-03       3.065157e-02       8.490209e-03       2.047382e-02
         130       1.073181e-02       3.945946e-03       6.831998e-03       2.969541e-02       1.099640e-02       1.909183e-02
         140       8.311518e-03       1.533677e-03       4.165206e-03       2.387276e-02       1.117742e-02       1.735825e-02
         150       9.025099e-03       4.691505e-03       6.614088e-03       2.873097e-02       1.140582e-02       2.085970e-02
         160       9.712777e-03       4.772363e-03       6.961224e-03       2.376298e-02       1.051872e-02       1.702444e-02
         170       1.743548e-02       2.250556e-03       8.276644e-03       3.004657e-02       1.481880e-02       2.111266e-02
         180       1.421825e-02       3.458351e-03       8.872923e-03       3.674634e-02       1.554579e-02       2.406789e-02
         190       1.039307e-02       3.937104e-03       7.490753e-03       3.525387e-02       1.180145e-02       1.994157e-02
         200       1.471922e-02       3.896922e-03       8.996130e-03       4.249510e-02       1.190718e-02       2.322360e-02
         210       1.798422e-02       2.821193e-03       9.724288e-03       4.355452e-02       7.027744e-03       2.325707e-02
         220       7.385608e-03       3.740639e-03       5.788854e-03       1.770957e-02       1.197321e-02       1.540784e-02
         230       6.875855e-03       2.639577e-03       4.807045e-03       1.811225e-02       1.036580e-02       1.403678e-02
         240       8.838911e-03       2.740458e-03       4.781568e-03       1.982378e-02       9.736069e-03       1.367595e-02
         250       7.645024e-03       2.036566e-03       4.566622e-03       1.773966e-02       8.472809e-03       1.348415e-02
         260       9.276348e-03       6.247765e-04       4.556879e-03       2.157114e-02       1.381701e-02       1.767180e-02
         270       6.281537e-03       2.249769e-03       4.594273e-03       1.766736e-02       8.905366e-03       1.418350e-02
         280       6.548769e-03       3.905843e-03       5.197553e-03       3.070222e-02       9.602921e-03       1.872244e-02
         290       8.836803e-03       3.081707e-03       6.157835e-03       3.142514e-02       9.721068e-03       1.723483e-02
         300       6.901862e-03       3.337281e-03       4.931119e-03       2.526880e-02       6.103302e-03       1.445078e-02
         310       8.124181e-03       2.366191e-03       5.486262e-03       2.097603e-02       5.838475e-03       1.718004e-02
         320       1.457283e-02       2.576814e-03       8.286207e-03       2.825931e-02       8.576625e-03       2.024722e-02
         330       6.496612e-03       3.093879e-03       4.643158e-03       2.145031e-02       5.786565e-03       1.512669e-02
         340       7.933171e-03       2.129711e-03       4.661995e-03       2.203816e-02       1.102865e-02       1.650824e-02
         350       9.067967e-03       2.625599e-03       5.086128e-03       2.602609e-02       8.537855e-03       1.692056e-02
         360       8.361048e-03       2.294035e-03       5.345386e-03       2.711124e-02       6.682188e-03       1.508805e-02
         370       8.649614e-03       2.453114e-03       5.202153e-03       2.168893e-02       8.586807e-03       1.531330e-02
         380       6.290032e-03       2.800334e-03       4.165481e-03       1.590248e-02       6.187037e-03       1.238178e-02
         390       8.608365e-03       2.721192e-03       5.501804e-03       1.898372e-02       6.529969e-03       1.303742e-02
         400       1.181859e-02       2.182514e-03       6.307892e-03       2.828070e-02       9.110741e-03       1.644465e-02
         410       1.281752e-02       2.332268e-03       6.494473e-03       3.067334e-02       6.474241e-03       1.559575e-02
         420       8.209269e-03       2.552114e-03       5.009162e-03       2.414600e-02       9.653627e-03       1.620519e-02
         430       8.885797e-03       2.303096e-03       5.240823e-03       1.789074e-02       7.387843e-03       1.329465e-02
         440       5.139057e-03       1.514332e-03       3.650805e-03       1.659030e-02       5.622774e-03       1.032364e-02
         450       5.676528e-03       6.884443e-04       3.895134e-03       1.667057e-02       7.116254e-03       1.324592e-02
         460       6.063333e-03       1.843070e-03       3.966333e-03       1.827137e-02       6.719172e-03       1.274244e-02
         470       1.905771e-02       2.056465e-03       8.108593e-03       5.025766e-02       8.445633e-03       2.274788e-02
         480       1.667633e-02       3.731556e-03       8.557135e-03       4.205538e-02       7.392869e-03       2.524026e-02
         490       9.854687e-03       2.737589e-03       6.002135e-03       3.416462e-02       5.557118e-03       1.974514e-02
         500       1.301944e-02       3.215232e-03       6.821603e-03       2.825203e-02       1.030147e-02       1.872885e-02
         510       1.018864e-02       1.193357e-03       5.370380e-03       2.793507e-02       8.775433e-03       1.919645e-02
         520       1.030253e-02       4.152978e-03       6.571827e-03       2.527024e-02       7.727372e-03       1.937614e-02
         530       9.263648e-03       2.762092e-03       5.450147e-03       2.695679e-02       9.822070e-03       1.634411e-02
         540       7.679238e-03       1.512367e-03       4.405348e-03       2.347675e-02       1.046850e-02       1.455213e-02
         550       9.016695e-03       1.398076e-03       5.061388e-03       2.575099e-02       5.224759e-03       1.476717e-02
         560       7.629232e-03       3.247874e-03       6.457472e-03       2.405156e-02       5.625031e-03       1.669246e-02
         570       7.181381e-03       2.223469e-03       4.899053e-03       2.054382e-02       7.345744e-03       1.343170e-02
         580       9.228892e-03       3.446706e-03       5.292597e-03       2.079665e-02       8.958963e-03       1.469251e-02
         590       5.529463e-03       2.026135e-03       3.750560e-03       1.693092e-02       6.827818e-03       1.168282e-02
         600       7.389011e-03       1.972296e-03       4.193706e-03       1.913094e-02       5.374707e-03       1.221147e-02
         610       8.355290e-03       1.711812e-03       4.627797e-03       1.787837e-02       7.375485e-03       1.208845e-02
         620       1.202020e-02       1.902018e-03       5.433482e-03       2.018569e-02       5.968858e-03       1.457629e-02
         630       8.606266e-03       3.657358e-03       6.418647e-03       2.857234e-02       6.981926e-03       1.650893e-02
         640       7.496481e-03       1.362705e-03       5.388924e-03       2.448302e-02       7.287423e-03       1.703422e-02
         650       7.480691e-03       4.634414e-03       6.069396e-03       2.488218e-02       9.229534e-03       1.956521e-02
         660       8.944190e-03       4.008356e-03       6.116028e-03       2.190629e-02       1.251471e-02       1.726052e-02
         670       5.131770e-03       2.019924e-03       4.021940e-03       1.990151e-02       8.255269e-03       1.358841e-02
         680       6.530122e-03       2.945040e-03       5.249965e-03       2.466211e-02       1.149856e-02       1.780027e-02
         690       9.704506e-03       3.155939e-03       5.986611e-03       2.670767e-02       1.295020e-02       1.738594e-02
         700       1.137312e-02       4.756187e-03       7.001173e-03       3.001021e-02       1.224608e-02       2.076820e-02
         710       7.679448e-03       2.882781e-03       4.367277e-03       2.718299e-02       7.098673e-03       1.682099e-02
         720       1.109445e-02       1.259383e-03       5.464481e-03       2.899828e-02       8.168914e-03       1.788561e-02
         730       1.017979e-02       1.949694e-03       5.027779e-03       2.350007e-02       5.263047e-03       1.364006e-02
         740       9.638017e-03       1.229764e-03       4.627549e-03       2.315312e-02       6.465681e-03       1.374651e-02
         750       1.177298e-02       2.067087e-03       5.083815e-03       2.130995e-02       5.957301e-03       1.516341e-02
