#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
           0       1.701292e-02       5.940382e-04       8.474886e-03       2.315243e-02       1.219304e-02       1.833444e-02
          10       8.328502e-03       9.386667e-04       4.358830e-03       2.336164e-02       1.067799e-02       1.525275e-02
          20       1.193570e-02       3.544341e-04       5.988711e-03       2.005355e-02       8.421558e-03       1.556064e-02
          30       1.112365e-02       3.146933e-03       5.978338e-03       2.514073e-02       9.277936e-03       1.534740e-02
          40       9.443020e-03       2.369069e-03       5.359854e-03       1.723224e-02       9.649619e-03       1.380985e-02
          50       1.298974e-02       1.503097e-03       7.059441e-03       3.438847e-02       1.377827e-02       1.960299e-02
          60       1.051250e-02       2.835121e-03       6.347844e-03       3.738074e-02       9.444057e-03       1.755569e-02
          70       9.524988e-03       2.597794e-03       5.937623e-03       3.565894e-02       7.318603e-03       1.632166e-02
          80       8.533676e-03       2.587823e-03       4.865324e-03       2.161494e-02       7.855951e-03       1.334798e-02
          90       1.005354e-02       2.574881e-03       5.753310e-03       1.829637e-02       1.044444e-02       1.369307e-02
         100       9.259276e-03       4.114348e-04       3.998967e-03       2.380257e-02       9.745596e-03       1.336016e-02
         110       1.302432e-02       2.513351e-03       6.981868e-03       2.899404e-02       7.035675e-03       1.716156e-02
         120       1.066723e-02       4.768130e-03       6.763131e-03       2.576987e-02       8.682663e-03       1.778158e-02
         130       1.535366e-02       4.261757e-03       7.271425e-03       3.506100e-02       1.360762e-02       2.166394e-02
         140       1.212650e-02       3.367623e-03       6.347295e-03       3.312686e-02       9.886189e-03       2.087986e-02
         150       1.481875e-02       3.714092e-03       7.107209e-03       3.498758e-02       1.236093e-02       2.199407e-02
         160       5.750922e-03       1.413275e-03       4.119190e-03       1.585631e-02       1.091680e-02       1.330625e-02
         170       9.437905e-03       1.339225e-03       5.674449e-03       2.867327e-02       1.348435e-02       1.861864e-02
         180       7.500554e-03       1.304794e-03       3.817853e-03       2.169882e-02       8.681092e-03       1.418089e-02
         190       5.462158e-03       8.943932e-04       3.801846e-03       1.779741e-02       7.026537e-03       1.294793e-02
         200       6.768246e-03       2.791932e-03       3.931398e-03       2.203992e-02       4.752113e-03       1.400106e-02
         210       5.374976e-03       1.636763e-03       3.528092e-03       2.260431e-02       6.831033e-03       1.259123e-02
         220       6.571116e-03       3.063377e-03       5.200441e-03       3.216213e-02       6.542115e-03       1.590110e-02
         230       6.990380e-03       1.912652e-03       3.752279e-03       1.782232e-02       7.452610e-03       1.343331e-02
         240       6.939467e-03       1.338187e-03       4.505414e-03       1.857792e-02       8.375472e-03       1.309224e-02
         250       6.890711e-03       8.067132e-04       4.203397e-03       1.944280e-02       9.881345e-03       1.388863e-02
         260       6.845092e-03       1.290188e-03       4.592883e-03       2.468949e-02       9.101493e-03       1.632663e-02
         270       7.332371e-03       1.469832e-03       4.373683e-03       1.924590e-02       7.833663e-03       1.427824e-02
         280       9.980948e-03       4.667428e-03       6.753165e-03       3.069241e-02       1.502134e-02       2.287017e-02
