#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
      0      3.08e+01      6.68e-01      9.75e-01    1.0e-03
    100      3.02e+00      1.94e-01      9.56e-02    1.0e-03
    200      2.84e+00      1.20e-01      8.97e-02    1.0e-03
    300      2.42e+00      1.02e-01      7.65e-02    1.0e-03
    400      2.66e+00      8.70e-02      8.42e-02    1.0e-03
    500      2.58e+00      2.85e-02      8.15e-02    1.0e-03
    600      2.32e+00      4.79e-02      7.33e-02    1.0e-03
    700      2.81e+00      7.54e-02      8.89e-02    1.0e-03
    800      3.12e+00      7.41e-02      9.87e-02    1.0e-03
    900      4.78e+00      3.89e-02      1.51e-01    1.0e-03
   1000      4.03e+00      5.80e-02      1.27e-01    1.0e-03
   1100      4.36e+00      1.49e-01      1.38e-01    1.0e-03
   1200      2.73e+00      1.39e-01      8.64e-02    1.0e-03
   1300      3.29e+00      8.88e-02      1.04e-01    1.0e-03
   1400      2.62e+00      5.81e-02      8.28e-02    1.0e-03
   1500      3.13e+00      6.61e-02      9.89e-02    1.0e-03
   1600      2.35e+00      3.02e-02      7.42e-02    1.0e-03
   1700      2.59e+00      4.64e-02      8.19e-02    1.0e-03
   1800      2.37e+00      5.00e-02      7.48e-02    1.0e-03
   1900      2.39e+00      5.44e-02      7.55e-02    1.0e-03
   2000      2.15e+00      5.05e-02      6.78e-02    1.0e-03
   2100      2.32e+00      4.23e-02      7.34e-02    1.0e-03
   2200      2.35e+00      5.07e-02      7.42e-02    1.0e-03
   2300      1.73e+00      8.98e-02      5.48e-02    1.0e-03
   2400      3.13e+00      8.96e-02      9.91e-02    1.0e-03
   2500      2.62e+00      5.08e-02      8.29e-02    1.0e-03
   2600      2.51e+00      6.76e-02      7.95e-02    1.0e-03
   2700      2.57e+00      1.88e-02      8.13e-02    1.0e-03
   2800      2.20e+00      6.17e-02      6.95e-02    1.0e-03
   2900      2.88e+00      3.98e-02      9.12e-02    1.0e-03
   3000      3.12e+00      1.63e-02      9.88e-02    1.0e-03
   3100      2.10e+00      1.00e-01      6.65e-02    1.0e-03
   3200      2.42e+00      3.77e-02      7.65e-02    1.0e-03
   3300      2.20e+00      6.39e-02      6.97e-02    1.0e-03
   3400      2.36e+00      3.43e-02      7.45e-02    1.0e-03
   3500      2.95e+00      4.53e-02      9.33e-02    1.0e-03
   3600      2.60e+00      1.00e-01      8.21e-02    1.0e-03
   3700      3.60e+00      9.15e-02      1.14e-01    1.0e-03
   3800      2.33e+00      8.33e-02      7.36e-02    1.0e-03
   3900      2.42e+00      3.16e-02      7.65e-02    1.0e-03
   4000      2.86e+00      7.08e-02      9.04e-02    1.0e-03
   4100      1.85e+00      1.94e-02      5.85e-02    1.0e-03
   4200      2.34e+00      4.89e-02      7.39e-02    1.0e-03
   4300      1.70e+00      4.09e-02      5.38e-02    1.0e-03
   4400      1.93e+00      4.05e-02      6.09e-02    1.0e-03
   4500      2.53e+00      2.54e-02      8.01e-02    1.0e-03
   4600      2.41e+00      1.00e-01      7.62e-02    1.0e-03
   4700      2.71e+00      1.83e-02      8.57e-02    1.0e-03
   4800      1.94e+00      4.76e-02      6.13e-02    1.0e-03
   4900      1.87e+00      6.05e-02      5.91e-02    1.0e-03
   5000      2.43e+00      3.46e-02      7.89e-02    9.4e-04
   5100      1.89e+00      7.41e-02      6.15e-02    9.4e-04
   5200      2.62e+00      2.37e-02      8.52e-02    9.4e-04
   5300      2.33e+00      5.91e-02      7.60e-02    9.4e-04
   5400      1.85e+00      3.77e-02      6.02e-02    9.4e-04
