#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
      0      1.35e+01      5.66e-01      4.26e-01    1.0e-03
    100      3.19e+00      4.20e-02      1.01e-01    1.0e-03
    200      2.97e+00      4.12e-02      9.40e-02    1.0e-03
    300      2.15e+00      6.45e-02      6.80e-02    1.0e-03
    400      2.15e+00      7.76e-02      6.80e-02    1.0e-03
    500      1.59e+00      6.57e-02      5.04e-02    1.0e-03
    600      1.92e+00      4.85e-02      6.06e-02    1.0e-03
    700      1.81e+00      2.26e-02      5.72e-02    1.0e-03
    800      1.94e+00      8.63e-03      6.13e-02    1.0e-03
    900      1.94e+00      1.40e-02      6.14e-02    1.0e-03
   1000      1.90e+00      2.85e-02      6.01e-02    1.0e-03
   1100      3.73e+00      8.41e-02      1.18e-01    1.0e-03
   1200      2.52e+00      1.42e-02      7.98e-02    1.0e-03
   1300      2.10e+00      2.14e-02      6.63e-02    1.0e-03
   1400      1.52e+00      3.48e-02      4.80e-02    1.0e-03
   1500      2.15e+00      3.98e-02      6.78e-02    1.0e-03
   1600      2.64e+00      3.03e-02      8.34e-02    1.0e-03
   1700      1.52e+00      2.31e-02      4.82e-02    1.0e-03
   1800      2.97e+00      2.32e-02      9.38e-02    1.0e-03
   1900      1.61e+00      6.35e-02      5.09e-02    1.0e-03
   2000      2.97e+00      1.19e-01      9.38e-02    1.0e-03
   2100      2.05e+00      4.82e-02      6.49e-02    1.0e-03
   2200      2.28e+00      3.06e-02      7.20e-02    1.0e-03
   2300      3.16e+00      5.74e-02      1.00e-01    1.0e-03
   2400      1.94e+00      2.27e-02      6.12e-02    1.0e-03
   2500      2.00e+00      6.08e-02      6.33e-02    1.0e-03
   2600      1.34e+00      3.79e-02      4.25e-02    1.0e-03
   2700      1.61e+00      3.17e-02      5.09e-02    1.0e-03
   2800      2.06e+00      2.74e-02      6.51e-02    1.0e-03
   2900      1.33e+00      3.05e-02      4.22e-02    1.0e-03
   3000      1.28e+00      1.65e-02      4.04e-02    1.0e-03
   3100      1.96e+00      3.00e-02      6.19e-02    1.0e-03
   3200      2.66e+00      4.29e-02      8.41e-02    1.0e-03
   3300      2.69e+00      2.91e-02      8.52e-02    1.0e-03
   3400      2.16e+00      6.95e-02      6.84e-02    1.0e-03
   3500      2.15e+00      9.15e-02      6.78e-02    1.0e-03
   3600      2.10e+00      5.27e-02      6.63e-02    1.0e-03
   3700      2.67e+00      4.29e-02      8.46e-02    1.0e-03
   3800      2.76e+00      3.30e-02      8.73e-02    1.0e-03
   3900      2.14e+00      2.81e-01      6.75e-02    1.0e-03
   4000      2.27e+00      4.43e-02      7.16e-02    1.0e-03
   4100      2.12e+00      2.65e-02      6.71e-02    1.0e-03
   4200      1.81e+00      5.94e-02      5.71e-02    1.0e-03
   4300      2.33e+00      1.88e-01      7.38e-02    1.0e-03
   4400      2.63e+00      1.97e-02      8.33e-02    1.0e-03
   4500      2.08e+00      3.56e-02      6.57e-02    1.0e-03
   4600      2.52e+00      5.52e-02      7.96e-02    1.0e-03
   4700      1.62e+00      3.02e-02      5.12e-02    1.0e-03
   4800      2.47e+00      5.27e-02      7.81e-02    1.0e-03
   4900      1.74e+00      2.08e-02      5.51e-02    1.0e-03
   5000      1.47e+00      7.88e-03      4.80e-02    9.4e-04
   5100      2.68e+00      1.39e-02      8.73e-02    9.4e-04
   5200      1.43e+00      1.83e-02      4.66e-02    9.4e-04
   5300      1.97e+00      3.90e-02      6.42e-02    9.4e-04
   5400      1.37e+00      1.88e-02      4.46e-02    9.4e-04
   5500      1.76e+00      4.83e-02      5.73e-02    9.4e-04
   5600      1.48e+00      1.33e-02      4.81e-02    9.4e-04
   5700      2.67e+00      1.03e-01      8.70e-02    9.4e-04
   5800      1.27e+00      2.27e-02      4.13e-02    9.4e-04
   5900      2.82e+00      8.42e-02      9.18e-02    9.4e-04
   6000      1.39e+00      1.57e-02      4.54e-02    9.4e-04
   6100      2.35e+00      4.41e-02      7.66e-02    9.4e-04
   6200      1.51e+00      1.80e-02      4.90e-02    9.4e-04
   6300      1.88e+00      9.15e-02      6.10e-02    9.4e-04
   6400      1.71e+00      1.51e-02      5.56e-02    9.4e-04
   6500      1.81e+00      5.87e-02      5.89e-02    9.4e-04
   6600      1.92e+00      6.90e-02      6.25e-02    9.4e-04
   6700      1.87e+00      2.97e-02      6.09e-02    9.4e-04
   6800      1.79e+00      5.74e-02      5.82e-02    9.4e-04
   6900      1.41e+00      1.02e-02      4.59e-02    9.4e-04
   7000      1.38e+00      3.70e-02      4.49e-02    9.4e-04
   7100      1.65e+00      2.04e-02      5.36e-02    9.4e-04
   7200      1.41e+00      3.82e-02      4.58e-02    9.4e-04
   7300      1.79e+00      8.11e-02      5.81e-02    9.4e-04
   7400      1.36e+00      7.37e-03      4.41e-02    9.4e-04
   7500      1.44e+00      1.75e-02      4.67e-02    9.4e-04
   7600      1.78e+00      1.47e-02      5.78e-02    9.4e-04
   7700      1.59e+00      2.12e-02      5.19e-02    9.4e-04
   7800      1.36e+00      2.16e-02      4.44e-02    9.4e-04
   7900      1.70e+00      3.59e-02      5.54e-02    9.4e-04
   8000      1.49e+00      2.12e-02      4.84e-02    9.4e-04
   8100      4.57e+00      4.54e-02      1.49e-01    9.4e-04
   8200      1.90e+00      5.89e-02      6.19e-02    9.4e-04
   8300      2.76e+00      4.21e-02      8.99e-02    9.4e-04
