#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
      0      7.47e+00      5.75e-01      2.36e-01    1.0e-03
    100      3.55e+00      2.01e-01      1.12e-01    1.0e-03
    200      2.00e+00      5.22e-02      6.33e-02    1.0e-03
    300      1.53e+00      1.42e-01      4.84e-02    1.0e-03
    400      2.30e+00      1.58e-01      7.28e-02    1.0e-03
    500      2.41e+00      1.13e-01      7.62e-02    1.0e-03
    600      2.12e+00      8.22e-02      6.69e-02    1.0e-03
    700      2.52e+00      5.98e-02      7.96e-02    1.0e-03
    800      2.74e+00      1.09e-01      8.67e-02    1.0e-03
    900      2.23e+00      4.98e-02      7.04e-02    1.0e-03
   1000      6.26e+00      1.36e-01      1.98e-01    1.0e-03
   1100      2.66e+00      3.52e-02      8.40e-02    1.0e-03
   1200      2.35e+00      7.92e-02      7.42e-02    1.0e-03
   1300      2.33e+00      4.63e-02      7.38e-02    1.0e-03
   1400      3.09e+00      3.94e-01      9.75e-02    1.0e-03
   1500      1.57e+00      1.91e-01      4.95e-02    1.0e-03
   1600      1.55e+00      5.90e-02      4.92e-02    1.0e-03
   1700      1.77e+00      2.69e-02      5.60e-02    1.0e-03
   1800      1.69e+00      4.12e-02      5.34e-02    1.0e-03
   1900      2.32e+00      2.31e-02      7.33e-02    1.0e-03
   2000      3.25e+00      4.70e-02      1.03e-01    1.0e-03
   2100      2.57e+00      2.29e-02      8.11e-02    1.0e-03
   2200      2.33e+00      6.97e-02      7.38e-02    1.0e-03
   2300      2.27e+00      2.83e-02      7.19e-02    1.0e-03
   2400      2.15e+00      4.49e-02      6.78e-02    1.0e-03
   2500      1.90e+00      1.29e-02      6.00e-02    1.0e-03
   2600      1.80e+00      3.66e-02      5.70e-02    1.0e-03
   2700      3.34e+00      1.60e-01      1.05e-01    1.0e-03
   2800      4.48e+00      2.85e-01      1.42e-01    1.0e-03
   2900      2.31e+00      2.60e-02      7.29e-02    1.0e-03
   3000      3.10e+00      4.38e-02      9.80e-02    1.0e-03
   3100      1.77e+00      3.88e-02      5.61e-02    1.0e-03
   3200      1.64e+00      1.71e-02      5.20e-02    1.0e-03
   3300      1.90e+00      2.99e-02      6.00e-02    1.0e-03
   3400      3.48e+00      1.96e-01      1.10e-01    1.0e-03
   3500      1.53e+00      1.59e-02      4.84e-02    1.0e-03
   3600      2.47e+00      2.16e-02      7.81e-02    1.0e-03
   3700      1.97e+00      1.30e-02      6.24e-02    1.0e-03
   3800      1.77e+00      1.53e-02      5.59e-02    1.0e-03
   3900      1.27e+00      4.12e-02      4.02e-02    1.0e-03
   4000      1.20e+00      1.22e-02      3.80e-02    1.0e-03
   4100      1.45e+00      4.93e-02      4.59e-02    1.0e-03
   4200      2.34e+00      1.99e-02      7.40e-02    1.0e-03
   4300      1.57e+00      1.33e-02      4.97e-02    1.0e-03
   4400      1.71e+00      2.99e-02      5.40e-02    1.0e-03
   4500      2.42e+00      1.39e-02      7.66e-02    1.0e-03
   4600      2.34e+00      5.28e-02      7.40e-02    1.0e-03
   4700      2.01e+00      1.93e-02      6.35e-02    1.0e-03
   4800      2.75e+00      1.19e-01      8.71e-02    1.0e-03
   4900      1.40e+00      6.09e-02      4.43e-02    1.0e-03
   5000      1.63e+00      1.17e-01      5.29e-02    9.4e-04
   5100      1.62e+00      7.10e-02      5.28e-02    9.4e-04
   5200      1.72e+00      1.78e-02      5.59e-02    9.4e-04
   5300      1.66e+00      3.64e-02      5.39e-02    9.4e-04
   5400      3.03e+00      4.54e-02      9.87e-02    9.4e-04
   5500      1.39e+00      1.20e-02      4.52e-02    9.4e-04
   5600      1.99e+00      1.20e-02      6.48e-02    9.4e-04
   5700      1.47e+00      5.63e-03      4.79e-02    9.4e-04
   5800      1.71e+00      2.56e-02      5.57e-02    9.4e-04
   5900      1.46e+00      2.97e-02      4.76e-02    9.4e-04
   6000      1.42e+00      7.38e-02      4.61e-02    9.4e-04
   6100      1.59e+00      2.23e-02      5.19e-02    9.4e-04
   6200      1.71e+00      3.29e-02      5.56e-02    9.4e-04
   6300      2.81e+00      5.85e-02      9.13e-02    9.4e-04
   6400      2.08e+00      4.32e-02      6.77e-02    9.4e-04
   6500      1.76e+00      3.15e-02      5.71e-02    9.4e-04
   6600      1.77e+00      1.98e-02      5.77e-02    9.4e-04
   6700      1.51e+00      9.21e-02      4.91e-02    9.4e-04
   6800      2.08e+00      1.63e-02      6.77e-02    9.4e-04
   6900      2.37e+00      2.77e-02      7.71e-02    9.4e-04
   7000      1.24e+00      1.09e-02      4.04e-02    9.4e-04
   7100      1.97e+00      3.53e-02      6.42e-02    9.4e-04
   7200      1.86e+00      4.31e-02      6.04e-02    9.4e-04
   7300      1.79e+00      1.93e-02      5.83e-02    9.4e-04
   7400      2.60e+00      9.77e-02      8.47e-02    9.4e-04
   7500      2.29e+00      2.03e-02      7.46e-02    9.4e-04
   7600      1.76e+00      2.21e-02      5.74e-02    9.4e-04
   7700      2.05e+00      2.45e-02      6.68e-02    9.4e-04
   7800      1.53e+00      2.12e-02      4.96e-02    9.4e-04
   7900      1.59e+00      8.14e-02      5.18e-02    9.4e-04
   8000      1.98e+00      9.27e-02      6.45e-02    9.4e-04
   8100      1.52e+00      3.87e-02      4.96e-02    9.4e-04
   8200      2.01e+00      2.05e-01      6.51e-02    9.4e-04
   8300      1.71e+00      3.59e-02      5.55e-02    9.4e-04
   8400      1.93e+00      1.30e-01      6.29e-02    9.4e-04
   8500      1.57e+00      2.75e-01      5.07e-02    9.4e-04
   8600      1.76e+00      1.49e-02      5.72e-02    9.4e-04
   8700      1.70e+00      8.37e-02      5.53e-02    9.4e-04
   8800      2.44e+00      2.75e-02      7.93e-02    9.4e-04
   8900      2.22e+00      1.80e-02      7.24e-02    9.4e-04
   9000      2.34e+00      2.72e-02      7.62e-02    9.4e-04
   9100      2.47e+00      3.57e-02      8.03e-02    9.4e-04
   9200      1.26e+00      6.21e-02      4.08e-02    9.4e-04
   9300      1.60e+00      6.21e-02      5.20e-02    9.4e-04
   9400      1.41e+00      9.57e-02      4.57e-02    9.4e-04
   9500      1.37e+00      4.22e-02      4.44e-02    9.4e-04
   9600      1.96e+00      2.85e-02      6.38e-02    9.4e-04
   9700      1.96e+00      2.13e-01      6.35e-02    9.4e-04
   9800      1.68e+00      8.05e-03      5.45e-02    9.4e-04
   9900      1.21e+00      1.92e-01      3.90e-02    9.4e-04
  10000      1.72e+00      1.03e-01      5.76e-02    8.9e-04
  10100      1.31e+00      5.80e-02      4.39e-02    8.9e-04
  10200      1.70e+00      4.69e-02      5.69e-02    8.9e-04
  10300      1.86e+00      7.86e-02      6.22e-02    8.9e-04
  10400      2.15e+00      8.74e-02      7.21e-02    8.9e-04
  10500      1.19e+00      2.01e-02      4.00e-02    8.9e-04
  10600      1.34e+00      3.03e-02      4.48e-02    8.9e-04
  10700      1.33e+00      2.84e-01      4.37e-02    8.9e-04
  10800      2.02e+00      3.51e-02      6.75e-02    8.9e-04
  10900      1.97e+00      9.06e-02      6.61e-02    8.9e-04
  11000      1.57e+00      1.57e-02      5.27e-02    8.9e-04
  11100      1.69e+00      2.30e-02      5.65e-02    8.9e-04
  11200      1.53e+00      6.73e-02      5.12e-02    8.9e-04
  11300      2.03e+00      3.38e-02      6.80e-02    8.9e-04
  11400      9.25e-01      3.19e-02      3.10e-02    8.9e-04
  11500      1.63e+00      3.49e-02      5.44e-02    8.9e-04
  11600      1.98e+00      5.69e-02      6.64e-02    8.9e-04
  11700      1.70e+00      1.26e-01      5.67e-02    8.9e-04
  11800      1.76e+00      5.47e-02      5.89e-02    8.9e-04
  11900      1.28e+00      3.96e-02      4.27e-02    8.9e-04
  12000      1.53e+00      5.87e-02      5.13e-02    8.9e-04
  12100      2.04e+00      1.37e-01      6.81e-02    8.9e-04
  12200      1.91e+00      9.86e-02      6.39e-02    8.9e-04
  12300      1.88e+00      1.39e-01      6.30e-02    8.9e-04
  12400      1.40e+00      1.00e-01      4.69e-02    8.9e-04
  12500      1.80e+00      2.24e-02      6.04e-02    8.9e-04
  12600      1.42e+00      9.28e-02      4.76e-02    8.9e-04
  12700      1.80e+00      1.06e-01      6.02e-02    8.9e-04
  12800      1.50e+00      1.54e-01      4.99e-02    8.9e-04
  12900      2.04e+00      1.82e-01      6.81e-02    8.9e-04
  13000      1.85e+00      1.47e-01      6.17e-02    8.9e-04
  13100      1.44e+00      4.91e-02      4.83e-02    8.9e-04
  13200      2.70e+00      1.58e-01      9.04e-02    8.9e-04
  13300      1.26e+00      2.72e-02      4.22e-02    8.9e-04
  13400      2.22e+00      1.31e-01      7.44e-02    8.9e-04
  13500      1.86e+00      2.36e-02      6.22e-02    8.9e-04
  13600      1.79e+00      8.05e-02      5.99e-02    8.9e-04
  13700      1.71e+00      9.83e-03      5.73e-02    8.9e-04
  13800      1.61e+00      1.24e-01      5.39e-02    8.9e-04
  13900      1.55e+00      3.50e-02      5.18e-02    8.9e-04
  14000      1.70e+00      3.90e-02      5.69e-02    8.9e-04
  14100      1.48e+00      3.85e-02      4.95e-02    8.9e-04
  14200      2.12e+00      5.49e-02      7.11e-02    8.9e-04
  14300      1.22e+00      5.43e-02      4.09e-02    8.9e-04
  14400      1.85e+00      2.97e-02      6.20e-02    8.9e-04
  14500      1.58e+00      2.34e-01      5.26e-02    8.9e-04
  14600      2.12e+00      8.80e-02      7.10e-02    8.9e-04
  14700      1.69e+00      1.20e-01      5.65e-02    8.9e-04
  14800      1.39e+00      3.95e-02      4.67e-02    8.9e-04
  14900      2.22e+00      3.41e-02      7.43e-02    8.9e-04
  15000      2.39e+00      2.18e-02      8.24e-02    8.4e-04
  15100      1.43e+00      3.87e-02      4.93e-02    8.4e-04
  15200      1.59e+00      2.93e-02      5.49e-02    8.4e-04
  15300      1.52e+00      1.08e-01      5.23e-02    8.4e-04
  15400      2.21e+00      2.35e-02      7.61e-02    8.4e-04
  15500      1.73e+00      4.87e-02      5.97e-02    8.4e-04
  15600      2.12e+00      5.43e-02      7.30e-02    8.4e-04
  15700      1.17e+00      2.51e-02      4.02e-02    8.4e-04
  15800      1.64e+00      6.32e-02      5.65e-02    8.4e-04
  15900      1.16e+00      1.00e-02      3.99e-02    8.4e-04
  16000      1.30e+00      4.05e-02      4.47e-02    8.4e-04
  16100      2.31e+00      3.51e-02      7.96e-02    8.4e-04
  16200      2.08e+00      4.34e-02      7.16e-02    8.4e-04
  16300      1.17e+00      8.54e-02      4.01e-02    8.4e-04
  16400      1.80e+00      4.66e-02      6.20e-02    8.4e-04
  16500      1.91e+00      2.35e-02      6.57e-02    8.4e-04
  16600      1.79e+00      1.08e-01      6.15e-02    8.4e-04
  16700      1.15e+00      1.48e-02      3.98e-02    8.4e-04
  16800      3.25e+00      7.64e-02      1.12e-01    8.4e-04
  16900      2.38e+00      4.60e-02      8.20e-02    8.4e-04
  17000      1.07e+00      3.28e-02      3.68e-02    8.4e-04
  17100      1.62e+00      3.77e-02      5.57e-02    8.4e-04
  17200      2.37e+00      5.62e-02      8.18e-02    8.4e-04
  17300      1.91e+00      5.34e-02      6.58e-02    8.4e-04
  17400      1.65e+00      9.04e-02      5.68e-02    8.4e-04
  17500      1.74e+00      1.26e-02      5.98e-02    8.4e-04
  17600      2.46e+00      9.46e-02      8.46e-02    8.4e-04
  17700      1.70e+00      6.60e-02      5.86e-02    8.4e-04
  17800      1.14e+00      2.37e-02      3.91e-02    8.4e-04
  17900      1.42e+00      3.53e-02      4.89e-02    8.4e-04
  18000      1.72e+00      4.14e-02      5.94e-02    8.4e-04
  18100      1.53e+00      3.72e-02      5.26e-02    8.4e-04
  18200      1.36e+00      3.41e-02      4.69e-02    8.4e-04
  18300      1.21e+00      1.45e-01      4.12e-02    8.4e-04
  18400      2.03e+00      2.82e-02      6.99e-02    8.4e-04
  18500      1.66e+00      4.60e-02      5.71e-02    8.4e-04
  18600      1.44e+00      2.49e-02      4.97e-02    8.4e-04
  18700      2.09e+00      3.62e-02      7.20e-02    8.4e-04
  18800      1.69e+00      4.78e-02      5.81e-02    8.4e-04
  18900      2.40e+00      3.22e-02      8.28e-02    8.4e-04
  19000      1.85e+00      1.67e-02      6.38e-02    8.4e-04
  19100      2.04e+00      7.27e-02      7.04e-02    8.4e-04
  19200      1.27e+00      2.35e-02      4.37e-02    8.4e-04
  19300      1.91e+00      1.62e-01      6.55e-02    8.4e-04
  19400      2.00e+00      8.58e-02      6.88e-02    8.4e-04
  19500      2.15e+00      9.07e-02      7.39e-02    8.4e-04
  19600      1.08e+00      3.72e-02      3.71e-02    8.4e-04
  19700      1.35e+00      6.81e-02      4.64e-02    8.4e-04
  19800      1.36e+00      2.02e-02      4.69e-02    8.4e-04
  19900      2.18e+00      5.09e-02      7.51e-02    8.4e-04
  20000      1.36e+00      7.28e-03      4.82e-02    7.9e-04
  20100      1.97e+00      9.80e-03      7.00e-02    7.9e-04
  20200      9.76e-01      1.06e-01      3.43e-02    7.9e-04
  20300      1.57e+00      7.99e-02      5.57e-02    7.9e-04
  20400      2.31e+00      4.06e-02      8.20e-02    7.9e-04
  20500      1.29e+00      7.84e-02      4.55e-02    7.9e-04
  20600      1.55e+00      4.03e-02      5.51e-02    7.9e-04
  20700      1.50e+00      3.33e-02      5.31e-02    7.9e-04
  20800      1.69e+00      2.55e-02      5.98e-02    7.9e-04
  20900      1.73e+00      2.52e-02      6.15e-02    7.9e-04
  21000      1.61e+00      2.79e-02      5.72e-02    7.9e-04
  21100      1.32e+00      4.27e-02      4.69e-02    7.9e-04
  21200      2.57e+00      4.44e-02      9.10e-02    7.9e-04
  21300      1.13e+00      4.42e-02      4.01e-02    7.9e-04
  21400      1.17e+00      1.11e-01      4.13e-02    7.9e-04
  21500      2.00e+00      5.07e-02      7.07e-02    7.9e-04
  21600      1.75e+00      7.87e-02      6.20e-02    7.9e-04
  21700      1.54e+00      5.57e-02      5.45e-02    7.9e-04
  21800      1.42e+00      3.29e-02      5.05e-02    7.9e-04
  21900      2.69e+00      5.73e-02      9.53e-02    7.9e-04
  22000      1.51e+00      2.25e-02      5.35e-02    7.9e-04
  22100      1.24e+00      2.14e-02      4.39e-02    7.9e-04
  22200      2.61e+00      7.07e-02      9.24e-02    7.9e-04
  22300      1.37e+00      1.93e-02      4.87e-02    7.9e-04
  22400      1.86e+00      8.22e-02      6.58e-02    7.9e-04
  22500      9.35e-01      5.39e-02      3.31e-02    7.9e-04
  22600      9.35e-01      4.98e-02      3.31e-02    7.9e-04
  22700      1.22e+00      8.91e-03      4.34e-02    7.9e-04
  22800      1.46e+00      2.68e-02      5.16e-02    7.9e-04
  22900      9.96e-01      2.40e-02      3.53e-02    7.9e-04
  23000      1.28e+00      1.94e-02      4.53e-02    7.9e-04
  23100      1.48e+00      3.31e-02      5.25e-02    7.9e-04
  23200      1.53e+00      1.82e-02      5.41e-02    7.9e-04
  23300      1.45e+00      1.61e-02      5.14e-02    7.9e-04
  23400      1.14e+00      3.10e-02      4.03e-02    7.9e-04
  23500      1.90e+00      2.86e-02      6.75e-02    7.9e-04
  23600      1.80e+00      3.48e-02      6.38e-02    7.9e-04
  23700      1.38e+00      6.89e-02      4.88e-02    7.9e-04
  23800      1.63e+00      1.58e-02      5.78e-02    7.9e-04
  23900      1.75e+00      1.15e-02      6.22e-02    7.9e-04
  24000      1.46e+00      4.83e-02      5.17e-02    7.9e-04
  24100      1.35e+00      6.18e-02      4.77e-02    7.9e-04
  24200      1.20e+00      4.71e-02      4.27e-02    7.9e-04
  24300      2.19e+00      5.58e-02      7.78e-02    7.9e-04
  24400      1.38e+00      1.61e-02      4.89e-02    7.9e-04
  24500      1.71e+00      3.61e-02      6.06e-02    7.9e-04
  24600      8.98e-01      2.79e-02      3.18e-02    7.9e-04
  24700      1.29e+00      3.38e-02      4.58e-02    7.9e-04
  24800      1.22e+00      1.72e-02      4.33e-02    7.9e-04
  24900      1.54e+00      4.91e-02      5.46e-02    7.9e-04
  25000      8.68e-01      2.39e-02      3.17e-02    7.5e-04
  25100      1.82e+00      2.94e-02      6.64e-02    7.5e-04
  25200      1.49e+00      2.91e-02      5.45e-02    7.5e-04
  25300      1.38e+00      2.00e-02      5.03e-02    7.5e-04
  25400      2.11e+00      2.94e-02      7.72e-02    7.5e-04
  25500      1.39e+00      4.12e-02      5.09e-02    7.5e-04
  25600      1.02e+00      1.08e-02      3.74e-02    7.5e-04
  25700      1.36e+00      5.29e-02      4.94e-02    7.5e-04
  25800      1.15e+00      1.49e-02      4.18e-02    7.5e-04
  25900      1.56e+00      1.64e-02      5.69e-02    7.5e-04
  26000      1.40e+00      3.22e-02      5.12e-02    7.5e-04
  26100      1.23e+00      9.99e-03      4.47e-02    7.5e-04
  26200      1.75e+00      5.32e-02      6.37e-02    7.5e-04
  26300      1.79e+00      2.19e-02      6.52e-02    7.5e-04
  26400      2.18e+00      1.38e-02      7.95e-02    7.5e-04
  26500      1.77e+00      2.17e-02      6.47e-02    7.5e-04
  26600      1.27e+00      3.21e-02      4.62e-02    7.5e-04
  26700      1.58e+00      1.04e-02      5.75e-02    7.5e-04
  26800      1.52e+00      2.64e-02      5.54e-02    7.5e-04
  26900      1.44e+00      1.54e-02      5.26e-02    7.5e-04
  27000      2.37e+00      2.21e-02      8.64e-02    7.5e-04
  27100      1.05e+00      6.92e-03      3.82e-02    7.5e-04
  27200      1.33e+00      1.97e-02      4.86e-02    7.5e-04
  27300      1.45e+00      2.02e-02      5.29e-02    7.5e-04
  27400      1.56e+00      5.64e-02      5.67e-02    7.5e-04
  27500      1.86e+00      1.44e-02      6.80e-02    7.5e-04
  27600      1.93e+00      4.05e-02      7.03e-02    7.5e-04
  27700      1.06e+00      7.87e-03      3.87e-02    7.5e-04
  27800      9.66e-01      1.71e-02      3.53e-02    7.5e-04
  27900      1.76e+00      2.82e-02      6.43e-02    7.5e-04
  28000      1.45e+00      4.47e-02      5.29e-02    7.5e-04
  28100      1.42e+00      9.91e-03      5.19e-02    7.5e-04
  28200      1.67e+00      3.19e-02      6.09e-02    7.5e-04
  28300      1.46e+00      1.56e-02      5.34e-02    7.5e-04
  28400      1.80e+00      2.77e-02      6.57e-02    7.5e-04
  28500      1.95e+00      1.79e-02      7.12e-02    7.5e-04
  28600      1.79e+00      2.68e-02      6.54e-02    7.5e-04
  28700      1.13e+00      5.07e-03      4.11e-02    7.5e-04
  28800      1.29e+00      4.10e-02      4.71e-02    7.5e-04
  28900      1.34e+00      2.24e-02      4.89e-02    7.5e-04
  29000      1.46e+00      1.50e-02      5.32e-02    7.5e-04
  29100      1.33e+00      2.49e-02      4.84e-02    7.5e-04
  29200      1.45e+00      6.94e-03      5.29e-02    7.5e-04
  29300      1.15e+00      2.42e-02      4.21e-02    7.5e-04
  29400      1.76e+00      1.66e-02      6.42e-02    7.5e-04
  29500      2.17e+00      3.92e-02      7.91e-02    7.5e-04
  29600      1.46e+00      3.08e-02      5.34e-02    7.5e-04
  29700      1.73e+00      1.68e-02      6.32e-02    7.5e-04
  29800      1.38e+00      1.36e-02      5.05e-02    7.5e-04
  29900      1.44e+00      2.29e-02      5.27e-02    7.5e-04
  30000      1.70e+00      1.88e-02      6.40e-02    7.1e-04
  30100      1.82e+00      1.80e-02      6.86e-02    7.1e-04
  30200      1.75e+00      2.46e-02      6.58e-02    7.1e-04
  30300      1.60e+00      2.04e-02      6.01e-02    7.1e-04
  30400      1.44e+00      1.66e-02      5.39e-02    7.1e-04
  30500      1.09e+00      8.64e-03      4.10e-02    7.1e-04
  30600      1.34e+00      1.83e-02      5.05e-02    7.1e-04
  30700      1.35e+00      1.06e-02      5.08e-02    7.1e-04
  30800      1.22e+00      9.37e-03      4.58e-02    7.1e-04
  30900      1.37e+00      2.56e-02      5.14e-02    7.1e-04
  31000      1.85e+00      3.77e-02      6.93e-02    7.1e-04
  31100      1.10e+00      2.77e-02      4.15e-02    7.1e-04
  31200      1.79e+00      2.44e-02      6.74e-02    7.1e-04
  31300      1.82e+00      1.54e-02      6.83e-02    7.1e-04
  31400      1.63e+00      3.41e-02      6.12e-02    7.1e-04
  31500      1.70e+00      2.50e-02      6.38e-02    7.1e-04
  31600      1.53e+00      2.19e-02      5.74e-02    7.1e-04
  31700      1.80e+00      2.49e-02      6.76e-02    7.1e-04
  31800      1.58e+00      2.37e-02      5.93e-02    7.1e-04
  31900      1.58e+00      2.33e-02      5.93e-02    7.1e-04
  32000      1.28e+00      8.67e-03      4.82e-02    7.1e-04
  32100      2.01e+00      1.16e-02      7.56e-02    7.1e-04
  32200      1.52e+00      2.45e-02      5.70e-02    7.1e-04
  32300      1.23e+00      1.39e-02      4.63e-02    7.1e-04
  32400      1.35e+00      1.12e-02      5.06e-02    7.1e-04
  32500      1.41e+00      8.27e-03      5.31e-02    7.1e-04
  32600      1.35e+00      1.54e-02      5.09e-02    7.1e-04
  32700      1.84e+00      2.29e-02      6.90e-02    7.1e-04
  32800      1.40e+00      2.89e-02      5.27e-02    7.1e-04
  32900      1.70e+00      2.04e-02      6.39e-02    7.1e-04
  33000      1.93e+00      2.42e-02      7.26e-02    7.1e-04
  33100      1.37e+00      1.64e-02      5.13e-02    7.1e-04
  33200      1.19e+00      1.17e-02      4.48e-02    7.1e-04
  33300      1.22e+00      1.03e-02      4.57e-02    7.1e-04
  33400      1.51e+00      2.03e-02      5.69e-02    7.1e-04
  33500      1.33e+00      8.54e-03      5.01e-02    7.1e-04
  33600      1.33e+00      2.46e-02      4.99e-02    7.1e-04
  33700      1.27e+00      2.57e-02      4.77e-02    7.1e-04
  33800      1.59e+00      2.03e-02      5.99e-02    7.1e-04
  33900      1.48e+00      1.33e-02      5.54e-02    7.1e-04
  34000      1.63e+00      2.29e-02      6.12e-02    7.1e-04
  34100      1.56e+00      2.31e-02      5.88e-02    7.1e-04
  34200      1.57e+00      2.58e-02      5.91e-02    7.1e-04
  34300      1.55e+00      1.11e-02      5.83e-02    7.1e-04
  34400      2.41e+00      2.61e-02      9.04e-02    7.1e-04
  34500      1.77e+00      2.13e-02      6.63e-02    7.1e-04
  34600      1.54e+00      1.59e-02      5.80e-02    7.1e-04
  34700      1.16e+00      2.01e-02      4.36e-02    7.1e-04
  34800      1.43e+00      2.65e-02      5.36e-02    7.1e-04
  34900      2.00e+00      3.44e-02      7.53e-02    7.1e-04
  35000      1.13e+00      9.63e-03      4.38e-02    6.7e-04
  35100      1.26e+00      2.32e-02      4.88e-02    6.7e-04
  35200      1.30e+00      1.48e-02      5.04e-02    6.7e-04
  35300      1.29e+00      7.91e-03      5.00e-02    6.7e-04
  35400      1.21e+00      1.61e-02      4.67e-02    6.7e-04
  35500      1.63e+00      1.94e-02      6.30e-02    6.7e-04
  35600      2.03e+00      3.92e-02      7.86e-02    6.7e-04
  35700      1.86e+00      3.47e-02      7.18e-02    6.7e-04
  35800      1.52e+00      2.16e-02      5.88e-02    6.7e-04
  35900      1.38e+00      1.01e-02      5.35e-02    6.7e-04
  36000      1.71e+00      1.36e-02      6.60e-02    6.7e-04
  36100      1.35e+00      1.39e-02      5.23e-02    6.7e-04
  36200      1.24e+00      2.52e-02      4.81e-02    6.7e-04
  36300      1.09e+00      1.57e-02      4.21e-02    6.7e-04
  36400      1.41e+00      3.16e-02      5.46e-02    6.7e-04
  36500      1.22e+00      1.39e-02      4.73e-02    6.7e-04
  36600      1.43e+00      1.25e-02      5.53e-02    6.7e-04
  36700      1.35e+00      2.85e-02      5.23e-02    6.7e-04
  36800      1.54e+00      1.71e-02      5.96e-02    6.7e-04
  36900      2.10e+00      2.26e-02      8.12e-02    6.7e-04
  37000      1.23e+00      4.92e-03      4.77e-02    6.7e-04
  37100      1.38e+00      3.17e-02      5.34e-02    6.7e-04
  37200      1.52e+00      1.74e-02      5.87e-02    6.7e-04
  37300      2.43e+00      2.60e-02      9.40e-02    6.7e-04
  37400      1.38e+00      1.19e-02      5.35e-02    6.7e-04
  37500      1.55e+00      1.50e-02      5.98e-02    6.7e-04
  37600      1.15e+00      1.53e-02      4.44e-02    6.7e-04
  37700      1.44e+00      1.93e-02      5.58e-02    6.7e-04
  37800      1.73e+00      2.36e-02      6.70e-02    6.7e-04
  37900      8.72e-01      8.86e-03      3.37e-02    6.7e-04
  38000      2.21e+00      2.57e-02      8.55e-02    6.7e-04
  38100      1.06e+00      1.93e-02      4.09e-02    6.7e-04
  38200      1.11e+00      2.61e-02      4.29e-02    6.7e-04
  38300      1.21e+00      1.80e-02      4.69e-02    6.7e-04
  38400      1.22e+00      1.60e-02      4.74e-02    6.7e-04
  38500      1.79e+00      2.15e-02      6.93e-02    6.7e-04
  38600      1.12e+00      3.62e-03      4.32e-02    6.7e-04
  38700      1.39e+00      3.31e-02      5.38e-02    6.7e-04
  38800      1.40e+00      3.13e-02      5.40e-02    6.7e-04
  38900      1.17e+00      2.15e-02      4.54e-02    6.7e-04
  39000      1.65e+00      2.45e-02      6.37e-02    6.7e-04
