#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
           0       3.261875e-02       4.157841e-06       1.529004e-02       4.453549e-02       2.216024e-02       3.333234e-02
          10       2.621358e-02       2.726552e-03       1.198193e-02       4.121794e-02       2.884302e-02       3.318645e-02
          20       1.646819e-02       2.728363e-03       9.952219e-03       3.575181e-02       2.362576e-02       2.998176e-02
          30       3.026234e-02       3.562518e-03       1.413328e-02       6.114251e-02       1.625812e-02       3.349901e-02
          40       1.248181e-02       1.246039e-03       6.000057e-03       2.590729e-02       1.395239e-02       1.891574e-02
          50       1.544654e-02       3.763828e-03       8.069168e-03       3.241647e-02       1.258413e-02       2.044132e-02
          60       1.330349e-02       2.683044e-03       8.058241e-03       2.732850e-02       1.386519e-02       1.815407e-02
          70       1.327670e-02       2.582669e-03       7.345113e-03       2.630556e-02       9.159925e-03       1.646886e-02
          80       1.495532e-02       3.229678e-03       8.132551e-03       3.045800e-02       8.762960e-03       1.843464e-02
          90       1.972686e-02       3.252615e-03       9.442879e-03       4.070575e-02       1.147828e-02       2.315145e-02
         100       1.475965e-02       2.854254e-03       6.243213e-03       3.091837e-02       1.051059e-02       2.020264e-02
         110       1.768328e-02       2.554467e-03       7.694971e-03       3.843276e-02       1.603938e-02       2.392959e-02
         120       9.237658e-03       6.106494e-03       7.834268e-03       5.320228e-02       2.204137e-02       3.105985e-02
         130       1.599902e-02       4.091015e-03       9.840021e-03       6.625752e-02       1.909508e-02       3.770918e-02
         140       1.307489e-02       6.635919e-03       8.742088e-03       3.979302e-02       1.760447e-02       2.731239e-02
         150       1.520009e-02       3.288602e-03       9.338039e-03       4.399608e-02       1.908900e-02       2.919957e-02
         160       2.429340e-02       2.842729e-03       1.231098e-02       4.190156e-02       2.100384e-02       2.946706e-02
         170       1.312378e-02       2.044729e-03       7.609926e-03       3.418301e-02       1.840085e-02       2.324467e-02
         180       1.228379e-02       4.935937e-03       7.631126e-03       3.415648e-02       1.646042e-02       2.468467e-02
         190       1.336346e-02       2.049887e-03       5.704159e-03       2.639670e-02       1.221790e-02       1.763979e-02
         200       5.956774e-03       2.526497e-03       3.969124e-03       2.301216e-02       9.240022e-03       1.561698e-02
         210       1.132303e-02       2.480265e-03       6.655534e-03       2.619683e-02       1.279621e-02       1.979629e-02
         220       1.937905e-02       4.069346e-03       9.299919e-03       4.268013e-02       1.073330e-02       2.584216e-02
         230       1.436229e-02       4.457488e-03       8.572543e-03       4.069811e-02       1.476069e-02       2.670040e-02
         240       1.250746e-02       5.135465e-03       7.845753e-03       3.229044e-02       8.440258e-03       2.130233e-02
         250       8.946486e-03       3.325711e-03       6.319574e-03       3.065332e-02       1.334118e-02       2.385513e-02
         260       1.715835e-02       3.587490e-03       1.005974e-02       4.005275e-02       1.764597e-02       2.993700e-02
         270       1.792942e-02       3.126671e-03       9.127836e-03       4.355240e-02       1.241681e-02       2.865298e-02
         280       2.238300e-02       3.156920e-03       1.157928e-02       4.651374e-02       1.532188e-02       2.994817e-02
         290       1.045385e-02       1.372586e-03       6.579656e-03       3.430681e-02       1.350622e-02       2.324560e-02
