#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
           0       1.439645e-02       2.662016e-05       8.230829e-03       4.191045e-02       1.533021e-02       3.212688e-02
          10       3.741262e-02       3.848515e-03       1.419849e-02       7.911356e-02       9.988249e-03       3.880785e-02
          20       1.001011e-02       3.560866e-03       6.418583e-03       3.441059e-02       1.736506e-02       2.426468e-02
          30       9.399124e-03       1.923925e-03       4.570313e-03       2.214942e-02       5.482647e-03       1.042930e-02
          40       7.709030e-03       1.149784e-03       4.337948e-03       1.543612e-02       5.651999e-03       9.754890e-03
          50       1.876110e-02       1.090550e-03       9.388045e-03       2.313616e-02       1.166277e-02       1.815222e-02
          60       1.598966e-02       1.497685e-03       8.216614e-03       2.300728e-02       8.431980e-03       1.709277e-02
          70       1.553021e-02       1.914761e-03       8.309158e-03       2.392444e-02       9.530978e-03       1.711452e-02
          80       1.771552e-02       2.354193e-03       9.515894e-03       2.533880e-02       1.336326e-02       1.833532e-02
          90       2.365158e-02       2.348242e-03       1.128243e-02       2.986502e-02       1.319885e-02       2.194591e-02
         100       7.991937e-03       2.637768e-03       4.636231e-03       1.901859e-02       5.161256e-03       1.252082e-02
         110       7.530878e-03       2.286646e-03       3.892971e-03       1.228429e-02       6.918839e-03       1.056314e-02
         120       7.903520e-03       2.594718e-03       5.607855e-03       2.719432e-02       7.045448e-03       1.643522e-02
         130       1.372726e-02       3.243897e-03       7.552166e-03       3.886723e-02       1.394519e-02       2.494283e-02
         140       1.513415e-02       4.991215e-03       8.024715e-03       4.679315e-02       1.239847e-02       2.269567e-02
         150       1.177112e-02       4.190578e-03       6.178622e-03       3.157777e-02       7.173527e-03       1.934961e-02
         160       9.309531e-03       3.808382e-03       5.815565e-03       4.060292e-02       2.481175e-03       1.545890e-02
         170       7.467887e-03       2.374044e-03       4.907189e-03       2.253773e-02       4.434170e-03       1.445967e-02
         180       5.769856e-03       8.421856e-04       3.453394e-03       1.198666e-02       5.134136e-03       7.968197e-03
         190       1.181737e-02       7.351590e-04       5.875615e-03       1.801241e-02       6.972138e-03       1.215236e-02
         200       1.066992e-02       3.528643e-03       6.475584e-03       2.445028e-02       6.441650e-03       1.508384e-02
         210       8.209117e-03       2.445623e-03       5.448762e-03       2.129791e-02       5.376452e-03       1.458487e-02
         220       6.932591e-03       2.341557e-03       4.994631e-03       2.340215e-02       5.575634e-03       1.379325e-02
         230       1.032397e-02       2.249283e-03       5.269166e-03       2.170086e-02       6.281271e-03       1.349521e-02
         240       1.051064e-02       2.055037e-03       5.434720e-03       2.341099e-02       7.448818e-03       1.539831e-02
         250       5.126989e-03       3.345898e-03       3.980819e-03       2.219598e-02       1.079721e-02       1.565557e-02
         260       8.748445e-03       4.490779e-04       4.174688e-03       1.674147e-02       7.534651e-03       1.105998e-02
         270       4.651928e-03       1.191604e-03       2.349998e-03       1.314694e-02       7.135620e-03       1.018244e-02
         280       9.207512e-03       2.216595e-03       4.836439e-03       2.386429e-02       7.790443e-03       1.751704e-02
         290       1.695895e-02       3.081228e-03       7.867570e-03       3.644915e-02       1.546357e-02       2.331236e-02
         300       9.997187e-03       1.409430e-03       5.645876e-03       2.675911e-02       6.969886e-03       1.699521e-02
         310       8.391448e-03       9.698657e-04       4.265374e-03       2.902424e-02       8.952531e-03       1.805523e-02
         320       4.956953e-03       2.865383e-03       4.046219e-03       2.333925e-02       5.825668e-03       1.150800e-02
         330       5.986816e-03       1.183195e-03       3.341452e-03       1.267773e-02       7.147003e-03       8.327141e-03
         340       8.743578e-03       2.196813e-03       4.979511e-03       1.961487e-02       6.608256e-03       1.347729e-02
         350       8.895851e-03       1.166787e-03       4.741790e-03       2.048023e-02       7.947575e-03       1.143284e-02
         360       9.164255e-03       1.308449e-03       4.410796e-03       2.135242e-02       5.826428e-03       1.162659e-02
         370       8.582812e-03       7.966044e-04       4.190954e-03       1.485770e-02       5.634999e-03       1.015806e-02
         380       7.265563e-03       1.969343e-03       4.014415e-03       1.383553e-02       3.953592e-03       9.213553e-03
         390       4.521606e-03       1.713962e-03       2.967723e-03       1.391700e-02       3.929242e-03       8.069270e-03
         400       4.295522e-03       9.083358e-04       3.001149e-03       1.454515e-02       4.210275e-03       8.798188e-03
         410       8.899758e-03       2.152290e-03       5.851546e-03       2.344335e-02       1.380004e-02       1.764073e-02
         420       9.266120e-03       1.336744e-03       5.203249e-03       1.865417e-02       8.395360e-03       1.423759e-02
         430       6.831897e-03       2.408384e-03       4.449248e-03       1.817787e-02       4.343003e-03       1.410485e-02
         440       1.029221e-02       2.192410e-03       5.871332e-03       2.596036e-02       8.334610e-03       1.761157e-02
         450       1.162150e-02       1.756624e-03       6.939483e-03       4.658759e-02       8.436781e-03       2.315465e-02
         460       7.732313e-03       2.744850e-03       5.283656e-03       5.002932e-02       1.732604e-02       2.628613e-02
         470       7.756815e-03       3.405726e-03       5.399360e-03       4.726878e-02       6.554534e-03       2.046962e-02
         480       9.208832e-03       1.383960e-03       5.248917e-03       4.778535e-02       8.057766e-03       1.981760e-02
         490       6.477632e-03       2.513015e-03       3.994417e-03       2.013608e-02       4.303313e-03       1.153479e-02
         500       5.109620e-03       1.028521e-03       3.085863e-03       1.654020e-02       2.818648e-03       1.059771e-02
         510       3.057176e-03       1.248740e-03       2.230876e-03       1.484934e-02       4.837643e-03       1.034336e-02
         520       7.537463e-03       1.870775e-03       3.682849e-03       1.820507e-02       3.528637e-03       1.077251e-02
         530       6.435940e-03       1.341274e-03       3.808561e-03       1.862649e-02       4.520016e-03       1.245536e-02
         540       5.455653e-03       9.476540e-04       3.639306e-03       1.655722e-02       2.816590e-03       1.051156e-02
         550       8.768050e-03       1.376319e-03       4.828394e-03       1.948927e-02       6.293822e-03       1.132401e-02
         560       1.044197e-02       1.811324e-03       5.294474e-03       2.279293e-02       8.207891e-03       1.313402e-02
         570       5.813854e-03       1.811322e-03       3.999276e-03       2.855406e-02       8.020270e-03       1.609027e-02
         580       7.694711e-03       8.426014e-04       3.818816e-03       2.396321e-02       7.342523e-03       1.395993e-02
         590       1.321765e-02       3.872936e-03       7.459992e-03       3.091306e-02       6.441441e-03       1.874531e-02
         600       4.327292e-03       1.784457e-03       3.553831e-03       1.769733e-02       6.344332e-03       1.249354e-02
         610       7.752763e-03       1.725645e-03       4.763864e-03       1.913041e-02       7.043147e-03       1.417134e-02
         620       6.105256e-03       1.012948e-03       3.182130e-03       1.580129e-02       6.023052e-03       1.108243e-02
         630       1.056104e-02       1.201142e-03       4.333451e-03       1.635055e-02       8.401440e-03       1.122464e-02
         640       1.088613e-02       3.850983e-03       6.341486e-03       2.730200e-02       9.504514e-03       1.823139e-02
         650       1.539831e-02       3.264283e-03       7.320204e-03       2.613191e-02       7.481720e-03       1.794432e-02
         660       1.254459e-02       5.003045e-03       7.659558e-03       3.147972e-02       1.082729e-02       2.028478e-02
         670       8.352535e-03       1.214961e-03       4.744236e-03       2.274237e-02       5.574807e-03       1.234909e-02
         680       4.727887e-03       3.001856e-03       4.040234e-03       1.696906e-02       5.546887e-03       1.156136e-02
         690       1.513192e-02       1.782690e-03       7.263974e-03       2.629963e-02       6.570299e-03       1.916029e-02
         700       7.801190e-03       2.042533e-03       4.549569e-03       2.009405e-02       7.226691e-03       1.300008e-02
         710       8.989172e-03       3.792356e-03       5.730146e-03       2.414239e-02       5.524709e-03       1.795111e-02
         720       9.299113e-03       3.188408e-03       5.843686e-03       2.450949e-02       9.175594e-03       1.732132e-02
         730       1.037175e-02       2.060598e-03       5.966444e-03       2.300239e-02       1.001944e-02       1.790031e-02
         740       9.319610e-03       1.536443e-03       5.039994e-03       1.923765e-02       8.091155e-03       1.325921e-02
         750       6.510450e-03       2.263027e-03       4.036969e-03       1.746137e-02       5.334741e-03       1.223063e-02
         760       5.879527e-03       1.719319e-03       3.772204e-03       1.592419e-02       8.487675e-03       1.304980e-02
         770       7.027090e-03       8.341058e-04       4.423531e-03       2.349717e-02       8.300440e-03       1.391295e-02
         780       5.494293e-03       9.208931e-04       3.245958e-03       1.964587e-02       5.711584e-03       1.072482e-02
         790       3.764592e-03       1.176458e-03       2.512711e-03       1.051825e-02       5.792068e-03       8.284221e-03
         800       4.367204e-03       1.703744e-03       2.949622e-03       1.547255e-02       1.863473e-03       8.530585e-03
         810       4.626299e-03       1.013343e-03       2.908115e-03       9.299108e-03       4.355587e-03       7.406452e-03
