#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
      0      5.53e+00      1.45e+00      1.74e-01    1.0e-03
    100      2.28e+00      6.91e-01      7.18e-02    1.0e-03
    200      4.18e+00      2.52e-01      1.32e-01    1.0e-03
    300      2.40e+00      1.19e-01      7.60e-02    1.0e-03
    400      1.88e+00      9.00e-02      5.94e-02    1.0e-03
    500      1.92e+00      8.98e-02      6.07e-02    1.0e-03
    600      2.04e+00      2.97e-01      6.45e-02    1.0e-03
    700      3.98e+00      1.81e-01      1.26e-01    1.0e-03
    800      2.23e+00      1.46e-01      7.06e-02    1.0e-03
    900      2.83e+00      4.75e-02      8.94e-02    1.0e-03
   1000      2.55e+00      2.00e-01      8.07e-02    1.0e-03
   1100      2.36e+00      3.39e-02      7.46e-02    1.0e-03
   1200      2.97e+00      1.55e-01      9.39e-02    1.0e-03
   1300      1.75e+00      2.98e-02      5.55e-02    1.0e-03
   1400      1.49e+00      6.12e-02      4.73e-02    1.0e-03
   1500      3.07e+00      5.55e-02      9.71e-02    1.0e-03
   1600      2.78e+00      1.66e-01      8.80e-02    1.0e-03
   1700      2.70e+00      8.46e-02      8.54e-02    1.0e-03
   1800      1.83e+00      6.57e-02      5.77e-02    1.0e-03
   1900      1.89e+00      5.44e-02      5.97e-02    1.0e-03
   2000      1.98e+00      5.86e-02      6.28e-02    1.0e-03
   2100      1.66e+00      1.86e-02      5.25e-02    1.0e-03
   2200      2.34e+00      3.78e-02      7.40e-02    1.0e-03
   2300      2.99e+00      1.52e-02      9.44e-02    1.0e-03
   2400      2.66e+00      6.18e-02      8.42e-02    1.0e-03
   2500      1.82e+00      2.89e-02      5.74e-02    1.0e-03
   2600      3.77e+00      4.83e-02      1.19e-01    1.0e-03
   2700      3.57e+00      1.66e-01      1.13e-01    1.0e-03
   2800      2.05e+00      4.54e-02      6.47e-02    1.0e-03
   2900      2.29e+00      4.50e-02      7.24e-02    1.0e-03
   3000      3.91e+00      1.39e-01      1.24e-01    1.0e-03
   3100      1.65e+00      1.36e-02      5.22e-02    1.0e-03
   3200      2.24e+00      2.94e-02      7.07e-02    1.0e-03
   3300      1.79e+00      6.63e-02      5.66e-02    1.0e-03
   3400      1.75e+00      6.57e-02      5.53e-02    1.0e-03
   3500      1.72e+00      4.60e-02      5.45e-02    1.0e-03
   3600      2.14e+00      1.61e-02      6.77e-02    1.0e-03
   3700      2.02e+00      1.45e-01      6.39e-02    1.0e-03
   3800      1.68e+00      1.90e-02      5.32e-02    1.0e-03
   3900      1.71e+00      2.54e-02      5.39e-02    1.0e-03
   4000      2.06e+00      6.16e-02      6.50e-02    1.0e-03
   4100      2.66e+00      5.08e-02      8.43e-02    1.0e-03
   4200      1.58e+00      6.93e-02      4.98e-02    1.0e-03
   4300      1.66e+00      3.04e-02      5.25e-02    1.0e-03
   4400      1.52e+00      5.96e-02      4.80e-02    1.0e-03
   4500      2.43e+00      3.61e-02      7.67e-02    1.0e-03
   4600      2.25e+00      3.41e-02      7.10e-02    1.0e-03
   4700      1.28e+00      4.49e-02      4.05e-02    1.0e-03
   4800      2.21e+00      2.74e-02      6.98e-02    1.0e-03
   4900      1.33e+00      6.53e-02      4.19e-02    1.0e-03
   5000      2.12e+00      1.78e-01      6.87e-02    9.4e-04
   5100      1.38e+00      4.84e-02      4.48e-02    9.4e-04
   5200      1.82e+00      3.93e-02      5.93e-02    9.4e-04
   5300      2.19e+00      2.39e-02      7.13e-02    9.4e-04
   5400      2.59e+00      1.25e-02      8.42e-02    9.4e-04
   5500      1.91e+00      8.59e-02      6.20e-02    9.4e-04
   5600      2.05e+00      6.52e-02      6.66e-02    9.4e-04
   5700      1.59e+00      1.19e-02      5.18e-02    9.4e-04
   5800      2.07e+00      3.97e-02      6.73e-02    9.4e-04
   5900      1.98e+00      3.41e-02      6.44e-02    9.4e-04
   6000      1.98e+00      6.56e-02      6.45e-02    9.4e-04
   6100      2.09e+00      3.80e-01      6.76e-02    9.4e-04
   6200      2.54e+00      3.60e-02      8.25e-02    9.4e-04
   6300      1.69e+00      2.73e-02      5.50e-02    9.4e-04
   6400      1.92e+00      2.61e-02      6.26e-02    9.4e-04
   6500      2.13e+00      2.45e-02      6.95e-02    9.4e-04
   6600      1.60e+00      3.05e-02      5.20e-02    9.4e-04
   6700      2.62e+00      6.61e-02      8.52e-02    9.4e-04
   6800      1.70e+00      2.67e-02      5.52e-02    9.4e-04
   6900      1.80e+00      2.43e-02      5.85e-02    9.4e-04
   7000      1.75e+00      1.87e-02      5.68e-02    9.4e-04
   7100      1.95e+00      5.13e-02      6.36e-02    9.4e-04
   7200      1.64e+00      7.19e-02      5.35e-02    9.4e-04
   7300      1.87e+00      2.32e-02      6.07e-02    9.4e-04
   7400      2.09e+00      1.30e-02      6.81e-02    9.4e-04
   7500      1.51e+00      3.18e-02      4.92e-02    9.4e-04
   7600      2.15e+00      8.17e-02      6.98e-02    9.4e-04
   7700      3.77e+00      4.92e-02      1.23e-01    9.4e-04
   7800      2.25e+00      3.02e-02      7.32e-02    9.4e-04
   7900      1.36e+00      3.04e-02      4.42e-02    9.4e-04
   8000      2.00e+00      1.66e-01      6.51e-02    9.4e-04
   8100      1.77e+00      2.32e-02      5.75e-02    9.4e-04
   8200      1.59e+00      2.50e-02      5.19e-02    9.4e-04
   8300      1.69e+00      1.85e-02      5.51e-02    9.4e-04
   8400      2.04e+00      2.63e-02      6.65e-02    9.4e-04
   8500      1.40e+00      4.12e-02      4.54e-02    9.4e-04
   8600      2.09e+00      5.91e-02      6.80e-02    9.4e-04
   8700      1.83e+00      4.44e-02      5.97e-02    9.4e-04
   8800      1.85e+00      4.11e-02      6.01e-02    9.4e-04
   8900      1.66e+00      1.46e-01      5.40e-02    9.4e-04
   9000      1.12e+00      7.28e-02      3.64e-02    9.4e-04
   9100      2.50e+00      3.11e-02      8.14e-02    9.4e-04
   9200      1.87e+00      3.60e-02      6.08e-02    9.4e-04
   9300      1.34e+00      1.11e-01      4.35e-02    9.4e-04
   9400      1.60e+00      2.22e-02      5.21e-02    9.4e-04
   9500      1.94e+00      4.23e-02      6.31e-02    9.4e-04
   9600      1.91e+00      3.14e-02      6.22e-02    9.4e-04
   9700      1.45e+00      2.62e-02      4.72e-02    9.4e-04
   9800      1.86e+00      1.20e-01      6.03e-02    9.4e-04
   9900      1.44e+00      5.27e-02      4.69e-02    9.4e-04
  10000      1.68e+00      1.70e-01      5.60e-02    8.9e-04
  10100      2.49e+00      3.52e-02      8.35e-02    8.9e-04
  10200      1.72e+00      8.26e-02      5.74e-02    8.9e-04
  10300      1.72e+00      3.49e-02      5.77e-02    8.9e-04
  10400      1.78e+00      2.11e-02      5.97e-02    8.9e-04
  10500      1.40e+00      2.08e-02      4.68e-02    8.9e-04
  10600      2.18e+00      5.51e-02      7.30e-02    8.9e-04
  10700      1.76e+00      8.38e-02      5.89e-02    8.9e-04
  10800      1.47e+00      1.46e-02      4.91e-02    8.9e-04
  10900      2.17e+00      9.67e-02      7.27e-02    8.9e-04
  11000      1.95e+00      9.69e-02      6.52e-02    8.9e-04
  11100      1.40e+00      2.59e-02      4.70e-02    8.9e-04
  11200      2.24e+00      1.50e-02      7.51e-02    8.9e-04
  11300      1.44e+00      9.97e-02      4.80e-02    8.9e-04
  11400      1.08e+00      2.54e-02      3.60e-02    8.9e-04
  11500      1.60e+00      4.29e-02      5.35e-02    8.9e-04
  11600      1.36e+00      2.72e-02      4.57e-02    8.9e-04
  11700      2.13e+00      8.08e-02      7.11e-02    8.9e-04
  11800      1.39e+00      3.29e-02      4.67e-02    8.9e-04
  11900      1.39e+00      1.03e-02      4.67e-02    8.9e-04
  12000      4.36e+00      1.12e-01      1.46e-01    8.9e-04
  12100      8.09e-01      5.10e-03      2.71e-02    8.9e-04
  12200      1.86e+00      1.62e-02      6.23e-02    8.9e-04
  12300      1.42e+00      3.26e-02      4.76e-02    8.9e-04
  12400      1.64e+00      7.26e-02      5.49e-02    8.9e-04
  12500      1.21e+00      3.13e-02      4.04e-02    8.9e-04
  12600      1.27e+00      1.25e-01      4.23e-02    8.9e-04
  12700      1.50e+00      2.98e-02      5.03e-02    8.9e-04
  12800      1.88e+00      4.15e-02      6.28e-02    8.9e-04
  12900      1.43e+00      1.16e-02      4.80e-02    8.9e-04
  13000      2.07e+00      9.20e-02      6.94e-02    8.9e-04
  13100      1.90e+00      1.03e-01      6.37e-02    8.9e-04
  13200      1.55e+00      2.00e-02      5.20e-02    8.9e-04
  13300      1.77e+00      6.94e-02      5.91e-02    8.9e-04
  13400      1.20e+00      5.69e-02      4.00e-02    8.9e-04
  13500      2.12e+00      5.32e-02      7.09e-02    8.9e-04
  13600      1.74e+00      1.07e-02      5.83e-02    8.9e-04
  13700      1.81e+00      4.93e-02      6.07e-02    8.9e-04
  13800      2.03e+00      3.21e-02      6.80e-02    8.9e-04
  13900      1.35e+00      2.63e-02      4.52e-02    8.9e-04
  14000      1.32e+00      1.76e-02      4.43e-02    8.9e-04
  14100      1.24e+00      2.85e-02      4.17e-02    8.9e-04
  14200      1.97e+00      5.65e-02      6.60e-02    8.9e-04
  14300      2.65e+00      6.34e-02      8.87e-02    8.9e-04
  14400      1.43e+00      2.41e-02      4.79e-02    8.9e-04
  14500      1.15e+00      4.47e-02      3.84e-02    8.9e-04
  14600      1.85e+00      4.43e-02      6.20e-02    8.9e-04
  14700      1.96e+00      5.38e-02      6.58e-02    8.9e-04
  14800      1.16e+00      7.20e-02      3.88e-02    8.9e-04
  14900      2.35e+00      3.69e-02      7.85e-02    8.9e-04
  15000      1.39e+00      6.02e-02      4.78e-02    8.4e-04
  15100      1.29e+00      9.55e-02      4.43e-02    8.4e-04
  15200      1.66e+00      1.11e-02      5.71e-02    8.4e-04
  15300      1.40e+00      3.31e-02      4.83e-02    8.4e-04
  15400      2.33e+00      1.39e-02      8.03e-02    8.4e-04
  15500      1.45e+00      3.41e-02      5.00e-02    8.4e-04
  15600      2.20e+00      4.25e-02      7.59e-02    8.4e-04
  15700      9.47e-01      1.67e-02      3.27e-02    8.4e-04
  15800      2.00e+00      9.57e-02      6.89e-02    8.4e-04
  15900      1.22e+00      5.02e-02      4.21e-02    8.4e-04
  16000      1.60e+00      5.00e-02      5.52e-02    8.4e-04
  16100      1.89e+00      6.18e-02      6.53e-02    8.4e-04
  16200      1.24e+00      5.21e-02      4.26e-02    8.4e-04
  16300      1.86e+00      3.03e-02      6.41e-02    8.4e-04
  16400      1.45e+00      7.30e-02      5.01e-02    8.4e-04
  16500      7.79e-01      2.55e-02      2.68e-02    8.4e-04
  16600      1.49e+00      4.62e-02      5.15e-02    8.4e-04
  16700      1.88e+00      5.08e-02      6.49e-02    8.4e-04
  16800      1.51e+00      2.66e-02      5.20e-02    8.4e-04
  16900      1.71e+00      7.51e-02      5.88e-02    8.4e-04
  17000      1.59e+00      8.51e-02      5.48e-02    8.4e-04
  17100      1.08e+00      3.36e-02      3.71e-02    8.4e-04
  17200      1.10e+00      4.78e-02      3.78e-02    8.4e-04
  17300      1.62e+00      4.89e-02      5.58e-02    8.4e-04
  17400      1.46e+00      9.44e-02      5.03e-02    8.4e-04
  17500      9.42e-01      2.76e-02      3.25e-02    8.4e-04
  17600      1.10e+00      1.78e-02      3.80e-02    8.4e-04
  17700      1.82e+00      4.30e-02      6.27e-02    8.4e-04
  17800      2.02e+00      3.19e-02      6.95e-02    8.4e-04
  17900      1.27e+00      3.02e-02      4.38e-02    8.4e-04
  18000      1.46e+00      3.88e-02      5.04e-02    8.4e-04
  18100      1.48e+00      1.34e-01      5.09e-02    8.4e-04
  18200      2.62e+00      4.84e-02      9.03e-02    8.4e-04
  18300      1.40e+00      2.47e-02      4.82e-02    8.4e-04
  18400      2.05e+00      2.68e-02      7.08e-02    8.4e-04
  18500      2.35e+00      3.38e-02      8.12e-02    8.4e-04
  18600      1.30e+00      4.60e-02      4.49e-02    8.4e-04
  18700      6.54e-01      3.22e-02      2.25e-02    8.4e-04
  18800      1.63e+00      2.43e-02      5.61e-02    8.4e-04
  18900      2.21e+00      1.14e-01      7.60e-02    8.4e-04
  19000      2.33e+00      5.31e-02      8.05e-02    8.4e-04
  19100      1.73e+00      2.21e-02      5.95e-02    8.4e-04
  19200      1.90e+00      1.75e-02      6.54e-02    8.4e-04
  19300      1.49e+00      5.46e-02      5.14e-02    8.4e-04
  19400      2.57e+00      8.54e-02      8.87e-02    8.4e-04
  19500      1.70e+00      4.07e-02      5.84e-02    8.4e-04
  19600      1.70e+00      3.09e-02      5.87e-02    8.4e-04
  19700      2.21e+00      6.18e-02      7.61e-02    8.4e-04
  19800      1.05e+00      3.51e-02      3.60e-02    8.4e-04
  19900      1.86e+00      2.91e-02      6.41e-02    8.4e-04
  20000      1.61e+00      2.23e-02      5.70e-02    7.9e-04
  20100      1.43e+00      7.02e-02      5.07e-02    7.9e-04
  20200      1.78e+00      1.16e-02      6.32e-02    7.9e-04
  20300      1.75e+00      3.52e-02      6.19e-02    7.9e-04
  20400      9.59e-01      2.06e-02      3.40e-02    7.9e-04
  20500      1.48e+00      1.34e-02      5.26e-02    7.9e-04
  20600      2.30e+00      6.64e-02      8.14e-02    7.9e-04
  20700      2.13e+00      4.10e-02      7.56e-02    7.9e-04
  20800      1.78e+00      5.66e-02      6.33e-02    7.9e-04
  20900      1.39e+00      2.16e-02      4.94e-02    7.9e-04
  21000      2.74e+00      6.13e-02      9.71e-02    7.9e-04
  21100      1.31e+00      2.19e-02      4.64e-02    7.9e-04
  21200      1.34e+00      2.06e-02      4.77e-02    7.9e-04
  21300      1.49e+00      2.04e-02      5.27e-02    7.9e-04
  21400      2.01e+00      5.28e-02      7.14e-02    7.9e-04
  21500      2.55e+00      2.37e-02      9.06e-02    7.9e-04
  21600      1.39e+00      2.26e-02      4.94e-02    7.9e-04
  21700      1.87e+00      1.59e-02      6.64e-02    7.9e-04
  21800      1.63e+00      2.38e-02      5.79e-02    7.9e-04
  21900      1.85e+00      1.33e-02      6.55e-02    7.9e-04
  22000      1.15e+00      3.88e-02      4.09e-02    7.9e-04
  22100      1.87e+00      1.58e-02      6.62e-02    7.9e-04
  22200      1.10e+00      1.53e-02      3.88e-02    7.9e-04
  22300      2.40e+00      3.62e-02      8.50e-02    7.9e-04
  22400      1.56e+00      8.49e-02      5.51e-02    7.9e-04
  22500      2.20e+00      7.06e-02      7.79e-02    7.9e-04
  22600      1.77e+00      3.79e-02      6.26e-02    7.9e-04
  22700      2.24e+00      2.49e-02      7.95e-02    7.9e-04
  22800      1.37e+00      2.26e-02      4.84e-02    7.9e-04
  22900      1.49e+00      3.36e-02      5.30e-02    7.9e-04
  23000      9.22e-01      2.53e-02      3.27e-02    7.9e-04
  23100      1.52e+00      2.54e-02      5.39e-02    7.9e-04
  23200      1.47e+00      3.20e-02      5.22e-02    7.9e-04
  23300      1.48e+00      2.49e-02      5.25e-02    7.9e-04
  23400      1.35e+00      2.51e-02      4.81e-02    7.9e-04
  23500      2.27e+00      4.93e-02      8.04e-02    7.9e-04
  23600      1.35e+00      2.56e-02      4.79e-02    7.9e-04
  23700      1.42e+00      7.00e-03      5.03e-02    7.9e-04
  23800      1.56e+00      1.07e-02      5.54e-02    7.9e-04
  23900      1.49e+00      2.93e-02      5.27e-02    7.9e-04
  24000      1.11e+00      1.64e-02      3.95e-02    7.9e-04
  24100      1.36e+00      1.95e-02      4.83e-02    7.9e-04
  24200      1.76e+00      1.96e-02      6.23e-02    7.9e-04
  24300      9.23e-01      4.63e-02      3.27e-02    7.9e-04
  24400      1.34e+00      1.49e-02      4.75e-02    7.9e-04
  24500      1.34e+00      1.82e-02      4.77e-02    7.9e-04
  24600      1.52e+00      1.84e-02      5.39e-02    7.9e-04
  24700      1.41e+00      2.50e-02      5.00e-02    7.9e-04
  24800      1.71e+00      3.28e-02      6.07e-02    7.9e-04
  24900      1.35e+00      9.10e-03      4.79e-02    7.9e-04
  25000      1.26e+00      1.49e-02      4.60e-02    7.5e-04
  25100      1.24e+00      1.11e-02      4.54e-02    7.5e-04
  25200      1.31e+00      2.20e-02      4.78e-02    7.5e-04
  25300      1.71e+00      1.74e-02      6.24e-02    7.5e-04
  25400      2.16e+00      4.61e-02      7.88e-02    7.5e-04
  25500      1.42e+00      2.01e-02      5.18e-02    7.5e-04
  25600      1.15e+00      3.65e-03      4.19e-02    7.5e-04
  25700      1.58e+00      3.09e-02      5.78e-02    7.5e-04
  25800      1.31e+00      1.38e-02      4.77e-02    7.5e-04
  25900      1.43e+00      3.22e-02      5.23e-02    7.5e-04
  26000      2.27e+00      3.38e-02      8.29e-02    7.5e-04
  26100      2.28e+00      2.94e-02      8.34e-02    7.5e-04
  26200      1.19e+00      2.00e-02      4.36e-02    7.5e-04
  26300      1.41e+00      2.91e-02      5.15e-02    7.5e-04
  26400      1.43e+00      3.26e-02      5.23e-02    7.5e-04
  26500      1.79e+00      1.62e-02      6.55e-02    7.5e-04
  26600      1.14e+00      1.18e-02      4.16e-02    7.5e-04
  26700      1.37e+00      1.40e-02      5.00e-02    7.5e-04
  26800      1.07e+00      5.63e-03      3.89e-02    7.5e-04
  26900      1.43e+00      7.74e-03      5.21e-02    7.5e-04
  27000      1.32e+00      3.22e-02      4.80e-02    7.5e-04
  27100      1.94e+00      2.23e-02      7.08e-02    7.5e-04
  27200      1.15e+00      3.38e-02      4.21e-02    7.5e-04
  27300      1.11e+00      6.66e-03      4.06e-02    7.5e-04
  27400      1.80e+00      2.08e-02      6.56e-02    7.5e-04
  27500      1.58e+00      3.17e-02      5.77e-02    7.5e-04
  27600      6.25e-01      2.37e-02      2.28e-02    7.5e-04
  27700      1.22e+00      1.20e-02      4.46e-02    7.5e-04
  27800      1.25e+00      1.77e-02      4.56e-02    7.5e-04
  27900      2.26e+00      3.44e-02      8.27e-02    7.5e-04
  28000      1.07e+00      1.90e-02      3.91e-02    7.5e-04
  28100      1.77e+00      4.58e-02      6.45e-02    7.5e-04
  28200      1.03e+00      1.10e-02      3.76e-02    7.5e-04
  28300      2.24e+00      3.45e-02      8.18e-02    7.5e-04
  28400      1.17e+00      2.39e-02      4.27e-02    7.5e-04
  28500      1.52e+00      3.00e-02      5.55e-02    7.5e-04
  28600      1.89e+00      2.69e-02      6.88e-02    7.5e-04
  28700      1.65e+00      1.56e-02      6.01e-02    7.5e-04
  28800      1.84e+00      1.32e-02      6.71e-02    7.5e-04
  28900      1.42e+00      1.74e-02      5.18e-02    7.5e-04
  29000      1.23e+00      1.08e-02      4.49e-02    7.5e-04
  29100      1.39e+00      1.97e-02      5.09e-02    7.5e-04
  29200      1.60e+00      2.52e-02      5.84e-02    7.5e-04
  29300      1.30e+00      1.68e-02      4.76e-02    7.5e-04
  29400      1.38e+00      1.10e-02      5.03e-02    7.5e-04
  29500      1.90e+00      4.24e-02      6.94e-02    7.5e-04
  29600      2.22e+00      2.44e-02      8.12e-02    7.5e-04
  29700      1.12e+00      1.42e-02      4.08e-02    7.5e-04
  29800      2.03e+00      1.60e-02      7.40e-02    7.5e-04
  29900      1.97e+00      1.57e-02      7.18e-02    7.5e-04
  30000      2.43e+00      1.69e-02      9.12e-02    7.1e-04
  30100      1.04e+00      4.39e-03      3.90e-02    7.1e-04
  30200      1.59e+00      1.21e-02      5.97e-02    7.1e-04
  30300      1.80e+00      2.11e-02      6.76e-02    7.1e-04
  30400      1.72e+00      1.93e-02      6.45e-02    7.1e-04
  30500      1.46e+00      1.49e-02      5.48e-02    7.1e-04
  30600      2.08e+00      2.95e-02      7.80e-02    7.1e-04
  30700      1.69e+00      2.54e-02      6.35e-02    7.1e-04
  30800      1.07e+00      3.21e-02      4.01e-02    7.1e-04
  30900      9.22e-01      8.57e-03      3.47e-02    7.1e-04
  31000      1.15e+00      5.06e-03      4.31e-02    7.1e-04
  31100      1.91e+00      1.77e-02      7.19e-02    7.1e-04
  31200      1.11e+00      1.05e-02      4.16e-02    7.1e-04
  31300      9.80e-01      1.18e-02      3.68e-02    7.1e-04
  31400      1.57e+00      1.87e-02      5.90e-02    7.1e-04
  31500      1.60e+00      2.58e-02      6.01e-02    7.1e-04
  31600      2.08e+00      2.72e-02      7.81e-02    7.1e-04
  31700      1.26e+00      2.07e-02      4.75e-02    7.1e-04
  31800      1.38e+00      2.05e-02      5.20e-02    7.1e-04
  31900      1.04e+00      1.83e-02      3.92e-02    7.1e-04
  32000      8.49e-01      1.05e-02      3.19e-02    7.1e-04
  32100      1.68e+00      1.73e-02      6.31e-02    7.1e-04
  32200      1.36e+00      1.07e-02      5.12e-02    7.1e-04
  32300      1.39e+00      1.77e-02      5.20e-02    7.1e-04
  32400      1.19e+00      1.19e-02      4.48e-02    7.1e-04
  32500      1.72e+00      3.25e-02      6.45e-02    7.1e-04
  32600      1.76e+00      3.73e-02      6.60e-02    7.1e-04
  32700      1.79e+00      1.53e-02      6.73e-02    7.1e-04
  32800      1.35e+00      1.72e-02      5.05e-02    7.1e-04
  32900      1.26e+00      9.01e-03      4.73e-02    7.1e-04
  33000      1.16e+00      1.17e-02      4.36e-02    7.1e-04
  33100      1.52e+00      2.37e-02      5.72e-02    7.1e-04
  33200      1.51e+00      3.43e-02      5.68e-02    7.1e-04
  33300      1.15e+00      1.18e-02      4.32e-02    7.1e-04
  33400      1.40e+00      1.37e-02      5.26e-02    7.1e-04
  33500      9.05e-01      1.60e-02      3.40e-02    7.1e-04
  33600      1.53e+00      2.14e-02      5.75e-02    7.1e-04
  33700      1.41e+00      2.31e-02      5.29e-02    7.1e-04
  33800      1.20e+00      3.20e-02      4.51e-02    7.1e-04
  33900      1.32e+00      1.65e-02      4.98e-02    7.1e-04
  34000      1.41e+00      1.79e-02      5.30e-02    7.1e-04
  34100      1.49e+00      2.89e-02      5.59e-02    7.1e-04
  34200      1.30e+00      2.01e-02      4.89e-02    7.1e-04
  34300      2.00e+00      2.78e-02      7.52e-02    7.1e-04
  34400      1.45e+00      1.81e-02      5.45e-02    7.1e-04
  34500      1.42e+00      1.09e-02      5.35e-02    7.1e-04
  34600      1.57e+00      1.90e-02      5.90e-02    7.1e-04
  34700      1.47e+00      2.40e-02      5.53e-02    7.1e-04
  34800      1.32e+00      1.42e-02      4.94e-02    7.1e-04
  34900      1.27e+00      2.77e-02      4.78e-02    7.1e-04
  35000      1.81e+00      1.59e-02      6.99e-02    6.7e-04
  35100      1.20e+00      2.13e-02      4.65e-02    6.7e-04
  35200      1.67e+00      2.81e-02      6.46e-02    6.7e-04
  35300      1.01e+00      4.21e-03      3.91e-02    6.7e-04
  35400      1.38e+00      1.67e-02      5.34e-02    6.7e-04
  35500      1.39e+00      7.88e-03      5.36e-02    6.7e-04
  35600      9.78e-01      1.51e-02      3.78e-02    6.7e-04
  35700      1.29e+00      2.43e-02      4.98e-02    6.7e-04
  35800      1.36e+00      7.80e-03      5.27e-02    6.7e-04
  35900      1.65e+00      2.83e-02      6.38e-02    6.7e-04
  36000      1.33e+00      3.10e-02      5.13e-02    6.7e-04
  36100      1.45e+00      1.05e-02      5.59e-02    6.7e-04
  36200      1.66e+00      3.17e-02      6.41e-02    6.7e-04
  36300      1.41e+00      1.32e-02      5.47e-02    6.7e-04
  36400      1.29e+00      1.42e-02      4.98e-02    6.7e-04
  36500      1.46e+00      2.31e-02      5.66e-02    6.7e-04
  36600      1.00e+00      3.59e-03      3.87e-02    6.7e-04
  36700      1.18e+00      1.93e-02      4.56e-02    6.7e-04
  36800      1.80e+00      3.43e-02      6.96e-02    6.7e-04
  36900      8.85e-01      8.20e-03      3.42e-02    6.7e-04
  37000      1.47e+00      8.73e-03      5.69e-02    6.7e-04
  37100      8.48e-01      1.09e-02      3.28e-02    6.7e-04
  37200      2.28e+00      3.30e-02      8.83e-02    6.7e-04
  37300      1.42e+00      2.42e-02      5.47e-02    6.7e-04
  37400      1.64e+00      2.73e-02      6.33e-02    6.7e-04
  37500      2.62e+00      5.75e-02      1.01e-01    6.7e-04
  37600      1.07e+00      1.44e-02      4.13e-02    6.7e-04
  37700      1.78e+00      3.30e-02      6.88e-02    6.7e-04
  37800      1.66e+00      2.31e-02      6.42e-02    6.7e-04
