#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
      0      5.57e+00      1.14e-01      1.76e-01    1.0e-03
    100      4.54e+00      3.66e-01      1.43e-01    1.0e-03
    200      4.47e+00      2.30e-01      1.41e-01    1.0e-03
    300      2.44e+00      9.81e-02      7.73e-02    1.0e-03
    400      2.54e+00      1.09e-01      8.03e-02    1.0e-03
    500      3.78e+00      3.22e-02      1.20e-01    1.0e-03
    600      3.44e+00      5.60e-02      1.09e-01    1.0e-03
    700      7.38e+00      1.99e-02      2.33e-01    1.0e-03
    800      2.22e+00      6.66e-02      7.02e-02    1.0e-03
    900      3.11e+00      4.30e-02      9.84e-02    1.0e-03
   1000      3.28e+00      5.74e-02      1.04e-01    1.0e-03
   1100      6.50e+00      3.25e-01      2.06e-01    1.0e-03
   1200      2.06e+00      2.49e-02      6.52e-02    1.0e-03
   1300      1.81e+00      5.06e-02      5.74e-02    1.0e-03
   1400      3.87e+00      3.48e-02      1.22e-01    1.0e-03
   1500      1.96e+00      2.24e-02      6.20e-02    1.0e-03
   1600      2.88e+00      3.95e-02      9.10e-02    1.0e-03
   1700      1.87e+00      3.21e-02      5.91e-02    1.0e-03
   1800      2.26e+00      2.81e-02      7.15e-02    1.0e-03
   1900      2.83e+00      3.05e-02      8.93e-02    1.0e-03
   2000      2.04e+00      1.00e-01      6.44e-02    1.0e-03
   2100      2.02e+00      2.34e-02      6.38e-02    1.0e-03
   2200      3.34e+00      6.67e-02      1.06e-01    1.0e-03
   2300      1.69e+00      3.08e-02      5.36e-02    1.0e-03
   2400      2.40e+00      6.65e-02      7.60e-02    1.0e-03
   2500      2.67e+00      5.34e-02      8.45e-02    1.0e-03
   2600      2.97e+00      5.99e-02      9.41e-02    1.0e-03
   2700      2.70e+00      5.83e-02      8.54e-02    1.0e-03
   2800      3.25e+00      5.18e-02      1.03e-01    1.0e-03
   2900      1.53e+00      3.26e-02      4.85e-02    1.0e-03
   3000      2.68e+00      1.54e-02      8.46e-02    1.0e-03
   3100      1.74e+00      3.70e-02      5.50e-02    1.0e-03
   3200      2.23e+00      6.45e-02      7.05e-02    1.0e-03
   3300      1.67e+00      3.87e-02      5.28e-02    1.0e-03
   3400      1.80e+00      2.02e-02      5.70e-02    1.0e-03
   3500      1.76e+00      2.65e-02      5.58e-02    1.0e-03
   3600      4.22e+00      2.12e-01      1.33e-01    1.0e-03
   3700      2.82e+00      3.74e-02      8.91e-02    1.0e-03
